PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Robert Covington,SF,25,PHI,67,1903,,6%,64%,30%,,-8.3,4.7,54,43,105,17,72,8,225,10,40
Allen Crabbe,SG,23,POR,81,2105,,79%,21%,,,0.0,-1.7,23,19,98,8,45,3,234,12,14
Jamal Crawford,SG,35,LAC,79,2126,1%,48%,49%,2%,,1.1,-7.0,63,34,41,7,113,8,417,24,26
,,,,,,,,,,,,,,,,,,,,,
Jae Crowder,SF,25,BOS,73,2308,,1%,77%,22%,,5.0,4.0,42,15,96,15,114,9,305,30,20
Dante Cunningham,SF,28,NOP,80,1971,,2%,74%,24%,1%,-6.1,-4.5,18,8,98,5,41,7,175,6,24
Jared Cunningham,SG,24,TOT,44,410,28%,66%,6%,,,-3.4,-9.1,8,9,21,4,23,8,46,1,17
Jared Cunningham,SG,24,CLE,40,355,33%,63%,4%,,,-0.2,-7.3,6,9,20,3,19,3,43,0,14
Jared Cunningham,SG,24,MIL,4,55,,84%,16%,,,-24.2,-20.5,2,0,1,1,4,5,3,1,3
Seth Curry,PG,25,SAC,44,692,35%,63%,2%,,,-2.7,0.1,21,6,16,4,18,2,153,1,12
Stephen Curry,PG,27,GSW,79,2700,100%,,,,,18.0,22.6,167,61,78,6,130,19,1213,32,51
Troy Daniels,SG,24,CHO,43,476,,52%,48%,,,-5.1,-9.1,11,10,27,0,3,0,48,0,3
Anthony Davis,C,22,NOP,61,2164,,,,46%,54%,-4.7,-1.8,40,43,81,18,172,6,274,37,54
Ed Davis,PF,26,POR,81,1684,,,,70%,30%,1.3,0.8,16,21,117,19,96,6,208,26,25
Branden Dawson,PF,22,LAC,6,29,,,17%,83%,,-25.5,-30.0,0,0,2,0,1,0,0,1,2
Dewayne Dedmon,C,26,ORL,58,705,,,,,100%,-3.1,-1.8,8,7,64,7,36,2,31,8,15
Bryce Dejean-Jones,SG,23,NOP,14,279,,82%,18%,,,-6.2,-2.5,5,2,7,0,10,2,34,1,6
Sam Dekker,PF,21,HOU,3,6,,,,24%,76%,-5.2,-5.3,0,0,0,0,0,0,0,0,0
Matthew Dellavedova,PG,25,CLE,76,1867,71%,29%,,,,10.7,8.0,80,18,57,9,18,11,785,4,20
Luol Deng,PF,30,MIA,74,2394,,,27%,71%,3%,0.6,-3.5,35,23,59,9,85,6,328,19,31
DeMar DeRozan,SG,26,TOR,78,2804,,68%,32%,,,3.1,-6.2,67,76,56,17,273,8,784,54,97
Boris Diaw,PF,33,SAS,76,1386,,,,96%,4%,10.1,-2.2,52,25,50,7,35,7,410,11,16
Gorgui Dieng,C,26,MIN,82,2220,,,,53%,47%,0.0,7.5,38,27,98,31,123,10,325,27,51
Spencer Dinwiddie,PG,22,DET,12,159,100%,,,,,-17.3,-18.4,5,1,11,0,16,4,50,3,4
Toney Douglas,PG,29,NOP,61,1262,65%,35%,1%,,,-5.3,-2.0,33,10,53,7,38,7,359,6,29
Goran Dragić,PG,29,MIA,72,2363,99%,1%,,,,3.9,4.6,102,42,77,17,68,15,946,11,40
,,,,,,,,,,,,,,,,,,,,,
Andre Drummond,C,22,DET,81,2666,,,,,100%,2.4,6.2,41,55,124,30,200,3,164,47,72
Jared Dudley,PF,30,WAS,81,2098,,,1%,94%,5%,1.3,3.8,52,19,90,5,38,15,388,8,6
Duje Dukan,SF,24,SAC,1,24,,,100%,,,-17.8,-15.1,0,0,2,0,0,0,2,0,0
Tim Duncan*,C,39,SAS,61,1536,,,,1%,99%,13.9,3.9,51,19,70,11,66,4,354,21,38
Mike Dunleavy,SF,35,CHI,31,703,,,91%,9%,,-4.9,-3.9,18,4,34,0,16,2,89,5,11
Kevin Durant,SF,27,OKC,72,2578,,,74%,26%,,11.5,12.6,133,82,74,16,180,6,825,33,38
Cleanthony Early,SF,24,NYK,17,154,,,72%,28%,,1.0,4.0,7,2,12,0,1,1,14,0,4
Jarell Eddie,SF,24,WAS,26,147,,2%,58%,40%,,-11.9,-11.9,0,1,3,0,4,1,11,0,3
Wayne Ellington,SG,28,BRK,76,1615,,92%,8%,,,-10.5,-4.9,29,11,42,1,19,4,187,3,24
Monta Ellis,SG,30,IND,81,2734,14%,86%,1%,,,2.4,1.5,121,49,82,12,88,12,891,24,32
James Ennis III,SF,25,TOT,22,329,2%,67%,29%,2%,,-6.8,-3.3,4,11,12,2,16,1,42,2,5
James Ennis III,SF,25,MIA,3,7,,,100%,,,0.0,-2.0,0,0,1,0,0,0,2,0,0
James Ennis III,SF,25,MEM,10,40,15%,18%,49%,19%,,-24.4,-22.3,1,1,0,0,5,0,4,0,0
James Ennis III,SF,25,NOP,9,282,,75%,25%,,,-4.4,-0.6,3,10,11,2,11,1,36,2,5
Tyler Ennis,PG,21,MIL,46,654,100%,,,,,-5.7,-2.0,29,10,31,1,8,2,214,3,18
Jeremy Evans,SF,28,DAL,30,251,,2%,53%,43%,3%,-4.6,-4.7,3,2,13,1,10,1,4,3,2
Tyreke Evans,SG,26,NOP,25,765,1%,60%,39%,1%,,-0.3,4.4,34,21,31,4,40,2,390,5,23
Festus Ezeli,C,26,GSW,46,770,,,,,100%,14.1,3.7,13,10,48,11,58,1,80,13,20
Kenneth Faried,PF,26,DEN,67,1694,,,1%,80%,20%,-3.6,-0.9,26,32,78,22,104,10,188,32,59
Jordan Farmar,PG,29,MEM,12,291,100%,,,,,-11.2,-9.5,12,3,7,2,1,4,83,0,7
Derrick Favors,PF,24,UTA,62,1983,,,,46%,54%,1.8,-0.2,42,24,73,18,126,3,231,37,63
Cristiano Felício,C,23,CHI,31,321,,,,,100%,6.2,8.5,3,6,14,2,16,1,64,3,5
Raymond Felton,PG,31,DAL,80,2192,69%,31%,,,,-0.5,-0.7,82,22,62,9,60,11,690,15,32
,,,,,,,,,,,,,,,,,,,,,
Evan Fournier,SF,23,ORL,79,2566,1%,51%,47%,1%,,-3.1,-4.2,58,41,86,12,101,17,468,24,70
Randy Foye,SG,32,TOT,81,1642,15%,70%,15%,,,1.4,1.3,59,15,74,4,32,9,372,6,26
Randy Foye,SG,32,DEN,54,1070,19%,73%,7%,,,-1.5,2.2,42,8,49,2,21,7,257,5,21
Randy Foye,SG,32,OKC,27,572,7%,65%,29%,,,6.9,-0.4,17,7,25,2,11,2,115,1,5
Tim Frazier,PG,25,TOT,51,741,100%,,,,,-0.8,1.6,31,25,25,1,26,8,372,7,22
Tim Frazier,PG,25,POR,35,272,100%,,,,,-1.7,-2.7,12,11,12,0,6,1,95,1,8
Tim Frazier,PG,25,NOP,16,469,100%,,,,,-0.3,4.1,19,14,13,1,20,7,277,6,14
Jimmer Fredette,SG,26,TOT,6,18,,51%,50%,,,-76.8,-73.4,0,2,2,0,2,0,0,0,0
Jimmer Fredette,SG,26,NOP,4,13,,32%,69%,,,-80.8,-77.2,0,1,1,0,0,0,0,0,0
Jimmer Fredette,SG,26,NYK,2,5,,100%,,,,-66.4,-63.6,0,1,1,0,2,0,0,0,0
Enes Freedom,C,23,OKC,82,1721,,,,7%,93%,3.3,-7.0,21,32,96,34,123,1,82,31,79
Channing Frye,PF-C,32,TOT,70,1200,,,,67%,33%,4.4,3.7,19,5,67,13,13,6,164,4,6
Channing Frye,PF,32,ORL,44,754,,,,91%,9%,3.2,6.0,16,4,36,7,5,3,101,2,2
Channing Frye,C,32,CLE,26,446,,,,25%,75%,6.5,0.0,3,1,31,6,8,3,63,2,4
Danilo Gallinari,SF,27,DEN,53,1839,,,67%,32%,1%,-3.0,0.2,30,25,37,10,179,14,301,23,49
Langston Galloway,PG,24,NYK,82,2033,100%,,,,,-2.7,0.4,40,8,67,5,48,5,480,12,22
Kevin Garnett*,PF,39,MIN,38,556,,,,99%,1%,6.3,11.2,6,1,28,8,6,4,135,1,2
Marc Gasol,C,31,MEM,52,1791,,,,,100%,-0.1,4.1,41,47,67,22,94,7,449,21,25
Pau Gasol,C,35,CHI,72,2291,,,,,100%,-1.1,1.4,102,47,93,7,107,4,669,27,59
Rudy Gay,SF,29,SAC,70,2379,,1%,76%,24%,,-2.3,1.3,61,55,98,11,99,6,281,19,60
Alonzo Gee,SF,28,NOP,73,1632,,14%,83%,3%,,-4.3,-0.6,21,17,74,9,32,8,174,8,23
Paul George,SF,25,IND,81,2819,,,61%,39%,1%,3.1,4.4,143,78,87,30,203,22,730,40,77
Taj Gibson,PF,30,CHI,73,1936,,,11%,87%,2%,-2.1,-0.9,19,22,83,20,68,4,244,23,54
Manu Ginóbili*,SG,38,SAS,58,1134,1%,86%,13%,,,14.5,4.3,70,20,28,6,34,19,396,5,22
Rudy Gobert,C,23,UTA,61,1932,,,,,100%,4.4,4.8,38,35,79,20,106,4,211,10,42
Drew Gooden,PF,34,WAS,30,305,,,,70%,30%,-13.2,-13.8,7,3,23,0,6,0,31,2,6
Archie Goodwin,PG,21,PHO,57,1114,67%,32%,1%,,,-9.9,-3.7,64,25,47,5,90,15,275,16,45
Aaron Gordon,PF,20,ORL,78,1863,,,19%,80%,1%,-1.4,0.4,17,19,65,16,87,3,277,21,34
,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,SG,27,NOP,45,1481,21%,64%,15%,,,-2.5,2.2,32,27,54,3,48,3,271,13,30
Marcin Gortat,C,31,WAS,75,2256,,,,,100%,0.8,2.9,39,35,86,30,95,15,245,20,50
Andrew Goudelock,PG,27,HOU,8,50,99%,1%,,,,14.4,14.6,5,1,1,0,0,1,9,0,0
Jerami Grant,PF,21,PHI,77,2066,,,14%,82%,4%,-10.1,1.3,38,27,112,30,152,20,331,24,76
Jerian Grant,PG,23,NYK,76,1265,25%,75%,1%,,,-6.5,-5.4,61,18,41,5,62,14,418,17,29
Danny Green,SG,28,SAS,79,2062,,82%,18%,,,12.7,2.5,41,15,79,5,15,10,315,1,21
Draymond Green,PF,25,GSW,81,2808,,,,80%,20%,18.5,26.3,170,48,118,19,150,17,1402,36,55
Erick Green,PG,24,TOT,9,42,99%,1%,,,,-2.0,-3.0,0,0,4,0,0,0,9,0,0
Erick Green,PG,24,DEN,3,7,92%,8%,,,,22.1,25.2,0,0,0,0,0,0,3,0,0
Erick Green,PG,24,UTA,6,35,100%,,,,,-6.8,-8.7,0,0,4,0,0,0,6,0,0
Gerald Green,SG,30,MIA,69,1557,1%,42%,57%,,,1.5,-0.9,16,6,61,9,39,3,124,11,19
JaMychal Green,PF,25,MEM,78,1446,,,1%,83%,16%,-1.3,1.7,25,27,82,18,62,2,151,17,48
Jeff Green,SF,29,TOT,80,2253,,,40%,59%,1%,-0.4,0.3,37,29,79,12,104,5,328,23,56
Jeff Green,SF,29,MEM,53,1544,,,48%,51%,,-0.6,2.9,28,18,46,10,73,3,232,16,42
Jeff Green,SF,29,LAC,27,709,,,21%,77%,2%,0.1,-5.2,9,11,33,2,31,2,96,7,14
Blake Griffin,PF,26,LAC,35,1170,,,,85%,15%,6.9,3.7,37,30,35,13,81,7,411,18,12
Jorge Gutiérrez,PG,27,CHO,12,63,100%,,,,,6.2,3.4,4,2,0,0,2,0,42,1,0
P.J. Hairston,SF,23,TOT,66,1313,,56%,40%,4%,,-6.0,-9.3,17,11,74,9,34,10,92,10,16
P.J. Hairston,SF,23,CHO,48,938,,60%,38%,2%,,-5.4,-10.8,12,5,62,5,23,8,73,7,11
P.J. Hairston,SF,23,MEM,18,375,,45%,46%,9%,,-7.4,-5.6,5,6,12,4,11,2,19,3,5
Jordan Hamilton,SF,25,NOP,11,304,,24%,66%,10%,,-10.4,-7.0,8,8,16,0,8,1,59,3,5
Tyler Hansbrough,PF,30,CHO,44,343,,,,86%,14%,-3.9,-7.4,2,3,20,3,26,3,20,1,13
Tim Hardaway Jr.,SG,23,ATL,51,864,1%,90%,9%,,,6.5,3.6,11,8,22,3,21,4,121,6,15
James Harden,SG,26,HOU,82,3125,2%,77%,21%,1%,,1.6,7.1,223,98,94,42,337,14,1458,59,95
Maurice Harkless,SF,22,POR,78,1457,,2%,70%,28%,,1.3,0.9,22,17,78,8,51,2,161,9,29
Justin Harper,PF,26,DET,5,35,,,,100%,,-50.6,-51.4,2,0,2,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,PF,22,HOU,39,379,,,6%,78%,16%,6.3,6.9,6,5,29,2,19,1,43,2,8
Devin Harris,PG,32,DAL,64,1280,15%,69%,16%,,,-2.5,-3.4,44,10,64,3,52,18,268,16,17
Gary Harris,SG,21,DEN,76,2439,9%,86%,6%,,,-4.2,-2.8,34,41,51,9,62,4,334,18,46
Joe Harris,SG,24,CLE,5,15,,69%,31%,,,-57.6,-64.3,1,0,0,0,0,0,5,0,0
Tobias Harris,PF,23,TOT,76,2513,,,49%,50%,,0.3,1.8,37,41,77,22,118,7,408,34,71
Tobias Harris,PF,23,ORL,49,1610,,,75%,25%,,-0.8,1.4,27,33,45,12,73,7,240,20,47
Tobias Harris,PF,23,DET,27,903,,,4%,96%,,2.4,2.6,10,8,32,10,45,0,168,14,24
Aaron Harrison,SG,21,CHO,21,93,,3%,97%,,,-2.5,-5.5,1,0,7,0,2,1,4,0,0
Udonis Haslem,PF,35,MIA,37,260,,,4%,83%,14%,-0.7,-2.9,1,1,16,3,4,5,31,1,1
Spencer Hawes,PF,27,CHO,57,1035,,,,73%,27%,1.8,-1.4,25,11,79,12,31,5,253,3,13
Chuck Hayes,C,32,HOU,2,24,,,,,100%,-4.1,-4.2,1,1,3,1,1,0,4,0,0
Gordon Hayward,SF,25,UTA,80,2893,,12%,86%,3%,,1.5,-1.4,85,67,69,33,183,16,704,40,57
Gerald Henderson,SG,28,POR,72,1431,,17%,81%,3%,,1.1,0.5,30,17,33,10,64,14,181,8,18
John Henson,C,25,MIL,57,960,,,,23%,77%,-6.6,-3.4,23,16,68,8,56,4,118,11,12
Mario Hezonja,SF,20,ORL,79,1413,,22%,72%,6%,,-1.0,0.9,50,24,61,12,19,3,237,6,15
Roy Hibbert,C,29,LAL,81,1878,,,,,100%,-18.2,-15.1,30,14,174,23,57,5,216,10,30
J.J. Hickson,C,27,TOT,35,436,,,,4%,96%,-7.2,-5.2,10,5,18,6,51,0,54,7,15
J.J. Hickson,C,27,DEN,20,305,,,,2%,98%,-6.7,-3.9,8,2,14,6,31,0,35,3,10
J.J. Hickson,C,27,WAS,15,131,,,,9%,92%,-8.3,-8.2,2,3,4,0,20,0,19,4,5
Nenê,PF,33,WAS,57,1094,,,,11%,89%,2.1,3.5,32,23,71,16,87,8,214,16,22
George Hill,PG,29,IND,74,2524,98%,2%,,,,2.1,0.5,50,26,58,12,56,17,596,12,32
Jordan Hill,C,28,IND,73,1513,,,,26%,74%,1.6,-0.5,33,30,96,16,54,1,204,11,31
