PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
D.J. Augustin,PG,26,TOR,10,82,100%,,,,,-7.9,-11.8,2,4,4,1,1,1,25,0,3
D.J. Augustin,PG,26,CHI,61,1857,100%,,,,,1.8,-0.6,68,25,54,12,64,22,674,12,48
Gustavo Ayón,C,28,ATL,26,429,,,,2%,98%,-2.2,-2.2,9,6,21,10,9,3,65,0,14
Jeff Ayres,PF,26,SAS,73,952,,,4%,48%,48%,7.0,-1.6,24,12,79,20,29,6,141,4,16
Chris Babb,SG,23,BOS,14,132,,62%,38%,,,-5.9,-0.8,2,0,7,0,0,0,6,0,0
Luke Babbitt,PF,24,NOP,27,473,,,7%,92%,1%,6.5,10.3,6,6,21,3,6,2,68,0,8
Leandro Barbosa,PG,31,PHO,20,368,47%,53%,,,,6.3,4.2,5,6,9,3,19,1,80,5,10
J.J. Barea,PG,29,MIN,79,1471,100%,,,,,-3.4,-9.3,78,27,40,12,39,18,674,9,43
Andrea Bargnani,C,28,NYK,42,1257,,,,,100%,-6.6,-8.1,18,17,40,14,49,11,105,10,19
Harrison Barnes,SF,21,GSW,78,2204,,,44%,52%,4%,-1.2,-14.0,21,29,74,17,86,16,275,11,40
Matt Barnes,SF,33,LAC,63,1735,,1%,82%,17%,,9.4,4.3,53,17,104,4,38,3,281,5,27
Will Barton,SG,23,POR,41,387,,68%,31%,,,-2.6,-7.2,8,5,15,0,13,3,77,2,7
Brandon Bass,PF,28,BOS,82,2266,,,,97%,2%,-8.1,-7.0,28,36,103,22,110,6,201,20,48
Shane Battier,SF,35,MIA,73,1468,,3%,88%,9%,,7.6,3.6,15,4,86,1,7,5,156,1,6
Nicolas Batum,SF,25,POR,82,2956,,,79%,21%,,5.2,5.4,138,30,60,16,77,15,946,15,18
Jerryd Bayless,PG,25,TOT,72,1686,48%,52%,,,,-3.9,-2.1,52,14,75,7,39,9,444,10,21
Jerryd Bayless,PG,25,MEM,31,650,61%,39%,,,,2.1,0.0,14,4,32,1,19,3,152,5,8
Jerryd Bayless,PG,25,BOS,41,1036,39%,61%,,,,-7.6,-3.4,38,10,43,6,20,6,292,5,13
Aron Baynes,C,27,SAS,53,491,,,,10%,90%,3.8,-5.0,12,8,38,8,11,2,77,3,17
,,,,,,,,,,,,,,,,,,,,,
Kent Bazemore,SG,24,TOT,67,911,21%,76%,4%,,,-12.5,-10.5,40,24,56,3,50,10,209,4,13
Kent Bazemore,SG,24,GSW,44,268,17%,72%,11%,,,-22.4,-29.4,9,10,21,1,16,2,47,0,3
Kent Bazemore,SG,24,LAL,23,643,23%,77%,,,,-8.3,-2.7,31,14,35,2,34,8,162,4,10
Bradley Beal,SG,20,WAS,73,2530,9%,90%,1%,,,2.3,2.8,64,42,97,5,74,19,543,15,40
Michael Beasley,SF,25,MIA,55,831,,3%,66%,31%,,-2.1,-9.4,20,15,57,10,40,1,97,11,18
Marco Belinelli,SF,27,SAS,80,2016,,27%,67%,6%,,7.4,-1.7,55,23,56,9,49,16,419,19,31
Anthony Bennett,PF,20,CLE,52,663,,,13%,86%,,-6.3,-3.4,10,10,37,16,33,2,37,3,15
Patrick Beverley,PG,25,HOU,56,1751,93%,7%,,,,8.7,6.8,33,14,64,10,33,19,356,5,31
Andris Biedriņš,C,27,UTA,6,45,,,,,100%,-3.4,4.6,1,0,1,1,0,1,0,0,0
Chauncey Billups,SG,37,DET,19,309,25%,75%,,,,-8.4,-4.7,12,8,10,3,3,0,94,0,2
Bismack Biyombo,C,21,CHA,77,1072,,,,39%,61%,-2.2,-2.8,4,15,58,11,38,3,18,9,21
DeJuan Blair,PF,24,DAL,78,1214,,,,65%,35%,1.0,-2.0,28,25,93,13,64,3,168,17,46
Steve Blake,PG,33,TOT,55,1498,83%,17%,,,,-5.3,-4.3,76,17,28,1,9,10,704,3,7
Steve Blake,PG,33,LAL,27,891,91%,9%,,,,-6.1,0.0,58,11,15,0,7,7,468,2,6
Steve Blake,PG,33,GSW,28,607,71%,29%,,,,-4.0,-10.6,18,6,13,1,2,3,236,1,1
Andray Blatche,PF,27,BRK,73,1618,,,,33%,67%,0.7,2.3,27,36,84,13,106,6,279,25,43
Eric Bledsoe,PG,24,PHO,43,1416,96%,4%,,,,4.3,2.8,81,44,47,8,93,7,564,21,28
Vander Blue,SG,21,BOS,3,15,27%,73%,,,,13.6,18.7,0,1,1,0,2,0,2,1,0
Keith Bogans,SG,33,BOS,6,55,2%,66%,32%,,,-4.7,0.4,0,0,0,1,0,1,7,0,1
Andrew Bogut,C,29,GSW,67,1769,,,,,100%,9.2,7.7,42,15,109,29,26,18,263,6,14
Matt Bonner,PF,33,SAS,61,690,,,,65%,35%,6.3,-2.2,7,1,25,4,6,2,77,0,3
Trevor Booker,PF,26,WAS,72,1553,,,,98%,2%,-1.2,-4.0,22,18,65,9,40,3,157,10,19
Carlos Boozer,PF,32,CHI,76,2141,,,,73%,27%,-1.6,-8.1,51,47,101,35,96,3,272,17,89
Chris Bosh*,C,29,MIA,79,2531,,,,6%,94%,9.0,10.2,52,44,80,14,130,8,206,24,32
,,,,,,,,,,,,,,,,,,,,,
Avery Bradley,SG,23,BOS,60,1855,12%,85%,2%,,,-3.3,3.3,48,31,57,4,52,12,188,12,43
Elton Brand,C,34,ATL,73,1414,,,,2%,98%,-1.0,-1.1,19,22,113,9,44,8,178,10,14
Corey Brewer,SF,27,MIN,81,2609,,12%,87%,1%,,5.7,9.7,41,39,89,11,109,20,307,31,43
Ronnie Brewer,SF,28,TOT,24,160,,19%,78%,3%,,-11.3,-16.7,2,0,2,0,1,1,26,0,0
Ronnie Brewer,SF,28,HOU,23,158,,19%,78%,3%,,-10.6,-16.0,2,0,2,0,1,1,26,0,0
Ronnie Brewer,SF,28,CHI,1,2,,,100%,,,-70.0,-72.1,0,0,0,0,0,0,0,0,0
Aaron Brooks,PG,29,TOT,72,1557,100%,,,,,-2.6,-4.5,69,35,60,5,33,12,546,2,37
Aaron Brooks,PG,29,HOU,43,716,100%,,,,,-1.1,-7.3,30,11,32,4,16,6,205,0,15
Aaron Brooks,PG,29,DEN,29,841,100%,,,,,-3.9,-2.2,39,24,28,1,17,6,341,2,22
MarShon Brooks,SG,25,TOT,35,316,,46%,54%,,,3.8,9.6,6,9,6,1,18,4,55,4,7
MarShon Brooks,SG,25,BOS,10,73,,71%,29%,,,6.7,12.0,3,3,1,0,3,0,8,0,1
MarShon Brooks,SG,25,GSW,7,15,,13%,88%,,,8.6,3.7,0,0,0,0,0,0,0,0,0
MarShon Brooks,SG,25,LAL,18,228,,40%,60%,,,2.6,9.2,3,6,5,1,15,4,47,4,6
Lorenzo Brown,PG,23,PHI,26,224,99%,1%,,,,-1.3,10.0,6,3,8,3,6,2,96,1,10
Shannon Brown,SG,28,TOT,29,251,,95%,5%,,,-11.9,-15.1,5,6,16,1,6,1,20,1,2
Shannon Brown,SG,28,SAS,10,103,,87%,13%,,,-14.5,-23.3,3,1,8,0,3,0,11,1,2
Shannon Brown,SG,28,NYK,19,148,,100%,,,,-10.0,-9.4,2,5,8,1,3,1,9,0,0
Kobe Bryant*,SG,35,LAL,6,177,27%,55%,18%,,,-9.6,-3.7,30,3,5,1,8,0,83,0,5
Chase Budinger,SF,25,MIN,41,751,,50%,50%,,,-0.7,-3.9,12,6,28,1,19,3,70,3,9
Reggie Bullock,SF,22,LAC,43,395,,30%,67%,3%,,-1.3,-9.3,6,3,15,1,4,1,27,1,2
Trey Burke,PG,21,UTA,70,2262,100%,,,,,-6.1,4.5,85,32,70,7,34,10,892,8,29
Alec Burks,SG,22,UTA,78,2193,6%,89%,5%,,,-7.3,1.4,63,48,91,18,158,20,481,37,67
Caron Butler,SF,33,TOT,56,1419,,11%,70%,20%,,-6.2,-4.8,27,13,55,11,26,4,192,3,13
Caron Butler,SF,33,MIL,34,821,,4%,67%,29%,,-12.4,-4.3,22,11,25,10,20,2,130,3,10
Caron Butler,SF,33,OKC,22,598,,20%,74%,6%,,2.2,-5.5,5,2,30,1,6,2,62,0,3
Jimmy Butler,SG,24,CHI,67,2591,,71%,29%,,,4.4,6.5,48,25,52,13,151,17,394,22,49
Rasual Butler,SG,34,IND,50,378,5%,69%,24%,2%,,-4.7,-10.4,8,2,21,0,7,0,39,0,1
Dwight Buycks,PG,24,TOR,14,146,83%,17%,,,,1.5,-2.2,4,3,4,0,6,0,25,3,4
Andrew Bynum,C,26,TOT,26,516,,,,,100%,-13.3,-11.7,10,4,18,8,27,0,64,7,12
Andrew Bynum,C,26,CLE,24,480,,,,,100%,-13.4,-11.3,9,3,17,7,23,0,60,6,11
Andrew Bynum,C,26,IND,2,36,,,,,100%,-12.7,-17.6,1,1,1,1,4,0,4,1,1
Will Bynum,PG,31,DET,56,1054,80%,20%,,,,-5.4,-1.9,56,34,43,7,50,4,479,15,30
Nick Calathes,SG,24,MEM,71,1173,17%,75%,8%,,,2.3,0.3,61,22,40,11,33,7,468,12,25
,,,,,,,,,,,,,,,,,,,,,
José Calderón,PG,32,DAL,81,2468,95%,5%,,,,-0.9,-8.8,68,26,79,5,15,9,851,2,16
Kentavious Caldwell-Pope,SG,20,DET,80,1583,6%,91%,3%,,,-1.5,4.3,12,8,84,5,28,7,126,8,18
Isaiah Canaan,PG,22,HOU,22,252,99%,1%,,,,-7.0,-12.7,11,6,12,2,11,3,56,1,6
DeMarre Carroll,SF,27,ATL,73,2341,,7%,89%,4%,,3.8,10.0,30,24,66,16,66,17,323,17,35
Vince Carter,SG,37,DAL,81,1973,,30%,70%,,,2.7,0.5,66,16,136,19,72,9,476,14,24
Michael Carter-Williams,PG,22,PHI,70,2414,97%,3%,,,,-9.3,3.6,144,65,83,18,148,23,1017,37,110
Omri Casspi,PF,25,HOU,71,1283,,,20%,79%,2%,5.1,0.5,29,21,58,8,41,3,210,6,22
Mario Chalmers,PG,27,MIA,73,2178,80%,20%,,,,6.9,3.5,82,48,70,17,72,24,791,15,38
Tyson Chandler,C,31,NYK,55,1662,,,,17%,83%,0.7,3.0,18,18,75,19,72,1,140,19,19
Wilson Chandler,SF,26,DEN,62,1927,,6%,83%,11%,,-4.8,-5.1,31,16,99,17,67,2,266,14,32
Josh Childress,SF,30,NOP,4,24,,,73%,27%,,29.9,32.7,0,1,0,0,0,0,4,0,0
Dionte Christmas,SF,27,PHO,31,198,,33%,59%,8%,,-4.5,-7.4,2,2,9,0,10,1,19,0,4
Earl Clark,PF,26,TOT,54,768,,,43%,55%,3%,-8.3,-6.3,13,8,45,2,17,2,38,2,15
Earl Clark,PF,26,CLE,45,698,,,46%,52%,2%,-10.1,-8.1,12,8,41,2,12,1,33,2,15
Earl Clark,PF,26,NYK,9,70,,,7%,81%,12%,9.8,11.1,1,0,4,0,5,1,5,0,0
Ian Clark,SG,22,UTA,23,172,9%,76%,15%,,,4.3,12.8,8,1,17,1,1,0,32,0,5
Victor Claver,SF,25,POR,21,184,,,4%,82%,14%,7.1,3.4,7,2,7,1,3,1,27,1,2
Norris Cole,PG,25,MIA,82,2014,100%,,,,,3.5,-3.7,80,25,65,9,28,5,553,7,36
Jason Collins,C,35,BRK,22,172,,,,,100%,-7.3,-6.9,1,1,19,4,2,0,9,1,2
Darren Collison,PG,26,LAC,80,2069,69%,31%,,,,5.3,-3.6,73,31,65,9,99,14,697,22,39
Nick Collison,PF,33,OKC,81,1353,,,10%,49%,41%,11.9,7.7,32,20,89,14,37,10,240,7,25
Mike Conley,PG,26,MEM,73,2446,100%,,,,,2.6,1.4,86,51,72,8,110,27,958,21,50
,,,,,,,,,,,,,,,,,,,,,
Chris Copeland,SF,29,IND,41,265,,,24%,74%,2%,-3.4,-8.6,7,4,29,0,8,0,43,2,6
DeMarcus Cousins,C,23,SAC,71,2298,,,,1%,100%,-1.5,3.9,83,76,113,55,257,13,476,79,108
Robert Covington,SF,23,HOU,7,34,,11%,89%,,,27.6,23.0,0,0,2,0,0,0,0,0,0
Allen Crabbe,SG,21,POR,15,100,,2%,92%,6%,,-0.1,-4.1,1,2,6,0,2,0,15,1,2
Jamal Crawford,SG,33,LAC,69,2094,,78%,22%,,,5.6,-3.1,68,41,48,7,123,7,496,26,17
Jordan Crawford,SG-PG,25,TOT,81,1859,71%,27%,2%,,,-5.2,-4.2,59,40,59,20,59,5,648,14,21
Jordan Crawford,PG,25,BOS,39,1198,98%,2%,,,,-4.2,1.3,40,28,37,9,40,4,515,9,12
Jordan Crawford,SG,25,GSW,42,661,22%,72%,6%,,,-6.9,-14.3,19,12,22,11,19,1,133,5,9
Jae Crowder,SF,23,DAL,78,1254,,1%,88%,11%,,12.3,14.5,18,11,51,7,30,7,140,7,13
Dante Cunningham,PF,26,MIN,81,1635,,,4%,89%,7%,-0.5,-5.1,16,14,91,9,32,7,201,9,15
Jared Cunningham,SG,22,TOT,13,80,13%,81%,6%,,,4.4,6.9,1,0,5,1,6,3,19,0,3
Jared Cunningham,SG,22,ATL,5,22,,100%,,,,-4.7,-4.4,1,0,1,1,1,1,8,0,0
Jared Cunningham,SG,22,SAC,8,58,18%,73%,9%,,,7.9,11.2,0,0,4,0,5,2,11,0,3
Seth Curry,PG,23,TOT,2,13,100%,,,,,2.1,3.9,0,0,0,0,0,1,0,0,0
Seth Curry,PG,23,MEM,1,4,100%,,,,,66.1,64.1,0,0,0,0,0,0,0,0,0
Seth Curry,PG,23,CLE,1,9,100%,,,,,-26.3,-22.9,0,0,0,0,0,1,0,0,0
Stephen Curry,PG,25,GSW,78,2846,100%,,,,,9.2,15.1,193,59,98,15,109,29,1485,33,34
Samuel Dalembert,C,32,DAL,80,1614,,,,,100%,0.6,-3.0,19,29,108,23,64,7,91,9,36
Troy Daniels,SG,22,HOU,5,75,,86%,14%,,,20.6,16.1,3,0,3,0,0,1,13,0,1
Gigi Datome,SF,26,DET,34,238,,18%,82%,,,8.0,12.8,5,2,9,1,2,2,26,0,0
Brandon Davies,PF,22,PHI,51,575,,,,39%,62%,-2.8,9.3,14,8,52,10,26,4,64,5,11
Anthony Davis,PF,20,NOP,67,2358,,,,71%,29%,-1.8,1.9,31,27,113,30,210,16,238,44,68
Ed Davis,PF,24,MEM,63,956,,,1%,95%,5%,4.1,2.7,8,15,60,11,47,1,59,11,25
Glen Davis,PF,28,TOT,68,1662,,,,39%,61%,-5.5,-2.1,22,21,63,28,69,5,173,15,50
Glen Davis,PF,28,ORL,45,1354,,,,46%,54%,-5.3,0.8,19,19,45,16,57,5,157,14,41
Glen Davis,PF,28,LAC,23,308,,,,9%,91%,-6.5,-14.7,3,2,18,12,12,0,16,1,9
Austin Daye,SF,25,TOT,22,148,,5%,34%,61%,,1.8,-5.4,4,0,13,0,4,0,17,1,1
Austin Daye,SF,25,TOR,8,33,,,20%,80%,,-23.3,-27.2,0,0,2,0,2,0,5,1,0
Austin Daye,SF,25,SAS,14,115,,7%,38%,55%,,9.0,0.8,4,0,11,0,2,0,12,0,1
Nando De Colo,SF,26,TOT,47,494,,23%,75%,2%,,-0.2,-7.1,20,10,23,2,12,6,152,3,7
Nando De Colo,SF,26,SAS,26,301,,33%,65%,3%,,-0.2,-9.0,13,4,10,2,8,4,73,2,5
Nando De Colo,SF,26,TOR,21,193,,9%,91%,,,-0.4,-4.2,7,6,13,0,4,2,79,1,2
,,,,,,,,,,,,,,,,,,,,,
Dewayne Dedmon,C,24,TOT,31,390,,,,4%,96%,-9.5,-2.1,5,6,40,3,16,4,12,4,4
Dewayne Dedmon,C,24,GSW,4,6,,,,38%,63%,-46.2,-51.2,0,0,1,0,1,0,0,0,0
Dewayne Dedmon,C,24,PHI,11,150,,,,10%,90%,-9.7,1.1,3,3,16,1,6,1,7,1,1
Dewayne Dedmon,C,24,ORL,16,234,,,,,100%,-8.5,-2.9,2,3,23,2,9,3,5,3,3
Matthew Dellavedova,SG,23,CLE,72,1271,28%,65%,7%,,,4.3,11.5,41,11,44,1,4,8,420,1,6
Luol Deng,SF,28,TOT,63,2213,,,95%,5%,,0.1,2.0,51,34,53,10,118,12,410,27,62
Luol Deng,SF,28,CHI,23,860,,,97%,3%,,3.0,1.1,28,11,25,8,51,5,186,13,15
Luol Deng,SF,28,CLE,40,1353,,,94%,6%,,-1.8,2.6,23,23,28,2,67,7,224,14,47
DeMar DeRozan,SG,24,TOR,79,3017,1%,42%,57%,,,3.6,-0.4,52,84,89,19,278,8,786,53,57
Boris Diaw,PF,31,SAS,79,1974,,,3%,94%,3%,8.6,0.8,53,31,68,15,37,13,509,14,23
Gorgui Dieng,C,24,MIN,60,818,,,,,100%,-3.0,-7.0,9,14,66,10,39,4,89,7,21
Toney Douglas,PG,27,TOT,51,675,51%,49%,,,,0.5,-5.0,26,1,33,2,14,3,159,2,13
Toney Douglas,PG,27,GSW,24,265,96%,4%,,,,-13.4,-19.7,12,1,13,1,4,0,42,1,3
Toney Douglas,PG,27,MIA,27,410,23%,78%,,,,9.5,4.6,14,0,20,1,10,3,117,1,10
Chris Douglas-Roberts,SF,27,CHA,49,1016,,32%,68%,,,0.4,0.8,10,12,17,5,40,4,118,11,11
Goran Dragić,SG,27,PHO,76,2668,52%,47%,1%,,,5.5,9.3,101,63,76,24,147,20,1093,34,60
Andre Drummond,C,20,DET,81,2619,,,,,100%,-4.2,-0.7,22,31,130,24,144,13,79,26,44
Jared Dudley,SF,28,LAC,74,1729,,,90%,10%,,5.9,-2.1,31,9,65,10,22,6,245,4,18
Tim Duncan*,C,37,SAS,74,2158,,,,,100%,6.7,-3.2,76,50,78,15,162,4,485,33,66
Mike Dunleavy,SF,33,CHI,82,2584,,14%,85%,1%,,3.2,3.2,70,19,79,12,55,14,403,6,21
Kevin Durant,SF,25,OKC,81,3122,,4%,70%,26%,,8.0,6.0,123,115,94,22,311,8,1004,68,42
Shane Edwards,SF,26,CLE,2,12,,,88%,12%,,-36.4,-33.0,0,0,0,0,0,0,0,0,1
Wayne Ellington,SG,26,DAL,45,393,,65%,35%,,,-2.0,-4.9,5,5,21,0,5,4,45,2,5
Monta Ellis,SG,28,DAL,82,3023,4%,95%,1%,,,0.4,-8.5,130,82,99,21,184,30,1105,38,44
Melvin Ely,C,35,NOP,2,27,,,,37%,63%,-22.3,-19.9,0,0,4,0,0,0,0,0,0
Jeremy Evans,SF,26,UTA,66,1209,,,4%,96%,,-6.6,2.0,19,8,66,9,33,9,100,11,23
Reggie Evans,PF,33,TOT,54,899,,,,74%,26%,-6.8,-5.3,12,11,45,17,46,3,50,4,28
Reggie Evans,PF,33,BRK,30,399,,,,65%,35%,-11.0,-11.5,5,5,17,9,28,3,11,3,15
Reggie Evans,PF,33,SAC,24,500,,,,81%,19%,-3.4,-0.3,7,6,28,8,18,0,39,1,13
,,,,,,,,,,,,,,,,,,,,,
Tyreke Evans,SF,24,NOP,72,2028,1%,28%,69%,2%,,-4.7,-4.3,69,48,55,20,146,8,835,39,103
Kenneth Faried,PF,24,DEN,80,2178,,,23%,70%,7%,-3.1,-2.2,55,39,91,24,133,14,234,34,66
Jordan Farmar,PG,27,LAL,41,912,100%,,,,,-4.6,1.9,63,16,25,8,20,11,478,6,15
Vítor Luiz Faverani,C,25,BOS,37,488,,,,,100%,-10.0,-5.6,9,14,39,12,14,1,36,1,15
Derrick Favors,PF,22,UTA,73,2201,,,,39%,62%,-8.3,-0.7,44,34,141,23,149,2,217,46,67
Carrick Felix,SG,23,CLE,7,38,,62%,38%,,,5.0,8.6,1,2,2,0,2,2,8,0,1
Raymond Felton,PG,29,NYK,65,2017,100%,,,,,0.2,2.5,81,36,66,6,50,20,880,5,31
Landry Fields,SF,25,TOR,30,322,,8%,78%,15%,,-0.1,-4.1,5,2,13,0,12,2,47,3,6
Derek Fisher,SG,39,OKC,81,1428,41%,51%,8%,,,8.8,3.1,31,13,46,2,26,42,255,5,7
Evan Fournier,SG,21,DEN,76,1503,5%,57%,37%,1%,,0.4,4.1,40,26,76,15,48,7,256,12,28
Randy Foye,SG,30,DEN,81,2485,17%,72%,11%,,,-3.1,-2.6,94,32,92,11,64,14,648,11,43
Jamaal Franklin,SG,22,MEM,21,161,52%,48%,,,,5.9,4.0,5,1,10,1,1,1,15,0,3
Jimmer Fredette,SG,24,TOT,49,519,68%,32%,,,,-2.5,-0.3,25,17,21,0,9,3,140,2,10
Jimmer Fredette,SG,24,SAC,41,463,70%,30%,,,,-6.6,-3.9,23,15,17,0,9,3,133,2,8
Jimmer Fredette,SG,24,CHI,8,56,50%,50%,,,,31.3,29.6,2,2,4,0,0,0,7,0,2
Enes Freedom,C,21,UTA,80,2138,,,,3%,97%,-12.2,-9.2,34,42,129,40,87,5,181,20,73
Joel Freeland,C,26,POR,52,727,,,,7%,93%,1.9,-2.4,8,11,57,8,13,0,94,3,9
Channing Frye,PF,30,PHO,82,2312,,,,59%,41%,5.7,7.7,34,14,120,29,29,13,240,7,15
Francisco García,SF,32,HOU,55,1083,,34%,65%,1%,,2.1,-3.7,15,9,69,1,6,3,149,0,13
Kevin Garnett*,C,37,BRK,54,1109,,,,30%,70%,-1.6,-1.2,31,11,47,18,22,4,191,3,9
Diante Garrett,PG,25,UTA,71,1048,82%,18%,,,,-5.7,3.1,52,11,38,2,3,5,277,0,13
Marc Gasol,C,29,MEM,59,1970,,,,7%,93%,0.7,-2.8,41,36,75,23,102,9,480,29,27
,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,C,33,LAL,60,1884,,,,18%,83%,-8.7,-5.0,68,63,72,5,113,5,485,30,57
Rudy Gay,SF,27,TOT,73,2531,,,63%,34%,3%,-1.8,0.3,87,96,73,24,166,6,469,31,79
Rudy Gay,SF,27,TOR,18,639,,1%,74%,24%,1%,-1.1,-5.6,18,28,15,9,40,3,97,7,24
Rudy Gay,SF,27,SAC,55,1892,,,59%,37%,4%,-2.0,2.3,69,68,58,15,126,3,372,24,55
Alonzo Gee,SF,26,CLE,65,1020,,6%,92%,2%,,-9.3,-7.9,21,13,45,8,29,1,107,3,16
Paul George,SF,23,IND,80,2898,,10%,90%,,,6.4,6.3,128,52,64,31,168,26,630,37,67
Taj Gibson,PF,28,CHI,82,2351,,,1%,98%,1%,4.1,4.9,43,40,99,35,129,7,221,28,93
Manu Ginóbili*,SG,36,SAS,68,1550,2%,94%,4%,,,12.8,7.7,109,17,64,4,66,27,667,13,32
Rudy Gobert,C,21,UTA,45,434,,,,,100%,-2.6,6.0,7,11,29,6,23,5,15,5,7
Ryan Gomes,SF,31,OKC,5,34,,,93%,7%,,7.7,0.9,0,0,3,1,0,0,3,0,1
Drew Gooden,C,32,WAS,22,395,,,,25%,75%,-3.8,-5.6,4,5,35,3,14,5,33,3,9
Archie Goodwin,SG,19,PHO,52,533,4%,91%,5%,,,-8.1,-12.3,12,20,19,6,27,6,47,9,18
Ben Gordon,SG,30,CHA,19,279,,100%,,,,3.0,3.4,7,10,10,0,7,2,47,0,10
Eric Gordon,SG,25,NOP,64,2057,1%,96%,3%,,,-6.5,-8.2,51,56,60,12,99,4,442,19,64
Marcin Gortat,C,29,WAS,81,2655,,,,,100%,5.0,11.3,41,39,104,28,111,19,317,28,51
Danny Granger,SF,30,TOT,41,847,,,95%,5%,,4.7,-0.2,22,13,33,4,28,4,97,7,17
