PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Tony Snell,SG,30,NOP,15,277,,41%,53%,6%,,3.5,5.0,3,2,16,1,1,0,22,1,1
Jaden Springer,SG,19,PHI,2,6,,37%,63%,,,-59.8,-62.6,0,1,0,0,0,0,0,0,0
Cassius Stanley,SG,22,DET,9,155,5%,55%,40%,,,-4.4,3.8,3,2,9,1,5,2,10,2,2
Nik Stauskas,SG,28,TOT,8,39,,38%,62%,,,28.0,22.3,0,1,1,0,3,1,5,0,0
Nik Stauskas,SG,28,MIA,2,24,,9%,91%,,,33.7,29.3,0,0,1,0,2,1,3,0,0
Nik Stauskas,SG,28,BOS,6,15,,84%,16%,,,18.9,11.2,0,1,0,0,1,0,2,0,0
Lance Stephenson,PG-SG,31,TOT,46,814,21%,52%,25%,2%,,-7.1,-4.4,39,15,38,11,36,6,398,6,18
Lance Stephenson,SG,31,ATL,6,70,1%,36%,45%,18%,,6.5,4.7,2,1,4,1,1,0,27,0,1
Lance Stephenson,PG,31,IND,40,744,23%,53%,24%,,,-8.3,-5.3,37,14,34,10,35,6,371,6,17
Lamar Stevens,PF,24,CLE,63,1015,,5%,51%,38%,5%,-0.6,-3.6,13,19,57,8,37,3,115,13,26
Isaiah Stewart,C,20,DET,71,1816,,,,2%,98%,-9.7,-3.1,18,17,105,30,51,7,202,15,39
,,,,,,,,,,,,,,,,,,,,,
Max Strus,SF,25,MIA,68,1587,,15%,47%,37%,,5.0,0.7,31,16,71,3,21,20,223,6,16
Jalen Suggs,PG,20,ORL,48,1307,46%,54%,,,,-7.6,1.0,67,48,63,17,72,23,518,11,48
Craig Sword,SG,28,WAS,3,19,34%,66%,,,,14.5,17.8,0,1,4,0,0,0,3,0,0
Keifer Sykes,PG,28,IND,32,566,100%,,,,,-8.4,-5.0,16,10,15,1,4,6,155,1,7
Jae'Sean Tate,PF,26,HOU,78,2056,,,19%,77%,5%,-9.7,-1.4,60,41,124,25,86,29,564,26,56
Jayson Tatum,SF,23,BOS,76,2731,,1%,67%,32%,,12.1,13.8,99,71,67,33,188,11,833,41,83
Terry Taylor,PF,22,IND,33,714,,1%,50%,48%,1%,-8.7,-5.7,9,6,25,4,27,3,104,7,14
Garrett Temple,SG,35,NOP,59,1098,17%,81%,3%,,,-14.1,-17.9,21,11,38,7,17,7,175,4,13
Emanuel Terry,PF,25,PHO,3,18,,,,8%,93%,-51.4,-59.4,2,1,2,1,0,0,4,0,0
Tyrell Terry,PG,21,MEM,2,3,100%,,,,,-25.0,-30.8,0,0,0,0,0,0,0,0,0
Jon Teske,C,24,MEM,3,8,,,,,100%,-25.8,-31.7,0,0,0,0,0,0,3,0,0
Daniel Theis,C,29,TOT,47,977,,,,48%,52%,-3.2,-1.3,22,10,71,11,35,9,105,10,12
Daniel Theis,C,29,HOU,26,584,,,,61%,40%,-17.4,-9.8,17,6,34,6,17,6,52,4,7
Daniel Theis,C,29,BOS,21,393,,,,30%,70%,18.0,11.4,5,4,37,5,18,3,53,6,5
Brodric Thomas,SG,25,BOS,12,60,59%,41%,,,,2.9,-4.9,3,3,4,0,3,0,26,1,1
Cam Thomas,SG,20,BRK,67,1176,1%,54%,43%,2%,,-6.2,-10.9,23,19,42,6,46,1,177,10,27
Isaiah Thomas,PG,32,TOT,22,333,100%,,,,,-3.2,-2.7,9,3,13,1,10,1,80,1,8
Isaiah Thomas,PG,32,LAL,4,101,100%,,,,,-13.3,-10.5,3,1,6,0,5,1,15,0,1
Isaiah Thomas,PG,32,DAL,1,13,100%,,,,,-9.9,-13.5,0,0,0,0,0,0,8,0,0
Isaiah Thomas,PG,32,CHO,17,219,100%,,,,,1.9,1.5,6,2,7,1,5,0,57,1,7
Matt Thomas,SG,27,CHI,40,459,47%,49%,3%,,,2.6,3.3,4,1,8,0,6,1,48,1,5
Klay Thompson,SG,31,GSW,32,941,1%,49%,46%,4%,,3.5,-2.9,20,13,32,1,21,1,210,3,13
Tristan Thompson,PF,30,TOT,57,897,,,,30%,70%,-3.8,-0.6,4,14,45,20,48,1,82,9,29
Tristan Thompson,PF,30,SAC,30,455,,,,52%,47%,-5.7,-0.2,2,9,20,14,23,0,44,4,19
Tristan Thompson,PF,30,IND,4,66,,,,,100%,-16.0,-12.2,1,2,3,1,5,1,6,1,1
Tristan Thompson,PF,30,CHI,23,376,,,,7%,93%,0.7,1.1,1,3,22,5,20,0,32,4,9
JT Thor,PF,19,CHO,33,262,,3%,30%,53%,14%,0.4,-0.1,5,3,15,1,10,1,49,4,2
Matisse Thybulle,SG,24,PHI,66,1685,9%,41%,49%,,,4.4,3.0,25,11,69,2,18,24,182,3,8
,,,,,,,,,,,,,,,,,,,,,
Killian Tillie,C,23,MEM,36,461,,,,28%,73%,2.0,-4.2,8,2,39,1,2,3,52,0,10
Xavier Tillman Sr.,PF,23,MEM,53,701,,,24%,64%,12%,-0.3,-7.4,9,8,38,13,35,0,147,9,15
Isaiah Todd,PF,20,WAS,12,74,,,12%,63%,25%,-20.0,-17.0,3,1,4,0,2,0,9,0,3
Obi Toppin,PF,23,NYK,72,1230,,,,98%,2%,7.1,9.9,18,12,50,15,60,2,203,13,28
Juan Toscano-Anderson,SF,28,GSW,73,994,,6%,60%,33%,2%,4.7,-1.4,37,12,60,8,25,5,320,6,19
Karl-Anthony Towns,C,26,MIN,74,2476,,,,,100%,4.8,6.3,89,39,109,68,219,8,674,69,92
Gary Trent Jr.,SG,23,TOR,70,2448,13%,84%,2%,,,3.3,3.0,29,22,51,16,69,16,351,13,44
P.J. Tucker,PF,36,MIA,71,1981,,,,96%,4%,5.6,2.1,30,11,70,16,15,20,383,3,18
Rayjon Tucker,SG,24,TOT,5,71,9%,64%,26%,,,-4.5,-7.4,0,1,1,0,2,1,25,0,0
Rayjon Tucker,SG,24,DEN,3,29,23%,71%,6%,,,2.7,0.4,0,0,0,0,1,0,11,0,0
Rayjon Tucker,SG,24,MIL,2,42,,60%,40%,,,-9.4,-12.7,0,1,1,0,1,1,14,0,0
Myles Turner,C,25,IND,42,1235,,,,,100%,-0.4,5.2,18,13,70,17,52,8,107,15,15
Jonas Valančiūnas,C,29,NOP,74,2240,,,,,100%,0.6,3.9,57,41,118,54,134,6,435,31,41
Denzel Valentine,SG,28,TOT,24,222,5%,65%,31%,,,-4.9,-7.7,4,6,7,0,0,0,29,0,1
Denzel Valentine,SG,28,CLE,22,204,5%,71%,25%,,,-5.5,-8.0,4,4,7,0,0,0,29,0,1
Denzel Valentine,SG,28,UTA,2,18,,,100%,,,1.3,-4.8,0,2,0,0,0,0,0,0,0
Jarred Vanderbilt,PF,22,MIN,74,1880,,,,96%,4%,5.3,5.3,36,19,90,9,56,17,238,14,41
Fred VanVleet,PG,27,TOR,65,2462,97%,3%,,,,3.8,4.1,107,45,65,10,78,21,1022,17,51
Devin Vassell,SF,21,SAS,71,1937,1%,29%,61%,9%,,0.7,1.2,29,18,74,4,44,6,335,10,26
Gabe Vincent,PG,25,MIA,68,1589,69%,31%,,,,2.9,-2.9,68,16,73,11,20,27,519,3,19
Nikola Vučević,C,31,CHI,73,2418,,,,,100%,-1.8,-3.7,61,43,122,18,51,4,587,15,46
Dean Wade,PF,25,CLE,51,980,,,45%,49%,6%,2.5,0.5,9,6,37,1,12,3,131,5,6
Franz Wagner,SF,20,ORL,79,2429,,1%,74%,25%,,-5.0,8.4,58,36,81,7,102,15,551,20,85
Moritz Wagner,C,24,ORL,63,960,,,,31%,70%,-7.8,0.5,19,13,51,18,59,28,222,16,22
,,,,,,,,,,,,,,,,,,,,,
Ish Wainright,PF,27,PHO,45,359,,2%,30%,65%,3%,5.2,-2.8,6,1,25,6,4,2,38,2,7
Kemba Walker,PG,31,NYK,37,948,100%,,,,,-9.6,-13.1,30,14,21,0,30,25,327,6,16
Lonnie Walker IV,SG,23,SAS,70,1612,6%,61%,33%,1%,,-2.1,-3.7,33,19,50,3,69,1,363,10,27
M.J. Walker,SG,23,PHO,2,8,,65%,35%,,,-11.7,-19.5,0,0,0,0,0,0,2,0,1
Tyrone Wallace,SG,27,NOP,6,75,9%,91%,,,,-6.3,-5.3,1,0,5,0,2,0,3,1,1
Derrick Walton,PG,26,DET,3,108,100%,,,,,-2.2,6.0,7,2,4,1,2,0,50,0,1
Brad Wanamaker,PG,32,TOT,23,320,92%,8%,,,,-4.6,-0.9,15,5,17,1,12,1,133,5,12
Brad Wanamaker,PG,32,IND,22,293,92%,9%,,,,-7.7,-3.9,15,5,16,1,10,1,117,4,12
Brad Wanamaker,PG,32,WAS,1,27,100%,,,,,28.5,32.0,0,0,1,0,2,0,16,1,0
Duane Washington Jr.,PG,21,IND,48,968,66%,34%,,,,-7.8,-5.0,38,18,40,0,29,11,191,7,29
P.J. Washington,C,23,CHO,65,1768,,,,47%,53%,2.9,4.2,48,22,87,10,39,4,365,7,25
Yuta Watanabe,SF,27,TOR,38,445,1%,9%,52%,33%,4%,-4.6,-7.7,9,6,17,2,19,3,51,4,7
Lindy Waters III,SG,24,OKC,25,465,9%,42%,45%,4%,,-5.0,3.8,8,1,20,1,2,1,60,0,2
Tremont Waters,PG,24,TOT,3,50,100%,,,,,-18.1,-19.7,2,2,3,0,0,0,16,0,0
Tremont Waters,PG,24,TOR,2,42,100%,,,,,-26.7,-29.3,2,2,2,0,0,0,16,0,0
Tremont Waters,PG,24,WAS,1,8,100%,,,,,27.2,30.5,0,0,1,0,0,0,0,0,0
Trendon Watford,SF,21,POR,48,869,,,5%,42%,53%,-18.7,-12.6,20,6,59,14,47,4,200,9,20
Paul Watson,SF,27,OKC,9,156,,16%,24%,60%,,-18.3,-10.4,2,0,4,2,0,0,19,0,1
Quinndary Weatherspoon,SG,25,GSW,11,73,29%,57%,14%,,,-6.8,-12.8,2,0,6,1,4,0,12,3,0
Russell Westbrook,PG,33,LAL,78,2678,89%,11%,1%,,,-4.3,-3.6,190,67,80,22,178,14,1303,37,82
Coby White,PG,21,CHI,61,1675,99%,1%,,,,-1.0,-1.2,35,18,71,11,40,10,401,6,27
Derrick White,SG,27,TOT,75,2199,15%,80%,5%,,,4.9,3.2,67,36,93,5,109,51,850,27,29
Derrick White,SG,27,SAS,49,1486,16%,78%,6%,,,1.4,2.0,49,27,63,4,70,37,631,16,19
Derrick White,SG,27,BOS,26,713,13%,85%,1%,,,12.3,5.6,18,9,30,1,39,14,219,11,10
Hassan Whiteside,C,32,UTA,65,1162,,,,,100%,10.1,5.7,9,17,117,18,72,2,66,17,30
Joe Wieskamp,SG,22,SAS,29,205,5%,59%,35%,2%,,-1.1,-1.2,2,0,8,0,6,1,22,0,2
,,,,,,,,,,,,,,,,,,,,,
Aaron Wiggins,SG,23,OKC,50,1209,4%,43%,49%,4%,,-7.2,1.5,30,13,47,2,39,0,161,12,21
Andrew Wiggins,SF,26,GSW,73,2329,,2%,64%,32%,2%,5.9,0.5,49,34,84,15,122,11,413,31,43
Lindell Wigginton,PG,23,MIL,19,199,75%,25%,,,,-10.4,-14.3,8,2,11,1,15,4,51,2,6
Brandon Williams,PG,22,POR,24,640,100%,,,,,-21.4,-14.9,36,18,31,1,40,5,224,8,22
Grant Williams,PF,23,BOS,77,1875,,,3%,94%,3%,4.5,-6.0,28,17,91,10,41,22,196,14,18
Kenrich Williams,SF,27,OKC,49,1072,1%,24%,58%,17%,,1.3,13.1,21,18,39,4,27,21,257,3,18
Lou Williams,PG,35,ATL,56,799,84%,16%,,,,0.6,-1.6,30,12,16,0,30,2,251,4,12
Patrick Williams,PF,20,CHI,17,422,,,,89%,11%,-7.2,-7.7,9,6,15,0,18,4,36,4,7
Robert Williams,C,24,BOS,61,1804,,,,43%,57%,9.9,4.0,31,12,90,8,45,1,302,14,10
Ziaire Williams,SF,20,MEM,62,1346,,1%,96%,3%,,4.7,-1.6,21,12,58,1,25,13,156,6,17
D.J. Wilson,PF,25,TOR,4,54,,,,16%,84%,-13.9,-16.3,2,0,4,0,1,0,11,0,1
Dylan Windler,SF,25,CLE,50,459,,62%,37%,1%,,-0.1,-2.4,8,2,28,2,8,1,81,2,4
Justise Winslow,PF,25,TOT,48,774,,,5%,74%,21%,2.5,6.5,28,16,28,5,30,6,200,5,23
Justise Winslow,PF,25,LAC,37,479,,,8%,72%,20%,5.2,5.7,21,12,20,4,18,1,128,1,14
Justise Winslow,PF,25,POR,11,295,,,,77%,23%,-1.8,7.6,7,4,8,1,12,5,72,4,9
Cassius Winston,PG,23,WAS,7,39,59%,41%,,,,-13.9,-10.8,2,1,5,0,1,0,16,0,1
Christian Wood,C,26,HOU,68,2094,,,,,100%,-9.6,-1.2,51,40,94,26,130,10,376,28,48
Robert Woodard II,SF,22,SAC,12,42,,,48%,52%,,12.5,18.2,0,1,3,0,1,1,7,0,2
Delon Wright,SG,29,ATL,77,1452,34%,65%,1%,,,3.1,1.9,26,14,25,0,23,15,476,2,13
McKinley Wright IV,PG,23,MIN,5,19,77%,23%,,,,-18.4,-20.9,1,0,1,0,0,0,8,0,0
Moses Wright,PF,23,TOT,4,14,,15%,55%,23%,7%,-21.7,-25.1,0,0,0,0,2,0,5,1,0
Moses Wright,PF,23,LAC,1,1,,,,,100%,16.7,16.5,0,0,0,0,0,0,2,0,0
Moses Wright,PF,23,DAL,3,13,,16%,59%,25%,,-24.6,-28.3,0,0,0,0,2,0,3,1,0
Gabe York,SG,28,IND,2,21,,,86%,14%,,-10.7,-6.7,1,0,1,0,3,0,8,1,0
,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,PF,33,TOT,52,845,,10%,34%,15%,41%,1.8,0.6,33,16,46,3,23,12,246,9,20
Thaddeus Young,PF,33,SAS,26,370,,,2%,7%,91%,-3.6,-4.1,19,9,19,2,7,5,139,4,9
Thaddeus Young,PF,33,TOR,26,475,,18%,59%,22%,1%,6.0,4.4,14,7,27,1,16,7,107,5,11
Trae Young,PG,23,ATL,76,2652,100%,,,,,2.9,3.4,221,54,47,9,151,28,1709,32,93
Omer Yurtseven,C,23,MIA,56,706,,,,,100%,4.8,0.3,13,11,52,12,31,4,121,9,18
Cody Zeller,C,29,POR,27,355,,,,,100%,-2.8,6.8,5,3,19,8,17,4,56,1,14
Ivica Zubac,C,24,LAC,76,1852,,,,,100%,-3.5,-6.8,36,39,126,23,98,6,288,15,43
