SEASON,PLAYER_ID,TEAM,OffPoss,Points,FG2M,FG2A,FG3M,FG3A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks
2018-19,2617,MIA,162,25,11,21,0,12,3,12,10,0,0,6
2018-19,2730,WAS,483,115,43,69,0,0,29,64,22,0,0,10
2018-19,2733,GSW,1975,258,109,208,0,2,40,118,100,0,0,10
2018-19,2734,DAL,2166,428,70,147,62,200,102,80,60,162,24,0
2018-19,2736,MIN,809,157,45,74,14,44,25,58,32,39,3,8
2018-19,2738,GSW,3305,389,103,158,48,144,39,156,50,138,6,12
2018-19,2747,CLE,458,74,15,40,12,39,8,14,16,33,3,0
2018-19,2772,PHX,1818,258,36,88,50,139,36,34,38,141,9,8
2018-19,2772,WAS,3079,605,113,214,95,295,94,150,76,258,27,12
2018-19,101106,GSW,280,39,18,36,0,0,3,22,14,0,0,6
2018-19,101107,CHA,4345,756,135,270,140,382,66,206,64,417,3,26
2018-19,101108,HOU,3788,906,175,365,127,355,175,20,330,96,285,8
2018-19,101109,OKC,787,142,35,74,20,61,12,6,64,54,6,0
2018-19,101112,CLE,686,129,11,38,32,79,11,16,6,93,3,0
2018-19,101123,HOU,3014,675,75,137,156,441,57,102,48,426,42,12
2018-19,101133,WAS,1017,139,44,88,3,16,42,54,34,9,0,24
2018-19,101139,MEM,629,121,18,39,24,66,13,28,8,72,0,0
2018-19,101139,TOR,1185,218,27,69,43,137,35,32,22,123,6,4
2018-19,101141,MIL,2606,453,109,221,58,160,61,152,66,174,0,46
2018-19,101150,LAC,4308,1498,379,847,105,291,425,170,588,183,132,8
2018-19,101161,PHI,1120,201,67,117,12,40,31,92,42,36,0,28
2018-19,101162,LAC,1531,233,99,186,0,0,35,162,36,0,0,22
2018-19,101181,DET,1289,113,31,63,14,57,9,16,46,42,0,0
2018-19,200746,SAS,5416,1727,674,1277,10,42,349,792,556,27,3,142
2018-19,200752,SAS,3737,946,302,562,74,184,120,238,366,198,24,42
2018-19,200755,PHI,5075,1372,212,422,240,605,228,352,72,684,36,2
2018-19,200757,UTA,1252,190,37,71,34,78,14,60,14,99,3,4
2018-19,200765,LAL,2922,424,124,290,51,142,23,42,206,72,81,8
2018-19,200768,TOR,4614,926,147,286,157,453,161,88,206,351,120,4
2018-19,200782,HOU,5636,601,61,136,146,387,41,86,36,438,0,24
2018-19,200794,DEN,3839,883,264,506,58,159,181,298,230,174,0,52
2018-19,200826,DAL,1565,415,123,257,38,128,55,40,206,51,63,6
2018-19,201142,GSW,5714,2027,584,995,137,388,448,550,618,234,177,10
2018-19,201143,BOS,4054,925,314,520,73,203,78,472,156,219,0,38
2018-19,201144,MEM,4672,1478,335,694,155,426,343,204,466,276,189,6
2018-19,201145,WAS,4389,946,215,367,111,320,183,264,166,324,9,38
2018-19,201147,PHI,296,53,16,35,4,14,9,26,6,12,0,0
2018-19,201147,SAC,737,98,23,44,10,30,22,30,16,30,0,6
2018-19,201149,MEM,1392,298,110,212,0,1,78,162,58,0,0,26
2018-19,201152,IND,4968,1024,392,695,51,146,87,434,350,144,9,136
2018-19,201156,DEN,76,9,0,1,3,8,0,0,0,9,0,0
2018-19,201158,SAS,3757,829,138,295,147,395,112,214,62,372,69,0
2018-19,201160,MIL,92,13,1,4,3,9,2,2,0,9,0,0
2018-19,201160,NOP,43,8,0,2,2,7,2,0,0,6,0,0
2018-19,201160,WAS,278,44,11,27,4,10,10,20,2,12,0,0
2018-19,201162,BKN,2486,287,48,88,53,151,32,84,12,159,0,6
2018-19,201163,LAC,490,64,10,26,13,40,5,6,14,33,6,0
2018-19,201163,PHI,1977,241,45,88,46,118,13,62,28,135,3,4
2018-19,201188,MEM,3501,834,227,462,76,221,152,320,134,228,0,16
2018-19,201188,TOR,1339,237,64,135,23,52,40,96,32,66,3,4
2018-19,201229,MIN,2242,326,18,44,81,215,47,22,14,243,0,4
2018-19,201281,LAL,33,0,0,3,0,3,0,0,0,0,0,0
2018-19,201563,LAL,571,181,72,136,3,17,28,68,76,9,0,8
2018-19,201565,MIN,2939,917,309,607,54,146,137,154,464,111,51,10
2018-19,201566,OKC,5669,1675,511,1062,119,411,296,174,848,219,138,42
2018-19,201567,CLE,1219,374,56,136,53,147,103,58,54,144,15,14
2018-19,201568,LAC,4288,1346,248,512,161,372,367,230,266,408,75,26
2018-19,201569,HOU,4396,1103,168,338,216,600,119,146,190,567,81,4
2018-19,201571,ORL,4609,948,187,366,131,311,181,68,306,252,141,8
2018-19,201572,MIL,4970,1009,168,274,187,512,112,218,118,534,27,10
2018-19,201573,MIN,1327,209,53,132,29,98,16,34,72,63,24,0
2018-19,201577,CHI,3284,704,297,504,7,31,89,338,256,21,0,78
2018-19,201580,LAL,3567,897,399,629,1,12,96,622,176,3,0,120
2018-19,201583,MIA,89,7,0,3,2,6,1,0,0,6,0,0
2018-19,201583,PHX,556,56,12,26,7,34,11,12,12,21,0,4
2018-19,201584,DAL,557,80,21,43,11,39,5,24,18,27,6,0
2018-19,201584,NYK,331,56,16,31,5,16,9,24,8,12,3,0
2018-19,201585,SAC,1057,156,73,153,0,0,10,108,38,0,0,28
2018-19,201586,TOR,4124,1112,415,708,49,169,135,654,176,144,3,114
2018-19,201587,CHA,4798,699,137,264,116,298,77,148,126,288,60,24
2018-19,201588,CLE,673,140,42,79,13,28,17,30,54,27,12,0
2018-19,201588,MIL,2008,318,80,144,35,125,53,72,88,87,18,14
2018-19,201599,DAL,3202,551,208,323,0,0,135,308,108,0,0,80
2018-19,201599,NYK,997,207,78,123,0,0,51,100,56,0,0,38
2018-19,201601,LAC,134,20,6,12,2,6,2,8,4,6,0,0
2018-19,201609,MIA,2074,494,122,269,57,164,79,72,172,132,39,4
2018-19,201933,DET,5317,1841,430,819,189,522,414,292,568,318,249,46
2018-19,201935,HOU,5778,2818,465,881,378,1028,754,98,832,183,951,6
2018-19,201936,IND,2839,706,180,444,77,216,115,108,252,159,72,8
2018-19,201937,UTA,3938,864,216,476,79,254,195,168,264,207,30,4
2018-19,201939,GSW,4997,1881,278,530,354,810,263,258,298,732,330,8
2018-19,201942,SAS,5418,1635,624,1268,7,45,366,344,904,21,0,18
2018-19,201949,MIA,2350,428,114,230,50,149,50,118,110,129,21,8
2018-19,201950,NOP,5128,1420,429,796,118,363,208,262,596,210,144,24
2018-19,201952,MIN,2640,510,141,311,35,105,123,30,252,66,39,2
2018-19,201954,IND,4356,853,229,465,79,194,158,146,312,174,63,8
2018-19,201956,MEM,1063,226,71,118,15,43,39,108,34,45,0,8
2018-19,201959,MIN,3494,753,293,503,11,34,134,392,194,33,0,116
2018-19,201960,BKN,3546,744,121,265,106,310,184,150,92,306,12,30
2018-19,201961,DET,1531,336,34,56,81,217,25,52,16,210,33,2
2018-19,201961,MIA,1082,209,12,29,57,155,14,18,6,165,6,0
2018-19,201967,SAS,1902,194,45,93,30,65,14,52,38,87,3,28
2018-19,201973,GSW,2531,459,94,167,69,188,64,144,44,207,0,28
2018-19,201975,TOR,219,51,13,21,8,18,1,24,2,24,0,0
2018-19,201976,LAC,4464,596,82,195,112,282,96,58,106,294,42,6
2018-19,201980,TOR,4582,821,95,195,198,435,37,118,72,543,51,18
2018-19,201988,SAS,3969,811,123,259,159,404,88,100,146,360,117,4
2018-19,202066,LAC,1107,123,26,52,16,54,23,34,18,48,0,0
2018-19,202066,MEM,3015,463,92,177,74,210,57,116,68,204,18,4
2018-19,202083,DAL,2714,575,94,206,100,263,87,94,94,276,24,0
2018-19,202083,IND,1466,251,33,80,48,130,41,50,16,132,12,4
2018-19,202083,NYK,104,14,2,9,2,10,4,0,4,6,0,0
2018-19,202322,WAS,2364,663,194,383,51,169,122,44,344,120,33,2
2018-19,202323,POR,3282,494,193,391,11,52,75,118,268,33,0,18
2018-19,202324,UTA,3630,897,346,541,17,78,154,522,170,51,0,144
2018-19,202325,NOP,802,95,16,38,19,50,6,20,12,51,6,2
2018-19,202325,WAS,330,33,4,14,6,26,7,6,2,18,0,0
2018-19,202326,GSW,1610,488,152,276,26,95,106,172,132,78,0,30
2018-19,202327,UTA,678,119,50,72,0,0,19,72,28,0,0,22
2018-19,202328,BOS,9,6,3,5,0,0,0,0,6,0,0,4
2018-19,202328,PHI,108,41,14,22,1,1,10,18,10,3,0,4
2018-19,202328,TOR,896,183,74,157,0,4,35,78,70,0,0,46
2018-19,202329,POR,4745,760,161,313,96,280,150,166,156,288,0,48
2018-19,202330,BOS,3887,825,219,404,77,231,156,266,172,201,30,20
2018-19,202331,OKC,6061,2159,415,857,292,757,453,258,572,588,288,32
2018-19,202334,BKN,2949,472,186,300,0,2,100,224,148,0,0,134
2018-19,202335,OKC,1826,229,36,82,46,137,19,52,20,138,0,12
2018-19,202339,MIL,4854,1241,346,594,124,377,177,228,464,219,153,22
2018-19,202340,LAC,3022,400,103,248,58,172,20,130,76,165,9,12
2018-19,202340,MEM,915,225,59,115,28,73,23,68,50,57,27,4
2018-19,202347,SAS,611,98,23,40,6,18,34,30,16,18,0,2
2018-19,202355,MIA,3381,887,386,664,2,16,109,474,298,6,0,178
2018-19,202357,SAC,3831,741,181,336,103,257,70,214,148,297,12,90
2018-19,202362,LAL,2419,491,111,235,73,197,50,72,150,171,48,14
2018-19,202391,ATL,2158,546,136,254,44,132,142,68,204,99,33,0
2018-19,202391,TOR,929,161,47,100,11,55,34,38,56,24,9,0
2018-19,202397,DET,2515,501,161,354,44,135,47,34,288,93,39,2
2018-19,202498,NYK,1612,205,56,118,22,79,27,82,30,66,0,10
2018-19,202681,BOS,4651,1596,430,807,174,434,214,228,632,333,189,26
2018-19,202683,NYK,2331,614,244,446,7,22,105,240,248,18,3,120
2018-19,202683,POR,1025,301,121,203,3,12,50,124,118,9,0,62
2018-19,202684,CLE,2365,470,201,380,0,0,68,202,200,0,0,110
2018-19,202685,MEM,1075,379,147,261,5,18,70,156,138,15,0,48
2018-19,202685,TOR,1187,384,140,229,9,30,77,176,104,27,0,42
2018-19,202687,CHA,1549,236,89,156,0,0,58,136,42,0,0,30
2018-19,202688,CLE,1244,230,52,116,36,97,18,18,86,63,45,2
2018-19,202688,HOU,236,36,6,15,5,32,9,6,6,9,6,0
2018-19,202689,CHA,5835,2102,471,953,260,731,380,188,754,342,438,10
2018-19,202690,PHX,138,22,8,16,0,13,6,6,10,0,0,0
2018-19,202691,GSW,5541,1680,414,803,241,599,129,618,210,663,60,20
2018-19,202692,CLE,1953,396,91,221,45,119,79,66,116,108,27,14
2018-19,202692,SAC,269,22,9,14,0,6,4,10,8,0,0,2
2018-19,202692,UTA,558,143,31,71,16,43,33,34,28,33,15,2
2018-19,202693,OKC,801,156,41,97,20,59,14,48,34,60,0,10
2018-19,202693,WAS,1863,391,95,184,48,144,57,110,80,141,3,22
2018-19,202694,BOS,4319,1046,231,455,146,389,146,244,218,411,27,40
2018-19,202695,TOR,4209,1596,448,827,112,302,364,254,642,225,111,32
2018-19,202696,ORL,5108,1665,617,1123,84,231,179,826,408,252,0,162
2018-19,202697,HOU,791,91,13,27,21,71,2,14,12,60,3,2
2018-19,202697,SAC,2356,374,59,146,74,202,34,64,54,195,27,0
2018-19,202699,LAC,3950,1152,312,597,112,258,192,212,412,273,63,28
2018-19,202699,PHI,1999,492,143,264,44,135,74,146,140,105,27,10
2018-19,202700,SAS,28,6,3,6,0,0,0,6,0,0,0,0
2018-19,202702,BKN,251,61,24,37,1,5,10,34,14,3,0,14
2018-19,202702,HOU,1264,323,124,203,7,20,54,178,70,21,0,52
2018-19,202703,MIL,699,163,25,48,31,87,20,30,20,87,6,12
2018-19,202703,NOP,2004,534,97,176,85,231,85,152,42,231,24,12
2018-19,202704,DET,4610,1260,267,576,174,471,204,100,434,414,108,8
2018-19,202705,MEM,759,190,61,115,15,54,23,34,88,24,21,10
2018-19,202709,IND,4166,537,171,377,55,171,30,92,250,153,12,8
2018-19,202710,MIN,757,213,57,112,17,45,48,38,76,27,24,6
2018-19,202710,PHI,3813,1002,294,599,50,148,264,300,288,108,42,38
2018-19,202711,IND,5223,1454,358,665,164,386,246,460,256,453,39,14
2018-19,202714,CHA,83,9,2,12,0,2,5,4,0,0,0,0
2018-19,202714,MEM,2395,421,115,261,46,128,53,106,124,75,63,0
2018-19,202718,MEM,1004,187,39,88,29,94,22,52,26,72,15,0
2018-19,202720,DET,809,156,65,102,1,11,23,98,32,3,0,16
2018-19,202722,SAS,3360,606,59,115,145,338,53,98,20,429,6,8
2018-19,202734,NOP,3100,633,180,356,76,176,45,250,110,210,18,18
2018-19,202738,DEN,390,97,22,56,12,43,17,24,20,24,12,0
2018-19,202954,BOS,723,140,34,66,16,39,24,28,40,36,12,2
2018-19,203076,NOP,3937,1452,482,881,48,145,344,596,368,144,0,136
2018-19,203077,CHA,2381,427,142,285,16,47,95,190,94,48,0,32
2018-19,203078,WAS,6402,2099,555,1013,209,596,362,472,638,450,177,30
2018-19,203079,MIA,2278,527,89,189,109,289,22,50,128,270,57,0
2018-19,203081,POR,5906,2067,444,890,237,643,468,172,716,327,384,12
2018-19,203082,ORL,4390,1223,223,461,217,566,126,318,128,498,153,6
2018-19,203083,DET,5336,1370,556,1014,5,38,243,634,478,12,3,308
2018-19,203084,DAL,3260,866,169,406,121,311,165,164,174,318,45,14
2018-19,203084,SAC,2048,399,88,180,53,130,64,96,80,135,24,10
2018-19,203085,HOU,2757,408,85,157,71,221,25,60,110,138,75,2
2018-19,203085,WAS,1421,210,43,88,33,106,25,20,66,75,24,2
2018-19,203086,POR,1782,357,82,131,50,111,43,134,30,141,9,14
2018-19,203087,CHA,4583,1208,316,649,115,330,231,278,354,288,57,36
2018-19,203089,MIL,414,79,20,36,11,31,6,28,12,30,3,6
2018-19,203090,POR,2945,460,156,268,33,120,49,210,102,93,6,42
2018-19,203092,ATL,24,0,0,1,0,1,0,0,0,0,0,0
2018-19,203092,MEM,166,46,16,28,0,0,14,20,12,0,0,8
2018-19,203093,HOU,14,2,1,2,0,2,0,2,0,0,0,0
2018-19,203095,ORL,5174,1226,315,619,153,450,137,320,310,393,66,16
2018-19,203098,NYK,641,115,20,47,20,56,15,34,6,54,6,0
2018-19,203098,WAS,33,6,0,0,2,2,0,0,0,6,0,0
2018-19,203101,ATL,378,80,32,48,0,0,16,40,24,0,0,10
2018-19,203107,WAS,4514,709,193,368,64,162,131,184,202,186,6,34
2018-19,203109,UTA,4532,951,145,275,173,522,142,252,38,489,30,16
2018-19,203110,GSW,4354,486,141,257,47,165,63,198,84,132,9,16
2018-19,203112,PHX,262,17,2,3,2,15,7,4,0,6,0,0
2018-19,203114,MIL,5130,1407,327,674,179,474,216,214,440,324,213,16
2018-19,203115,DEN,2424,494,118,264,67,196,57,108,128,159,42,16
2018-19,203118,LAC,1615,248,40,97,52,133,12,54,26,150,6,8
2018-19,203118,PHI,1353,211,27,71,49,119,10,30,24,147,0,8
2018-19,203121,NOP,3754,567,56,120,133,364,56,70,42,372,27,0
2018-19,203124,IND,786,156,68,124,1,12,17,110,26,3,0,14
2018-19,203145,ATL,3546,779,182,391,96,300,127,174,190,243,45,10
2018-19,203200,CHI,2713,440,54,124,97,270,41,70,38,273,18,2
2018-19,203200,MEM,2580,417,84,188,65,195,54,140,28,180,15,6
2018-19,203210,LAC,1025,208,46,84,33,80,17,42,50,93,6,30
2018-19,203210,MEM,1786,403,113,216,38,96,63,156,70,111,3,50
2018-19,203263,HOU,76,9,0,1,3,12,0,0,0,9,0,0
2018-19,203263,MIN,138,27,4,8,5,13,4,6,2,15,0,0
2018-19,203382,BOS,1700,284,84,162,21,61,53,112,56,63,0,50
2018-19,203457,OKC,2195,378,162,276,0,0,54,236,88,0,0,76
2018-19,203458,ATL,3359,854,246,444,74,204,140,354,138,219,3,86
2018-19,203459,BKN,2376,413,39,114,98,259,41,68,10,291,3,4
2018-19,203463,SAC,349,75,8,23,17,41,8,14,2,48,3,0
2018-19,203468,POR,4935,1468,404,798,167,445,159,288,520,366,135,14
2018-19,203469,CHA,2564,497,184,323,6,22,111,274,94,18,0,48
2018-19,203471,OKC,4917,1224,333,740,124,364,186,110,556,297,75,2
2018-19,203473,ATL,3394,693,176,309,83,217,92,282,70,243,6,40
2018-19,203476,MIN,2127,485,170,321,19,56,88,252,88,54,3,38
2018-19,203477,MIL,69,6,0,1,2,5,0,0,0,3,3,0
2018-19,203477,MIN,185,33,4,10,7,19,4,0,8,12,9,0
2018-19,203477,PHX,1018,142,26,57,25,72,15,18,34,60,15,2
2018-19,203482,MIA,3679,787,148,245,113,319,152,206,90,333,6,24
2018-19,203484,LAL,4325,938,174,321,151,435,137,246,102,426,27,10
2018-19,203485,TOR,443,55,17,43,6,28,3,8,26,12,6,0
2018-19,203486,DEN,3466,637,260,432,2,10,111,366,154,6,0,54
2018-19,203487,HOU,320,69,18,42,7,19,12,12,24,15,6,0
2018-19,203487,ORL,479,65,18,43,3,19,20,6,30,9,0,6
2018-19,203488,LAL,566,100,15,26,21,57,7,24,6,63,0,4
2018-19,203488,PHI,2218,349,41,79,68,199,63,62,20,204,0,16
2018-19,203490,CHI,1025,262,58,121,39,80,29,60,56,93,24,2
2018-19,203490,WAS,2523,518,137,266,65,176,49,176,98,180,15,26
2018-19,203493,DET,2745,534,68,147,114,294,56,102,34,327,15,2
2018-19,203493,LAL,1139,177,29,54,34,99,17,52,6,96,6,0
2018-19,203496,MIN,1548,318,51,97,55,148,51,70,32,150,15,6
2018-19,203496,PHI,939,147,20,40,30,77,17,36,4,90,0,0
2018-19,203497,UTA,5352,1284,476,712,0,0,332,700,252,0,0,218
2018-19,203500,OKC,5749,1108,481,807,0,2,146,618,344,0,0,174
2018-19,203501,DAL,1132,294,63,127,45,140,33,78,48,117,18,2
2018-19,203501,NYK,3116,880,165,389,117,337,199,116,214,237,114,14
2018-19,203503,MIL,2755,444,82,157,81,204,37,120,44,228,15,6
2018-19,203504,DAL,889,243,62,117,26,73,41,18,106,57,21,4
2018-19,203504,NYK,1413,388,118,272,30,86,62,32,204,54,36,4
2018-19,203506,IND,2309,675,175,372,74,216,103,102,248,150,72,6
2018-19,203507,MIL,5053,1994,669,1044,52,203,500,632,706,105,51,108
2018-19,203516,HOU,1915,294,60,91,44,120,42,86,34,129,3,14
2018-19,203516,PHI,589,95,23,47,11,36,16,34,12,33,0,12
2018-19,203518,OKC,1245,165,15,30,41,127,12,24,6,117,6,0
2018-19,203521,CLE,1439,262,52,104,40,119,38,30,74,90,30,0
2018-19,203521,MIL,219,20,2,8,4,11,4,0,4,12,0,0
2018-19,203524,NOP,1863,191,36,77,32,101,23,50,22,96,0,12
2018-19,203526,UTA,997,196,54,101,20,60,28,30,78,48,12,0
2018-19,203546,NOP,2093,401,85,181,66,202,33,98,72,168,30,6
2018-19,203552,POR,2853,581,99,214,113,251,44,90,108,282,57,4
2018-19,203564,DET,11,2,0,0,0,1,2,0,0,0,0,0
2018-19,203584,PHX,1578,318,39,81,74,194,18,46,32,189,33,6
2018-19,203585,MIA,3180,503,107,236,79,225,52,92,122,222,15,18
2018-19,203613,ORL,1732,283,85,203,19,83,56,62,108,42,15,8
2018-19,203613,PHI,457,83,20,43,9,21,16,22,18,18,9,2
2018-19,203710,MIN,258,39,12,19,5,16,0,12,12,9,6,0
2018-19,203894,BKN,2042,529,93,207,76,228,115,44,142,135,93,0
2018-19,203895,WAS,719,160,51,95,10,35,28,38,64,21,9,8
2018-19,203897,CHI,4465,1492,410,814,120,321,312,272,548,189,171,30
2018-19,203901,NOP,2698,446,146,307,33,105,55,102,190,84,15,18
2018-19,203903,CLE,4470,1364,385,735,144,445,162,204,566,339,93,34
2018-19,203914,DEN,3342,737,188,395,82,242,115,228,148,219,27,4
2018-19,203915,BKN,4005,1143,242,458,124,370,287,80,404,207,165,6
2018-19,203917,CLE,690,132,13,46,27,63,25,16,10,69,12,2
2018-19,203917,POR,1394,267,53,104,43,125,32,50,56,111,18,2
2018-19,203918,CLE,2434,547,139,302,55,152,104,112,166,114,51,6
2018-19,203918,POR,1341,258,69,133,29,84,33,56,82,66,21,0
2018-19,203920,ORL,1317,240,91,150,0,1,58,132,50,0,0,34
2018-19,203922,DET,1227,198,56,114,18,62,32,94,18,51,3,4
2018-19,203924,OKC,5604,1090,294,530,115,293,157,462,126,342,3,42
2018-19,203925,BKN,4817,1041,191,362,183,386,110,306,76,543,6,12
2018-19,203926,IND,2729,564,123,216,84,206,66,226,20,252,0,12
2018-19,203932,ORL,5328,1246,349,699,121,347,185,352,346,306,57,80
2018-19,203933,PHX,2838,772,220,431,77,180,101,242,198,207,24,22
2018-19,203935,BOS,4511,708,113,221,126,346,104,98,128,348,30,14
2018-19,203937,MEM,2520,346,141,242,9,34,37,152,130,27,0,28
2018-19,203939,DAL,3384,815,251,359,39,127,196,422,80,117,0,42
2018-19,203943,NYK,3541,571,161,303,46,137,111,114,208,135,3,50
2018-19,203944,NOP,4756,1565,504,894,67,195,356,494,514,183,18,94
2018-19,203952,MIN,5277,1321,380,861,118,348,207,342,418,288,66,40
2018-19,203953,CHI,2169,556,183,350,37,114,79,172,194,99,12,30
2018-19,203953,WAS,1449,374,125,204,24,81,52,126,124,60,12,30
2018-19,203954,PHI,4543,1761,501,936,79,263,522,488,514,219,18,124
2018-19,203957,UTA,1377,288,83,179,18,62,68,56,110,51,3,0
2018-19,203960,CHI,257,80,24,40,5,14,17,20,28,15,0,4
2018-19,203961,PHX,9,0,0,0,0,0,0,0,0,0,0,0
2018-19,203961,TOR,79,7,2,6,1,1,0,0,4,3,0,2
2018-19,203967,MIN,3381,714,159,311,97,253,105,232,86,279,12,38
2018-19,203967,PHI,840,144,27,62,21,70,27,44,10,63,0,6
2018-19,203991,HOU,4501,1114,474,732,0,0,166,770,178,0,0,134
2018-19,203992,SAC,4092,990,227,491,134,372,134,174,280,318,84,12
2018-19,203994,POR,4109,1125,417,797,3,29,282,548,286,9,0,128
2018-19,203998,MEM,1616,282,48,95,48,130,42,64,32,141,3,18
2018-19,203999,DEN,5056,1604,533,936,83,270,289,512,554,228,21,158
2018-19,204020,MIA,2274,475,99,197,72,204,61,120,78,213,3,4
2018-19,204020,PHX,869,144,28,69,18,56,34,24,32,45,9,4
2018-19,204025,MIL,465,75,18,42,10,24,9,8,28,21,9,2
2018-19,204025,NOP,1913,235,61,118,27,77,32,54,68,69,12,6
2018-19,204038,DET,3549,672,93,207,135,380,81,156,30,399,6,6
2018-19,204060,UTA,5312,994,170,319,189,483,87,132,208,468,99,6
2018-19,204066,CLE,1,0,0,0,0,0,0,0,0,0,0,0
2018-19,204456,PHI,3062,483,206,377,14,42,29,166,246,42,0,8
2018-19,1626143,NOP,1968,484,211,357,1,5,59,208,214,3,0,54
2018-19,1626144,NYK,3323,873,261,530,69,210,144,118,404,177,30,16
2018-19,1626145,MIN,3244,468,145,320,40,126,58,66,224,78,42,6
2018-19,1626147,ATL,999,178,40,80,24,77,26,42,38,66,6,20
2018-19,1626149,LAC,4577,1361,543,871,3,17,266,756,330,9,0,136
2018-19,1626150,CLE,279,43,9,25,3,14,16,4,14,3,6,0
2018-19,1626150,MEM,9,2,1,1,0,1,0,0,2,0,0,0
2018-19,1626150,NOP,75,9,1,2,2,10,1,0,2,6,0,0
2018-19,1626153,MEM,1647,316,95,187,20,78,66,62,128,48,12,14
2018-19,1626153,TOR,1851,337,97,203,30,90,53,62,132,66,24,16
2018-19,1626154,BOS,53,17,2,3,4,10,1,2,2,9,3,0
2018-19,1626155,CLE,343,57,17,35,5,13,8,22,12,15,0,6
2018-19,1626155,WAS,1283,230,84,159,14,49,20,124,44,39,3,22
2018-19,1626156,BKN,5120,1712,425,882,234,635,160,132,718,372,330,14
2018-19,1626157,MIN,5286,1880,539,959,142,355,376,630,448,396,30,164
2018-19,1626158,PHX,2451,572,222,365,0,0,128,342,102,0,0,56
2018-19,1626159,MIA,3981,830,228,493,96,256,86,164,292,282,6,14
2018-19,1626161,SAC,4750,965,411,739,1,2,140,646,176,3,0,62
2018-19,1626162,PHX,2494,674,176,331,67,206,121,178,174,165,36,24
2018-19,1626162,WAS,1611,373,91,173,41,132,68,120,62,117,6,20
2018-19,1626163,CHA,1552,405,88,159,50,139,79,126,50,150,0,14
2018-19,1626164,PHX,4697,1700,451,841,135,414,393,266,636,234,171,18
2018-19,1626166,CHI,1117,176,53,109,16,59,22,32,74,33,15,0
2018-19,1626166,CLE,358,74,18,30,9,25,11,10,26,15,12,2
2018-19,1626167,IND,4275,984,304,584,76,196,148,474,134,222,6,68
2018-19,1626168,DEN,2282,546,156,295,51,200,81,194,118,144,9,26
2018-19,1626169,DET,1963,358,82,168,51,181,41,52,112,147,6,10
2018-19,1626169,NOP,536,96,27,57,11,34,9,18,36,27,6,0
2018-19,1626170,ORL,1900,250,52,110,40,110,26,30,74,93,27,0
2018-19,1626171,CHI,1081,310,95,199,27,72,39,100,90,81,0,24
2018-19,1626171,WAS,1617,400,109,238,48,119,38,118,100,144,0,38
2018-19,1626172,GSW,3099,500,216,337,1,10,65,304,128,3,0,86
2018-19,1626174,MIL,134,37,9,20,3,5,10,12,6,9,0,4
2018-19,1626174,NOP,417,135,43,71,6,21,31,58,28,18,0,8
2018-19,1626178,BKN,2602,527,191,438,9,49,118,272,110,27,0,30
2018-19,1626179,BOS,3666,708,139,329,119,337,73,100,178,264,93,8
2018-19,1626181,TOR,2362,516,125,230,68,170,62,138,112,189,15,4
2018-19,1626184,WAS,1549,271,45,102,46,115,43,48,42,96,42,2
2018-19,1626185,ORL,686,115,23,47,20,57,9,32,14,60,0,4
2018-19,1626188,GSW,2172,509,123,239,81,200,20,100,146,198,45,6
2018-19,1626192,MIL,2683,421,97,150,66,200,29,146,48,186,12,16
2018-19,1626195,CHA,1697,421,138,256,15,39,100,182,94,45,0,68
2018-19,1626196,MIA,5132,1209,259,566,164,460,199,226,292,432,60,14
2018-19,1626203,BKN,1520,184,26,63,38,128,18,34,18,114,0,2
2018-19,1626204,CLE,3576,627,216,381,33,98,96,280,152,96,3,82
2018-19,1626209,NYK,2474,511,149,312,42,152,87,140,158,108,18,8
2018-19,1626210,BKN,58,18,8,12,0,1,2,12,4,0,0,4
2018-19,1626220,UTA,3459,426,95,167,68,176,32,142,48,201,3,4
2018-19,1626224,CLE,4898,991,230,470,130,374,141,230,230,327,63,14
2018-19,1626245,CHI,1530,240,95,175,0,4,50,132,58,0,0,46
2018-19,1626246,LAC,799,242,85,138,0,2,72,106,64,0,0,54
2018-19,1626246,PHI,631,180,71,112,4,8,26,100,42,12,0,26
2018-19,1626257,DAL,811,141,44,78,11,34,20,64,24,33,0,20
2018-19,1626259,TOR,144,35,1,5,10,21,3,2,0,30,0,0
2018-19,1627215,CHI,345,86,36,82,2,5,8,16,56,6,0,4
2018-19,1627395,MEM,496,40,11,24,5,24,3,12,10,15,0,4
2018-19,1627732,PHI,5742,1337,540,954,0,6,257,470,610,0,0,74
2018-19,1627733,PHX,1739,230,66,96,22,101,32,90,42,66,0,26
2018-19,1627734,IND,3721,1043,404,683,9,17,208,530,278,27,0,134
2018-19,1627735,POR,199,30,8,24,2,9,8,2,14,0,6,0
2018-19,1627736,DEN,3840,917,186,332,163,405,56,282,90,480,9,12
2018-19,1627737,CLE,794,153,41,89,15,57,26,48,34,45,0,26
2018-19,1627737,HOU,221,29,10,19,1,15,6,18,2,3,0,2
2018-19,1627738,ATL,262,36,15,21,0,1,6,24,6,0,0,6
2018-19,1627739,CHI,2828,519,181,410,34,96,55,64,298,66,36,10
2018-19,1627740,DET,48,12,2,6,2,4,2,4,0,3,3,0
2018-19,1627740,NYK,482,102,20,51,15,34,17,28,12,42,3,2
2018-19,1627741,SAC,5623,1695,345,709,278,651,171,348,342,702,132,40
