SEASON,PLAYER_ID,TEAM,OffPoss,Points,FG2M,FG2A,FG3M,FG3A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks
2017-18,201583,HOU,3502,617,76,141,131,339,72,52,100,390,3,48
2017-18,201584,NYK,4624,913,230,477,113,278,114,226,234,270,69,10
2017-18,201585,SAC,2692,477,222,389,0,0,33,306,138,0,0,66
2017-18,201586,TOR,4269,959,272,487,107,297,94,380,164,306,15,46
2017-18,201587,CHA,4056,740,178,376,92,274,108,138,218,234,42,30
2017-18,201588,CLE,1344,226,56,110,27,77,33,40,72,63,18,2
2017-18,201588,SAC,2219,441,95,198,58,128,77,56,134,129,45,10
2017-18,201589,DEN,294,54,14,24,8,23,2,26,2,24,0,0
2017-18,201596,MEM,2866,507,115,252,53,191,118,64,166,132,27,0
2017-18,201599,LAC,4896,927,373,578,0,0,181,496,250,0,0,204
2017-18,201600,CHI,122,4,2,6,0,0,0,4,0,0,0,0
2017-18,201600,NOP,246,18,7,16,0,0,4,14,0,0,0,0
2017-18,201601,HOU,3141,460,103,172,63,173,65,160,46,186,3,8
2017-18,201609,MIA,4746,1296,373,775,111,300,217,204,542,261,72,12
2017-18,201628,HOU,241,50,8,18,11,40,1,0,16,9,24,0
2017-18,201933,DET,1656,496,134,283,47,135,87,106,162,90,51,20
2017-18,201933,LAC,2314,746,191,391,64,187,172,140,242,141,51,26
2017-18,201935,HOU,5134,2191,386,727,265,722,624,68,704,207,588,10
2017-18,201936,MEM,3126,1010,252,523,114,286,164,114,390,165,177,10
2017-18,201937,UTA,4458,1008,250,554,96,273,220,144,356,249,39,12
2017-18,201939,GSW,3507,1346,216,363,212,501,278,180,252,393,243,6
2017-18,201942,TOR,5535,1840,556,1126,89,287,461,292,820,180,87,14
2017-18,201943,MIL,420,73,18,39,9,33,10,8,28,18,9,0
2017-18,201949,MIA,3855,788,252,429,57,185,113,208,296,156,15,24
2017-18,201950,NOP,6130,1537,495,888,120,356,187,340,650,255,105,20
2017-18,201952,MIN,4654,994,270,566,84,228,202,56,484,141,111,4
2017-18,201954,IND,4032,855,220,433,96,205,127,130,310,231,57,12
2017-18,201956,GSW,1533,300,110,185,10,22,50,174,46,30,0,20
2017-18,201959,MIN,5423,999,418,702,7,35,142,594,242,21,0,110
2017-18,201960,BKN,4432,983,180,394,145,391,188,166,194,405,30,42
2017-18,201961,MIA,3993,864,58,121,227,579,67,76,40,645,36,2
2017-18,201967,BKN,919,164,42,79,23,60,11,68,16,69,0,16
2017-18,201967,NOP,2301,253,64,117,35,108,20,112,16,102,3,14
2017-18,201973,UTA,2230,429,94,184,65,157,46,130,58,195,0,26
2017-18,201975,WAS,2252,487,85,183,72,210,101,130,40,204,12,8
2017-18,201976,LAC,648,134,24,59,24,60,14,12,36,57,15,4
2017-18,201980,SAS,3477,600,101,241,116,320,50,126,76,345,3,12
2017-18,201988,SAS,4148,819,126,268,154,414,105,120,132,351,111,2
2017-18,202066,SAC,3160,547,110,249,89,227,60,94,126,237,30,12
2017-18,202083,DAL,4214,802,130,295,153,402,83,102,158,405,54,2
2017-18,202322,WAS,2897,797,218,500,62,167,175,44,392,120,66,0
2017-18,202323,POR,4075,649,216,445,42,132,91,102,330,123,3,16
2017-18,202324,UTA,4221,944,381,639,14,63,140,598,164,42,0,118
2017-18,202325,LAC,3054,403,90,191,60,177,43,136,44,162,18,6
2017-18,202326,NOP,3564,1210,302,570,104,294,294,248,356,294,18,80
2017-18,202327,UTA,1614,162,60,119,0,1,42,82,38,0,0,26
2017-18,202328,BOS,998,265,105,198,0,0,55,108,102,0,0,34
2017-18,202328,MIL,161,34,16,33,0,0,2,20,12,0,0,0
2017-18,202328,PHX,937,225,97,155,0,0,31,96,98,0,0,44
2017-18,202329,POR,4170,644,105,243,125,339,59,102,108,360,15,34
2017-18,202330,BOS,11,2,1,1,0,1,0,2,0,0,0,0
2017-18,202331,OKC,5866,1734,332,731,244,609,338,238,426,588,144,20
2017-18,202332,MIN,108,12,5,15,0,0,2,8,2,0,0,0
2017-18,202334,POR,2852,414,170,290,0,1,74,196,144,0,0,114
2017-18,202335,OKC,2462,318,40,95,66,171,40,48,32,198,0,14
2017-18,202337,ATL,1164,226,31,58,49,111,17,34,28,144,3,2
2017-18,202337,MIA,288,33,0,2,11,45,0,0,0,33,0,0
2017-18,202339,MIL,4498,1266,331,602,121,347,241,192,470,279,84,22
2017-18,202339,PHX,183,47,12,27,4,13,11,0,24,0,12,2
2017-18,202340,DET,2537,601,159,376,74,194,61,224,94,204,18,12
2017-18,202340,LAC,329,55,25,46,1,9,2,28,22,3,0,4
2017-18,202344,BKN,831,181,74,138,3,12,24,76,72,9,0,26
2017-18,202344,IND,533,91,36,70,3,14,10,34,38,9,0,20
2017-18,202344,PHI,996,156,59,102,2,7,32,92,26,6,0,14
2017-18,202347,CHI,396,45,11,27,3,22,14,14,8,9,0,0
2017-18,202348,NOP,116,33,4,13,8,14,1,2,6,18,6,0
2017-18,202355,MIA,2730,754,310,576,2,2,128,364,256,6,0,120
2017-18,202357,MIN,2768,454,95,188,76,183,36,114,76,213,15,22
2017-18,202362,IND,3647,757,236,477,67,232,84,112,360,144,57,36
2017-18,202379,ATL,12,2,1,1,0,0,0,0,2,0,0,2
2017-18,202389,BKN,763,131,48,75,4,18,23,74,22,12,0,14
2017-18,202391,BKN,61,18,4,10,1,2,7,2,6,0,3,0
2017-18,202397,DET,4098,894,354,700,35,101,81,144,564,66,39,6
2017-18,202498,NYK,2682,298,52,143,50,124,44,52,52,150,0,12
2017-18,202681,BOS,3899,1466,368,680,166,407,232,194,542,264,234,14
2017-18,202682,LAL,21,2,1,2,0,2,0,2,0,0,0,0
2017-18,202683,NYK,3662,1000,422,711,0,2,156,414,430,0,0,204
2017-18,202684,CLE,2169,307,132,235,0,0,43,188,76,0,0,48
2017-18,202685,TOR,3496,980,360,613,30,74,170,458,262,81,9,114
2017-18,202687,ORL,2964,468,183,351,0,1,102,294,72,0,0,48
2017-18,202689,CHA,5578,1770,357,762,231,601,363,108,606,333,360,10
2017-18,202691,GSW,5168,1461,346,657,229,521,82,514,178,654,33,14
2017-18,202692,UTA,2093,494,123,272,47,142,107,106,140,93,48,4
2017-18,202693,WAS,3913,841,254,480,76,207,105,340,168,228,0,38
2017-18,202694,BOS,2880,734,176,377,86,234,124,170,182,237,21,16
2017-18,202695,SAS,418,146,41,76,11,35,31,10,72,21,12,6
2017-18,202696,ORL,3500,939,335,636,64,204,77,450,220,192,0,74
2017-18,202697,CLE,565,62,15,32,7,26,11,14,16,9,12,2
2017-18,202699,DET,3115,868,207,433,113,276,115,202,212,291,48,4
2017-18,202699,LAC,2267,618,172,343,70,169,64,146,198,186,24,12
2017-18,202702,DEN,916,188,76,147,0,1,36,106,46,0,0,26
2017-18,202703,CHI,1276,420,74,141,69,161,65,88,60,180,27,14
2017-18,202703,NOP,1845,439,97,185,66,197,47,132,62,180,18,12
2017-18,202704,DET,2370,656,194,408,52,169,112,34,354,90,66,2
2017-18,202705,MEM,384,141,32,70,19,32,20,14,50,15,42,4
2017-18,202709,IND,4368,649,189,414,67,190,70,102,276,183,18,6
2017-18,202710,MIN,4252,1307,367,721,70,200,363,244,490,159,51,30
2017-18,202711,IND,4919,1141,249,466,155,386,178,264,234,438,27,16
2017-18,202713,OKC,119,23,5,16,2,5,7,10,0,6,0,0
2017-18,202714,ORL,2718,473,130,275,48,139,69,84,176,99,45,12
2017-18,202718,MEM,1370,284,57,113,51,121,17,42,72,126,27,12
2017-18,202720,DET,288,43,15,33,0,3,13,26,4,0,0,2
2017-18,202722,SAS,2174,456,67,114,94,252,40,112,22,282,0,10
2017-18,202732,MIL,935,57,11,29,11,36,2,14,8,30,3,0
2017-18,202732,NOP,502,44,10,24,8,17,0,4,16,24,0,4
2017-18,202734,NOP,5411,1022,295,531,128,301,48,378,212,378,6,30
2017-18,202738,CLE,847,221,48,107,22,87,59,32,64,39,27,4
2017-18,202738,LAL,973,265,54,126,33,101,58,24,84,51,48,2
2017-18,202779,DET,837,215,67,153,15,45,36,38,96,18,27,0
2017-18,202918,BOS,15,0,0,1,0,2,0,0,0,0,0,0
2017-18,202933,CHA,371,19,0,0,6,13,1,0,0,18,0,0
2017-18,203076,NOP,5720,2110,725,1300,55,162,495,1016,434,150,15,156
2017-18,203077,CHA,3763,681,282,558,0,2,117,380,184,0,0,32
2017-18,203078,WAS,5972,1857,484,954,199,530,292,344,624,468,129,20
2017-18,203079,MIA,1813,429,111,240,52,170,51,38,184,120,36,0
2017-18,203081,POR,5417,1962,394,786,227,629,493,142,646,297,384,20
2017-18,203082,ORL,1251,209,46,99,30,93,27,62,30,78,12,2
2017-18,203083,DET,5257,1171,466,870,0,11,239,508,424,0,0,292
2017-18,203084,DAL,5226,1452,418,875,119,333,259,306,530,297,60,36
2017-18,203085,LAC,4109,920,205,445,136,360,102,88,322,210,198,12
2017-18,203086,POR,523,112,35,52,11,26,9,54,16,33,0,4
2017-18,203087,CHA,3967,1033,286,578,94,254,179,228,344,192,90,24
2017-18,203089,MIL,3912,665,286,495,1,7,90,466,106,3,0,78
2017-18,203090,POR,2530,385,98,179,49,118,42,118,78,144,3,38
2017-18,203092,BKN,1428,300,115,203,10,26,40,174,56,30,0,40
2017-18,203092,MIL,839,141,62,103,0,2,17,94,30,0,0,24
2017-18,203095,ORL,3823,1013,241,467,127,335,150,276,206,321,60,8
2017-18,203101,ATL,1848,237,105,180,0,0,27,164,46,0,0,38
2017-18,203104,MEM,148,11,3,12,1,4,2,0,6,0,3,0
2017-18,203107,WAS,3285,524,154,283,47,101,75,162,146,141,0,10
2017-18,203109,CLE,2736,454,95,187,62,189,78,158,32,177,9,18
2017-18,203109,UTA,1498,319,66,143,48,152,43,102,30,129,15,4
2017-18,203110,GSW,4753,773,204,363,77,256,134,292,116,210,21,26
2017-18,203112,BKN,2767,411,28,73,102,292,49,48,8,303,3,4
2017-18,203114,MIL,5985,1652,447,865,146,407,320,382,512,369,69,16
2017-18,203115,DEN,5397,1268,309,606,156,422,182,242,376,342,126,40
2017-18,203118,WAS,2808,668,210,361,66,163,50,312,108,198,0,22
2017-18,203121,NOP,4022,637,69,129,147,358,58,82,56,423,18,2
2017-18,203124,NYK,2761,550,220,367,4,17,98,290,150,12,0,70
2017-18,203141,MIL,317,71,4,12,21,45,0,8,0,63,0,0
2017-18,203145,ATL,3601,836,176,402,108,274,160,166,186,270,54,4
2017-18,203186,DET,15,2,1,1,0,0,0,2,0,0,0,0
2017-18,203186,LAC,875,193,79,118,1,2,32,110,48,0,3,30
2017-18,203200,CHI,4674,876,129,333,161,449,135,182,76,462,21,12
2017-18,203210,MEM,2988,569,180,361,43,127,80,210,150,126,3,92
2017-18,203382,BOS,2896,482,207,425,3,21,59,308,106,9,0,70
2017-18,203457,DAL,947,131,55,104,0,1,21,88,22,0,0,18
2017-18,203458,PHX,2919,587,213,375,1,3,158,288,138,3,0,92
2017-18,203459,BKN,4519,990,136,295,201,532,115,202,70,567,36,6
2017-18,203460,OKC,2024,194,79,126,8,36,12,120,38,24,0,30
2017-18,203463,MEM,2158,422,102,214,55,159,53,144,60,159,6,16
2017-18,203464,SAS,1171,147,40,73,15,54,22,56,24,42,3,4
2017-18,203468,POR,5860,1732,478,1029,189,476,209,208,748,354,213,20
2017-18,203469,CHA,1265,233,83,153,2,3,61,132,34,6,0,28
2017-18,203471,ATL,4202,1301,424,884,76,262,225,164,684,129,99,6
2017-18,203473,ATL,3126,617,200,336,50,141,67,320,80,150,0,52
2017-18,203476,MIN,2668,470,167,327,19,61,79,262,72,51,6,38
2017-18,203477,HOU,9,0,0,1,0,0,0,0,0,0,0,0
2017-18,203477,PHX,831,172,30,70,22,66,46,12,48,39,27,2
2017-18,203481,DAL,83,15,4,6,2,10,1,6,2,6,0,2
2017-18,203482,MIA,3504,872,210,356,106,280,134,224,196,288,30,34
2017-18,203484,LAL,5098,992,181,383,159,415,153,222,140,417,60,26
2017-18,203485,TOR,271,32,12,22,2,12,2,6,18,3,3,0
2017-18,203486,DEN,2882,524,221,367,0,1,82,316,126,0,0,48
2017-18,203487,CHA,1646,239,62,170,14,59,73,42,82,36,6,12
2017-18,203488,ATL,2196,405,81,145,62,167,57,106,56,186,0,46
2017-18,203489,UTA,36,2,1,6,0,0,0,0,2,0,0,0
2017-18,203490,WAS,4864,1134,307,572,138,313,106,388,226,378,36,46
2017-18,203493,DET,3488,698,142,265,125,281,39,232,52,363,12,12
2017-18,203496,PHI,5221,1009,142,286,203,550,116,230,54,591,18,18
2017-18,203497,UTA,3640,756,276,444,0,0,204,426,126,0,0,88
2017-18,203498,MIL,227,94,34,59,3,8,17,38,30,6,3,6
2017-18,203498,MIN,608,120,43,102,4,19,22,46,40,12,0,8
2017-18,203499,BOS,1509,231,53,133,31,86,32,28,78,72,21,4
2017-18,203500,OKC,5031,1056,448,710,0,2,160,620,276,0,0,194
2017-18,203501,NYK,3826,996,230,446,130,410,146,232,228,309,81,10
