"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Michael Porter Jr.","DEN",15,507,1024,219,38,73,0.5205479452054794,42,103,0.4077669902912621,0.4077669902912621,17,56,20,123,3,0.7368421052631579,0.7777777777777778,0.9761904761904762,0.5852272727272727,0.5295136363636364,0.5738636363636364,0.595108695652174,4,6,0.0821917808219178,0,0,16.380789022298455
"Kentavious Caldwell-Pope","DEN",15,500,996,175,33,58,0.5689655172413793,30,73,0.410958904109589,0.410958904109589,19,58,8,84,6,0.8787878787878788,0.90625,0.9333333333333333,0.5572519083969466,0.5346393129770992,0.5954198473282443,0.6205673758865248,2,5,0.08620689655172414,0,0,13.339222614840988
"Stephen Curry","GSW",13,493,1051,396,88,154,0.5714285714285714,57,157,0.3630573248407643,0.3630573248407643,49,54,122,96,75,0.3068181818181818,0.32142857142857145,0.5614035087719298,0.5048231511254019,0.4877932475884244,0.5578778135048231,0.5891238670694864,8,13,0.08441558441558442,0,0,30.66115702479339
"D'Angelo Russell","LAL",16,473,975,213,56,108,0.5185185185185185,27,87,0.3103448275862069,0.3103448275862069,20,32,80,72,9,0.2857142857142857,0.2962962962962963,0.8888888888888888,0.4461538461538462,0.49289205128205127,0.4948717948717949,0.5144927536231884,4,3,0.027777777777777776,0,0,21.65137614678899
"Max Strus","MIA",16,470,949,168,27,38,0.7105263157894737,33,92,0.358695652173913,0.358695652173913,15,34,20,87,12,0.6296296296296297,0.6538461538461539,0.8787878787878788,0.7076923076923077,0.5612303846153847,0.5884615384615385,0.605072463768116,2,5,0.13157894736842105,2,0.021739130434782608,13.541666666666666
"Klay Thompson","GSW",13,468,983,241,35,83,0.42168674698795183,50,136,0.36764705882352944,0.36764705882352944,21,50,20,114,36,0.7142857142857143,0.7142857142857143,0.76,0.6210045662100456,0.5057,0.502283105022831,0.5239130434782608,0,5,0.060240963855421686,2,0.014705882352941176,22.319093286835223
"Caleb Martin","MIA",16,467,909,207,45,62,0.7258064516129032,31,75,0.41333333333333333,0.41333333333333333,24,64,26,90,3,0.7111111111111111,0.7272727272727273,0.967741935483871,0.5474452554744526,0.5496861313868613,0.6678832116788321,0.6946308724832215,2,5,0.08064516129032258,0,0,16.24015748031496
"Malcolm Brogdon","BOS",18,466,925,226,49,108,0.4537037037037037,33,85,0.38823529411764707,0.3902439024390244,29,38,60,66,33,0.3877551020408163,0.41304347826086957,0.6666666666666666,0.44041450777202074,0.5273605263157894,0.5103626943005182,0.5406698564593302,6,10,0.09259259259259259,1,0.011764705882352941,22.39685658153242
"Kevin Durant","PHX",11,466,947,319,90,173,0.5202312138728323,17,51,0.3333333333333333,0.3333333333333333,88,84,96,36,15,0.4666666666666667,0.4772727272727273,0.7058823529411765,0.22767857142857142,0.47147187500000004,0.515625,0.5939849624060151,4,10,0.057803468208092484,0,0,28.882575757575758
"Gabe Vincent","MIA",15,462,929,197,32,67,0.47761194029850745,36,96,0.375,0.375,25,8,56,60,48,0.125,0.125,0.5555555555555556,0.588957055214724,0.523288036809816,0.5276073619631901,0.5660919540229885,0,5,0.07462686567164178,1,0.010416666666666666,19.3579766536965
"Devin Booker","PHX",11,459,936,371,110,180,0.6111111111111112,31,61,0.5081967213114754,0.5081967213114754,58,74,146,54,39,0.33636363636363636,0.3394495412844037,0.5806451612903226,0.25311203319502074,0.4820792531120332,0.6493775933609959,0.6921641791044776,2,12,0.06666666666666667,1,0.01639344262295082,28.805394990366086
"Jalen Brunson","NYK",11,443,841,306,83,150,0.5533333333333333,26,80,0.325,0.3291139240506329,62,24,142,39,39,0.14457831325301204,0.14457831325301204,0.5,0.34782608695652173,0.49362969432314413,0.5304347826086957,0.583969465648855,0,6,0.04,0,0,28.427419354838708
"Andrew Wiggins","GSW",13,442,931,217,64,117,0.5470085470085471,19,64,0.296875,0.296875,32,80,48,48,9,0.625,0.6557377049180327,0.8421052631578947,0.35359116022099446,0.5084582872928177,0.511049723756906,0.5344827586206896,6,7,0.05982905982905983,3,0.046875,20.503261882572225
"James Harden","PHI",11,427,806,223,41,101,0.40594059405940597,31,82,0.3780487804878049,0.3780487804878049,48,4,78,30,63,0.04878048780487805,0.05,0.3225806451612903,0.44808743169398907,0.5000131147540984,0.4781420765027322,0.5360576923076923,2,13,0.12871287128712872,2,0.024390243902439025,26.327193932827733
"Tyrese Maxey","PHI",11,423,806,226,48,107,0.4485981308411215,34,85,0.4,0.4,28,34,62,72,30,0.3541666666666667,0.3617021276595745,0.7058823529411765,0.4427083333333333,0.521875,0.515625,0.551219512195122,2,11,0.102803738317757,0,0,23.11886586695747
"Dennis Schroder","LAL",16,417,843,118,28,64,0.4375,13,39,0.3333333333333333,0.34210526315789475,23,8,48,33,6,0.14285714285714285,0.14285714285714285,0.8461538461538461,0.3786407766990291,0.4793029411764706,0.46116504854368934,0.5043103448275862,0,5,0.078125,1,0.02564102564102564,14.483493077742278
"Kyle Lowry","MIA",16,411,805,143,30,63,0.47619047619047616,21,59,0.3559322033898305,0.3620689655172414,20,12,48,42,21,0.2,0.2,0.6666666666666666,0.48360655737704916,0.49155495867768595,0.5040983606557377,0.5416666666666666,0,3,0.047619047619047616,2,0.03389830508474576,17.77777777777778
"Bruce Brown","DEN",15,396,780,183,58,92,0.6304347826086957,11,38,0.2894736842105263,0.3055555555555556,34,42,74,30,3,0.3620689655172414,0.3888888888888889,0.9090909090909091,0.2923076923076923,0.52372265625,0.573076923076923,0.6182432432432432,8,11,0.11956521739130435,0,0,18.586088939566707
"Tobias Harris","PHI",11,392,743,168,55,93,0.5913978494623656,15,41,0.36585365853658536,0.36585365853658536,13,42,68,42,3,0.38181818181818183,0.42857142857142855,0.9333333333333333,0.30597014925373134,0.5089951492537313,0.5783582089552238,0.6,12,6,0.06451612903225806,2,0.04878048780487805,17.452830188679243
"Rui Hachimura","LAL",16,388,786,195,54,92,0.5869565217391305,19,39,0.48717948717948717,0.48717948717948717,30,74,34,57,0,0.6851851851851852,0.7254901960784313,1,0.29770992366412213,0.5246721374045802,0.6297709923664122,0.6587837837837838,6,9,0.09782608695652174,0,0,18.223760092272205
"Robert Williams III","BOS",18,386,765,135,59,74,0.7972972972972973,0,1,0,0,17,98,20,0,0,0.8305084745762712,0.9607843137254902,0,0.013333333333333334,0.5837135135135135,0.7866666666666666,0.8035714285714286,16,5,0.06756756756756757,0,0,11.806375442739078
"RJ Barrett","NYK",11,377,719,212,51,103,0.49514563106796117,20,61,0.32786885245901637,0.32786885245901637,50,50,52,60,0,0.49019607843137253,0.49019607843137253,1,0.3719512195121951,0.552502743902439,0.49390243902439024,0.5463917525773195,0,12,0.11650485436893204,1,0.01639344262295082,26.16487455197133
"Draymond Green","GSW",12,367,770,113,37,71,0.5211267605633803,5,20,0.25,0.25,24,70,4,15,0,0.9459459459459459,0.9459459459459459,1,0.21978021978021978,0.49833681318681317,0.489010989010989,0.5330188679245284,0,7,0.09859154929577464,0,0,14.87695749440716
"Josh Hart","NYK",11,353,668,114,35,62,0.5645161290322581,10,32,0.3125,0.3125,14,32,38,27,3,0.45714285714285713,0.5333333333333333,0.9,0.3404255319148936,0.5725058510638298,0.5319148936170213,0.5533980582524272,10,8,0.12903225806451613,0,0,15.442092154420923
"Joel Embiid","PHI",9,336,643,213,61,125,0.488,5,28,0.17857142857142858,0.18518518518518517,76,58,64,12,3,0.47540983606557374,0.5272727272727272,0.8,0.1830065359477124,0.5041348684210526,0.4477124183006536,0.5520833333333334,12,11,0.088,0,0,31.3969571230982
"Julius Randle","NYK",10,330,626,166,38,81,0.4691358024691358,17,66,0.25757575757575757,0.25757575757575757,39,34,42,45,6,0.4473684210526316,0.4594594594594595,0.8823529411764706,0.4489795918367347,0.5174401360544217,0.43197278911564624,0.4824561403508772,2,7,0.08641975308641975,0,0,28.065395095367847
"Kevon Looney","GSW",13,325,683,84,37,64,0.578125,0,0,0,0,10,52,22,0,0,0.7027027027027027,1,0,0,0.5325046875,0.578125,0.5833333333333334,22,6,0.09375,0,0,10.585305105853053
"Deandre Ayton","PHX",10,319,650,134,61,111,0.5495495495495496,0,0,0,0,12,100,22,0,0,0.819672131147541,0.9259259259259259,0,0,0.49787027027027025,0.5495495495495496,0.5583333333333333,14,8,0.07207207207207207,0,0,18.92265193370166
"Mitchell Robinson","NYK",11,298,569,71,29,48,0.6041666666666666,0,0,0,0,13,32,26,0,0,0.5517241379310345,1,0,0,0.6639520833333333,0.6041666666666666,0.5546875,26,4,0.08333333333333333,0,0,10.946745562130177
"P.J. Tucker","PHI",11,294,545,54,5,11,0.45454545454545453,14,40,0.35,0.35,2,8,2,42,0,0.8,1,1,0.7843137254901961,0.577935294117647,0.5098039215686274,0.5192307692307693,2,1,0.09090909090909091,0,0,9.105431309904153
"Kevin Love","MIA",16,288,583,110,11,27,0.4074074074074074,25,68,0.36764705882352944,0.36764705882352944,13,10,12,75,0,0.45454545454545453,0.625,1,0.7157894736842105,0.5422478947368421,0.5105263157894737,0.5392156862745098,6,1,0.037037037037037035,0,0,17.151607963246555
"Jordan Poole","GSW",13,284,608,134,30,72,0.4166666666666667,16,63,0.25396825396825395,0.25396825396825395,26,28,32,42,6,0.4666666666666667,0.4827586206896552,0.875,0.4666666666666667,0.49358037037037034,0.4,0.44666666666666666,2,11,0.1527777777777778,0,0,23.843930635838152
"Duncan Robinson","MIA",16,283,554,145,15,28,0.5357142857142857,36,83,0.43373493975903615,0.43373493975903615,7,20,10,96,12,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.7477477477477478,0.5239558558558559,0.6216216216216216,0.6327433628318584,0,2,0.07142857142857142,1,0.012048192771084338,20.12779552715655
"Jeff Green","DEN",15,278,544,58,13,27,0.48148148148148145,7,26,0.2692307692307692,0.2692307692307692,11,20,6,21,0,0.7692307692307693,0.8333333333333334,1,0.49056603773584906,0.5527254716981133,0.44339622641509435,0.4915254237288136,2,0,0,0,0,10.945273631840795
"De'Anthony Melton","PHI",11,274,520,87,12,32,0.375,19,49,0.3877551020408163,0.3877551020408163,6,14,10,51,6,0.5833333333333334,0.7777777777777778,0.8947368421052632,0.6049382716049383,0.5436592592592593,0.5,0.5117647058823529,6,6,0.1875,0,0,15.682967959527826
"De'Aaron Fox","SAC",7,270,588,192,49,102,0.4803921568627451,21,63,0.3333333333333333,0.3333333333333333,31,8,90,39,24,0.08163265306122448,0.08888888888888889,0.6190476190476191,0.38181818181818183,0.489179696969697,0.48787878787878786,0.5217391304347826,8,7,0.06862745098039216,0,0,30.994152046783626
"Chris Paul","PHX",7,250,504,87,29,63,0.4603174603174603,9,28,0.32142857142857145,0.32142857142857145,2,12,46,18,9,0.20689655172413793,0.2222222222222222,0.6666666666666666,0.3076923076923077,0.4775956043956044,0.46703296703296704,0.46774193548387094,4,4,0.06349206349206349,1,0.03571428571428571,17.605633802816904
"Jarred Vanderbilt","LAL",15,247,513,69,17,31,0.5483870967741935,7,29,0.2413793103448276,0.2413793103448276,14,24,10,21,0,0.7058823529411765,0.8571428571428571,1,0.48333333333333334,0.5775333333333333,0.4583333333333333,0.4928571428571429,6,2,0.06451612903225806,0,0,14.359861591695502
"Domantas Sabonis","SAC",7,243,516,115,48,94,0.5106382978723404,1,5,0.2,0.2,16,50,46,3,0,0.5208333333333334,0.5555555555555556,1,0.050505050505050504,0.5112631313131313,0.5,0.5180180180180181,6,10,0.10638297872340426,0,0,22.60726072607261
"Quentin Grimes","NYK",9,242,466,46,5,9,0.5555555555555556,9,37,0.24324324324324326,0.24324324324324326,9,6,4,27,0,0.6,0.75,1,0.8043478260869565,0.5519054347826087,0.40217391304347827,0.46,2,2,0.2222222222222222,0,0,11.11111111111111
"Donte DiVincenzo","GSW",13,235,496,71,9,20,0.45,15,44,0.3409090909090909,0.3488372093023256,8,14,4,45,0,0.7777777777777778,0.7777777777777778,1,0.6875,0.5326309523809525,0.4921875,0.5071428571428571,0,2,0.1,0,0,15.535714285714286
"Desmond Bane","MEM",6,231,477,141,33,66,0.5,16,50,0.32,0.32,27,38,28,39,9,0.5757575757575758,0.6333333333333333,0.8125,0.43103448275862066,0.5283008620689655,0.49137931034482757,0.5348837209302325,6,12,0.18181818181818182,1,0.02,26.373626373626372
"Trae Young","ATL",6,230,482,175,42,95,0.4421052631578947,18,54,0.3333333333333333,0.33962264150943394,37,16,68,18,36,0.19047619047619047,0.1951219512195122,0.3333333333333333,0.3624161073825503,0.4937780821917808,0.46308724832214765,0.5209580838323353,2,12,0.12631578947368421,1,0.018518518518518517,34.229390681003586
"Grant Williams","BOS",13,227,439,72,7,12,0.5833333333333334,17,34,0.5,0.5,7,8,6,51,0,0.5714285714285714,0.8,1,0.7391304347826086,0.5430641304347826,0.7065217391304348,0.72,4,1,0.08333333333333333,0,0,10.728744939271254
"De'Andre Hunter","ATL",6,224,467,100,25,47,0.5319148936170213,14,38,0.3684210526315789,0.3684210526315789,8,34,16,36,6,0.68,0.7391304347826086,0.8571428571428571,0.4470588235294118,0.5304676470588235,0.5411764705882353,0.5555555555555556,4,3,0.06382978723404255,1,0.02631578947368421,18.09872029250457
"Jaren Jackson Jr.","MEM",6,220,456,108,28,58,0.4827586206896552,7,25,0.28,0.2916666666666667,31,22,34,21,0,0.39285714285714285,0.4230769230769231,1,0.30120481927710846,0.49497560975609756,0.463855421686747,0.54,4,10,0.1724137931034483,4,0.16,22.648752399232247
"Isaiah Hartenstein","NYK",11,220,411,34,11,23,0.4782608695652174,0,0,0,0,12,16,6,0,0,0.7272727272727273,1,0,0,0.5354043478260869,0.4782608695652174,0.5483870967741935,6,1,0.043478260869565216,0,0,7.337526205450734
"Donovan Mitchell","CLE",5,207,391,116,32,59,0.5423728813559322,13,45,0.28888888888888886,0.29545454545454547,13,14,50,24,15,0.21875,0.21875,0.6153846153846154,0.4326923076923077,0.514354854368932,0.4951923076923077,0.5178571428571429,0,5,0.0847457627118644,3,0.06666666666666667,29.977116704805493
"Malik Monk","SAC",7,205,442,133,25,54,0.46296296296296297,13,39,0.3333333333333333,0.3333333333333333,44,18,32,27,12,0.36,0.375,0.6923076923076923,0.41935483870967744,0.4983897849462366,0.478494623655914,0.5598290598290598,2,7,0.12962962962962962,1,0.02564102564102564,24.615384615384613
"Anthony Edwards","MIN",5,199,387,158,40,71,0.5633802816901409,15,43,0.3488372093023256,0.35714285714285715,33,18,62,24,21,0.225,0.23076923076923078,0.5333333333333333,0.37719298245614036,0.5142269911504425,0.5482456140350878,0.5984848484848485,2,2,0.028169014084507043,1,0.023255813953488372,33.33333333333333
"Harrison Barnes","SAC",7,196,421,75,19,35,0.5428571428571428,6,25,0.24,0.25,19,18,20,18,0,0.47368421052631576,0.5294117647058824,1,0.4166666666666667,0.5299347457627118,0.4666666666666667,0.5208333333333334,4,0,0,0,0,15.182186234817813
"Keegan Murray","SAC",7,194,423,68,14,26,0.5384615384615384,12,32,0.375,0.375,4,14,14,36,0,0.5,0.5833333333333334,1,0.5517241379310345,0.5345568965517241,0.5517241379310345,0.5573770491803278,4,6,0.23076923076923078,1,0.03125,13.078470824949699
"Russell Westbrook","LAC",5,192,394,118,33,77,0.42857142857142855,10,28,0.35714285714285715,0.35714285714285715,22,18,48,27,3,0.2727272727272727,0.28125,0.9,0.26666666666666666,0.5586180952380952,0.45714285714285713,0.5130434782608696,2,6,0.07792207792207792,0,0,30.13392857142857
"Gary Payton II","GSW",12,192,393,82,32,39,0.8205128205128205,4,15,0.26666666666666666,0.26666666666666666,6,52,12,12,0,0.8125,0.9629629629629629,1,0.2777777777777778,0.5808712962962963,0.7037037037037037,0.7068965517241379,10,3,0.07692307692307693,0,0,15.164835164835166
"Jrue Holiday","MIL",5,191,404,89,22,43,0.5116279069767442,12,42,0.2857142857142857,0.3,9,10,34,18,18,0.22727272727272727,0.25,0.5,0.49411764705882355,0.5049572289156626,0.47058823529411764,0.4835164835164835,4,4,0.09302325581395349,0,0,22.17391304347826
"Jarrett Allen","CLE",5,191,358,47,22,36,0.6111111111111112,0,0,0,0,3,36,8,0,0,0.8181818181818182,0.9,0,0,0.6157305555555556,0.6111111111111112,0.6025641025641025,4,5,0.1388888888888889,0,0,10.37037037037037
"Dejounte Murray","ATL",5,190,404,115,32,66,0.48484848484848486,14,37,0.3783783783783784,0.3783783783783784,9,8,56,24,18,0.125,0.12903225806451613,0.5714285714285714,0.3592233009708738,0.507076213592233,0.5145631067961165,0.5424528301886793,2,7,0.10606060606060606,0,0,24.576271186440678
"Darius Garland","CLE",5,188,362,103,23,49,0.46938775510204084,12,31,0.3870967741935484,0.3870967741935484,21,22,24,27,9,0.4782608695652174,0.4782608695652174,0.75,0.3875,0.5277875,0.5125,0.5604395604395604,0,2,0.04081632653061224,0,0,26.847290640394093
"Evan Mobley","CLE",5,188,358,49,22,47,0.46808510638297873,0,1,0,0,5,34,10,0,0,0.7727272727272727,0.8947368421052632,0,0.020833333333333332,0.53864375,0.4583333333333333,0.47115384615384615,6,4,0.0851063829787234,0,0,15.880893300248138
"Ja Morant","MEM",5,187,396,123,32,75,0.4266666666666667,13,31,0.41935483870967744,0.41935483870967744,20,16,48,18,21,0.25,0.25806451612903225,0.46153846153846156,0.29245283018867924,0.5228033018867925,0.4858490566037736,0.5301724137931034,2,7,0.09333333333333334,0,0,28.976034858387802
"Kevin Huerter","SAC",7,184,390,64,17,33,0.5151515151515151,8,39,0.20512820512820512,0.20512820512820512,6,30,4,21,3,0.8823529411764706,0.8823529411764706,0.875,0.5416666666666666,0.5172069444444445,0.4027777777777778,0.42105263157894735,0,1,0.030303030303030304,1,0.02564102564102564,17.057569296375267
"Landry Shamet","PHX",10,184,379,48,6,16,0.375,11,29,0.3793103448275862,0.3793103448275862,3,8,4,30,3,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6444444444444445,0.5180277777777778,0.5,0.5106382978723404,0,2,0.125,0,0,12.34866828087167
"Xavier Tillman","MEM",6,183,372,52,23,41,0.5609756097560976,1,4,0.25,0.25,3,40,6,3,0,0.8695652173913043,0.9523809523809523,1,0.08888888888888889,0.57582,0.5444444444444444,0.5531914893617021,4,8,0.1951219512195122,0,0,11.943793911007027
"Torrey Craig","PHX",11,183,373,71,15,20,0.75,11,25,0.44,0.44,8,26,4,33,0,0.8666666666666667,0.8666666666666667,1,0.5555555555555556,0.5292077777777778,0.7,0.7244897959183674,0,0,0,0,0,12.53012048192771
"Mike Conley","MIN",5,183,358,60,10,20,0.5,10,22,0.45454545454545453,0.45454545454545453,10,6,14,24,6,0.3,0.3,0.8,0.5238095238095238,0.48806428571428573,0.5952380952380952,0.625,0,2,0.1,0,0,13.636363636363637
"Brook Lopez","MIL",5,182,385,95,32,50,0.64,7,17,0.4117647058823529,0.4117647058823529,10,48,16,21,0,0.75,0.8888888888888888,1,0.2537313432835821,0.5168425373134329,0.6343283582089553,0.6597222222222222,10,2,0.04,0,0,19.257540603248263
"Karl-Anthony Towns","MIN",5,180,344,91,26,46,0.5652173913043478,6,24,0.25,0.25,21,38,14,18,0,0.7307692307692307,0.76,1,0.34285714285714286,0.5010771428571429,0.5,0.56875,2,3,0.06521739130434782,1,0.041666666666666664,25.857519788918207
"Lonnie Walker IV","LAL",13,179,352,80,16,26,0.6153846153846154,13,34,0.38235294117647056,0.38235294117647056,9,16,16,36,3,0.5,0.5,0.9230769230769231,0.5666666666666667,0.49797416666666666,0.5916666666666667,0.6060606060606061,0,0,0,0,0,18.42105263157895
"Rudy Gobert","MIN",5,177,344,75,29,46,0.6304347826086957,0,0,0,0,17,42,16,0,0,0.7241379310344828,1,0,0,0.6047608695652174,0.6304347826086957,0.635593220338983,16,3,0.06521739130434782,0,0,17.819148936170215
"Josh Okogie","PHX",10,175,353,41,12,23,0.5217391304347826,2,14,0.14285714285714285,0.14285714285714285,11,18,6,6,0,0.75,0.8181818181818182,1,0.3783783783783784,0.5457405405405406,0.40540540540540543,0.47674418604651164,2,2,0.08695652173913043,0,0,11.330049261083746
"Immanuel Quickley","NYK",8,175,331,72,14,29,0.4827586206896552,9,37,0.24324324324324326,0.24324324324324326,17,14,14,24,3,0.5,0.5384615384615384,0.8888888888888888,0.5606060606060606,0.4988107692307692,0.4166666666666667,0.47368421052631576,2,0,0,0,0,21.73913043478261
"Obi Toppin","NYK",11,175,332,77,17,27,0.6296296296296297,13,43,0.3023255813953488,0.3023255813953488,4,30,4,36,3,0.8823529411764706,0.9375,0.9230769230769231,0.6142857142857143,0.5783442857142856,0.5214285714285715,0.5347222222222222,2,1,0.037037037037037035,0,0,20.460358056265985
"Khris Middleton","MIL",5,173,362,119,27,54,0.5,13,32,0.40625,0.40625,26,20,34,15,24,0.37037037037037035,0.4,0.38461538461538464,0.37209302325581395,0.4970994186046511,0.5406976744186046,0.601010101010101,4,4,0.07407407407407407,0,0,28.641975308641978
"Caris LeVert","CLE",5,170,324,75,14,27,0.5185185185185185,13,36,0.3611111111111111,0.3611111111111111,8,12,16,33,6,0.42857142857142855,0.5,0.8461538461538461,0.5714285714285714,0.5315936507936508,0.5317460317460317,0.5434782608695652,4,1,0.037037037037037035,0,0,20.498614958448755
"Norman Powell","LAC",5,167,348,109,23,44,0.5227272727272727,13,32,0.40625,0.41935483870967744,24,18,28,27,12,0.391304347826087,0.4090909090909091,0.6923076923076923,0.42105263157894735,0.5121793333333333,0.5592105263157895,0.6067415730337079,2,9,0.20454545454545456,0,0,24.744897959183675
"Dillon Brooks","MEM",6,167,339,63,14,35,0.4,10,42,0.23809523809523808,0.23809523809523808,5,16,12,30,0,0.5714285714285714,0.5714285714285714,1,0.5454545454545454,0.5230720779220779,0.37662337662337664,0.39375,0,7,0.2,0,0,22.36503856041131
"Christian Braun","DEN",14,165,316,32,10,19,0.5263157894736842,2,9,0.2222222222222222,0.25,6,12,8,6,0,0.6,0.6,1,0.32142857142857145,0.5558111111111111,0.4642857142857143,0.5,0,2,0.10526315789473684,1,0.1111111111111111,10.92436974789916
"John Collins","ATL",6,164,344,68,15,28,0.5357142857142857,11,32,0.34375,0.34375,5,24,6,33,0,0.8,0.9230769230769231,1,0.5333333333333333,0.5264458333333333,0.525,0.5483870967741935,4,7,0.25,0,0,18.15856777493606
"Moses Moody","GSW",12,161,337,70,10,21,0.47619047619047616,13,22,0.5909090909090909,0.5909090909090909,11,16,4,36,3,0.8,0.8888888888888888,0.9230769230769231,0.5116279069767442,0.5235790697674418,0.686046511627907,0.7291666666666666,2,1,0.047619047619047616,0,0,13.157894736842106
"Spencer Dinwiddie","BKN",4,159,297,66,15,33,0.45454545454545453,7,18,0.3888888888888889,0.3888888888888889,15,8,22,9,12,0.26666666666666666,0.26666666666666666,0.42857142857142855,0.35294117647058826,0.5017313725490196,0.5,0.5409836065573771,0,4,0.12121212121212122,0,0,22.884012539184955
"Mikal Bridges","BKN",4,157,290,94,23,52,0.4423076923076923,10,25,0.4,0.4,18,18,28,21,9,0.391304347826087,0.4090909090909091,0.7,0.3246753246753247,0.5038616883116883,0.4935064935064935,0.5402298850574713,2,5,0.09615384615384616,0,0,30.063291139240505
