SEASON,MINUTES_ON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HOG%,AGE,EXP,POS_EST
2016-17,577,Brandon Bass,101138,1610612746,15.741,28.7,LAC,1141,9.6,32,11,4.15
2015-16,1079,Leandro Barbosa,2571,1610612744,14.248,61.6,GSW,2206,11.8,33,12,2.13
2014-15,982,Leandro Barbosa,2571,1610612744,14.473,69.6,GSW,1981,14.6,32,11,1.87
2013-14,368,Leandro Barbosa,2571,1610612756,15.16,38.4,PHX,724,21.0,31,10,1.53
2016-17,963,Leandro Barbosa,2571,1610612756,14.289,67.8,PHX,1963,14.5,34,13,2.04
2015-16,1513,Jordan Hill,201941,1610612754,15.502,94.5,IND,2978,12.3,28,6,4.74
2014-15,1874,Jordan Hill,201941,1610612747,15.813,112.0,LAL,3697,11.5,27,5,4.92
2013-14,1500,Jordan Hill,201941,1610612747,14.748,73.9,LAL,3008,10.0,26,4,4.15
2016-17,47,Jordan Hill,201941,1610612750,15.333,2.0,MIN,90,8.7,29,7,4.78
2015-16,1386,Boris Diaw,2564,1610612759,15.398,96.4,SAS,2760,13.6,34,12,4.04
2014-15,1984,Boris Diaw,2564,1610612759,15.611,130.0,SAS,3851,13.0,33,11,3.98
2013-14,1974,Boris Diaw,2564,1610612759,15.025,111.8,SAS,3892,11.5,32,10,4.0
2016-17,1283,Boris Diaw,2564,1610612762,16.546,90.5,UTA,2410,13.6,35,13,4.02
2015-16,526,Kevin Seraphin,202338,1610612752,15.386,32.8,NYK,1035,12.4,26,5,4.97
2014-15,1235,Kevin Seraphin,202338,1610612764,16.328,62.8,WAS,2301,10.0,25,4,5.0
2013-14,578,Kevin Seraphin,202338,1610612764,15.778,24.4,WAS,1091,8.5,24,3,4.86
2016-17,559,Kevin Seraphin,202338,1610612754,15.337,22.2,IND,1114,7.8,27,6,4.51
2015-16,2190,Matt Barnes,2440,1610612763,15.633,119.0,MEM,4274,10.7,36,12,3.07
2014-15,2271,Matt Barnes,2440,1610612746,14.59,66.3,LAC,4473,6.1,35,11,3.06
2013-14,1735,Matt Barnes,2440,1610612746,14.005,64.5,LAC,3498,7.9,34,10,3.16
2016-17,1366,Matt Barnes,2440,1610612758,15.553,84.1,SAC,2692,12.1,37,13,3.11
2016-17,410,Matt Barnes,2440,1610612744,14.269,23.9,GSW,828,12.1,37,13,3.65
2015-16,4,Jarnell Stokes,203950,1610612763,15.375,0.2,MEM,8,9.8,21,2,5.0
2015-16,14,Jarnell Stokes,203950,1610612748,15.379,0.7,MIA,29,9.4,21,2,5.0
2014-15,126,Jarnell Stokes,203950,1610612763,14.78,5.3,MEM,254,8.5,20,1,4.58
2016-17,7,Jarnell Stokes,203950,1610612743,11.429,0.1,DEN,14,3.7,22,3,5.0
2015-16,1055,Brandon Rush,201575,1610612744,13.918,40.6,GSW,2170,8.1,30,7,2.97
2014-15,271,Brandon Rush,201575,1610612744,14.867,11.9,GSW,572,8.4,29,6,2.87
2013-14,418,Brandon Rush,201575,1610612762,16.838,18.0,UTA,795,8.1,28,5,2.93
2016-17,1030,Brandon Rush,201575,1610612750,15.851,26.5,MIN,2022,5.0,31,8,2.08
2016-17,44,Kyle Wiltjer,1627787,1610612745,14.088,2.3,HOU,102,9.6,24,0,4.15
2015-16,463,James Jones,2592,1610612739,15.525,16.6,CLE,922,7.0,35,12,3.55
2014-15,669,James Jones,2592,1610612739,16.106,23.9,CLE,1306,6.8,34,11,3.24
2013-14,236,James Jones,2592,1610612748,16.428,7.1,MIA,430,6.0,33,10,2.44
2016-17,380,James Jones,2592,1610612739,14.919,14.6,CLE,755,7.8,36,13,3.55
2015-16,1431,Gerald Henderson,201945,1610612757,15.463,77.0,POR,2839,10.5,28,6,2.89
2014-15,2315,Gerald Henderson,201945,1610612766,15.745,143.0,CHA,4454,12.2,27,5,2.2
2013-14,2461,Gerald Henderson,201945,1610612766,16.221,160.9,CHA,4676,12.7,26,4,2.12
2016-17,1667,Gerald Henderson,201945,1610612755,14.934,86.6,PHI,3402,10.2,29,7,1.96
2015-16,465,Kris Humphries,2743,1610612764,13.885,19.6,WAS,955,8.9,31,11,4.25
2015-16,74,Kris Humphries,2743,1610612756,14.025,4.4,PHX,157,12.0,31,11,4.0
2015-16,295,Kris Humphries,2743,1610612737,14.469,14.0,ATL,588,9.9,31,11,4.78
2014-15,1345,Kris Humphries,2743,1610612764,15.784,63.9,WAS,2568,9.5,30,10,4.04
2013-14,1376,Kris Humphries,2743,1610612738,15.836,66.7,BOS,2635,9.6,29,9,4.42
2016-17,689,Kris Humphries,2743,1610612737,15.278,35.7,ATL,1370,10.2,32,12,4.55
2015-16,1915,Jared Sullinger,203096,1610612738,14.0,106.6,BOS,3888,11.8,23,3,4.86
2014-15,1566,Jared Sullinger,203096,1610612738,14.52,90.1,BOS,3120,11.9,22,2,4.4
2013-14,2041,Jared Sullinger,203096,1610612738,15.597,104.8,BOS,3992,10.1,21,1,4.7
2016-17,118,Jared Sullinger,203096,1610612761,16.465,5.0,TOR,230,7.9,24,4,4.3
2016-17,331,Maurice Ndour,1626254,1610612752,14.695,12.9,NYK,656,8.0,25,0,3.93
2015-16,395,Lamar Patterson,203934,1610612737,14.615,21.6,ATL,799,11.1,24,0,2.22
2016-17,40,Lamar Patterson,203934,1610612737,13.974,5.4,ATL,78,29.7,25,1,1.0
2015-16,590,Metta World Peace,1897,1610612747,15.5,26.9,LAL,1133,9.2,36,15,3.08
2013-14,388,Metta World Peace,1897,1610612752,15.589,20.2,NYK,756,10.3,34,14,3.34
2016-17,160,Metta World Peace,1897,1610612747,14.984,8.6,LAL,317,10.9,37,16,3.13
2015-16,36,Chris Andersen,2365,1610612748,16.132,1.4,MIA,68,7.7,37,13,5.0
2015-16,366,Chris Andersen,2365,1610612763,15.922,11.6,MEM,694,6.3,37,13,5.0
2014-15,1132,Chris Andersen,2365,1610612748,16.25,34.4,MIA,2129,6.0,36,12,4.65
2013-14,1396,Chris Andersen,2365,1610612748,16.189,31.9,MIA,2600,4.5,35,11,4.72
2016-17,114,Chris Andersen,2365,1610612739,14.409,4.2,CLE,225,7.8,38,14,4.96
2015-16,333,Brian Roberts,203148,1610612766,15.483,64.6,CHA,654,38.3,30,3,1.0
2015-16,137,Brian Roberts,203148,1610612757,15.429,26.5,POR,287,35.9,30,3,1.0
2014-15,1330,Brian Roberts,203148,1610612766,16.013,242.5,CHA,2543,35.7,29,2,1.0
2013-14,1667,Brian Roberts,203148,1610612740,15.836,344.7,NOP,3204,40.8,28,1,1.0
2016-17,416,Brian Roberts,203148,1610612766,16.115,84.9,CHA,808,39.1,31,4,1.0
2014-15,555,Sergey Karasev,203508,1610612751,15.522,21.1,BKN,1085,7.5,21,1,2.41
2013-14,156,Sergey Karasev,203508,1610612739,14.703,6.6,CLE,316,8.5,20,0,2.96
2015-16,399,Sergey Karasev,203508,1610612751,14.459,16.7,BKN,812,8.5,22,2,2.62
2014-15,1504,Rasual Butler,2446,1610612764,15.843,58.4,WAS,2908,7.6,35,12,2.43
2013-14,378,Rasual Butler,2446,1610612754,16.098,14.1,IND,723,7.3,34,11,2.23
2015-16,431,Rasual Butler,2446,1610612759,15.841,18.6,SAS,859,8.2,36,13,2.79
2014-15,108,Shayne Whittington,203963,1610612754,15.128,5.1,IND,211,9.6,24,0,4.55
2015-16,41,Shayne Whittington,203963,1610612754,15.06,1.7,IND,83,8.2,25,1,4.31
2014-15,208,Devyn Marble,203906,1610612753,13.313,7.0,ORL,434,7.3,22,0,2.85
2015-16,249,Devyn Marble,203906,1610612753,14.16,9.2,ORL,513,7.6,23,1,2.5
2014-15,1436,Ray McCallum,203492,1610612758,14.997,272.9,SAC,2863,38.1,23,2,1.11
2013-14,897,Ray McCallum,203492,1610612758,16.363,189.5,SAC,1729,40.2,22,1,1.18
2015-16,256,Ray McCallum,203492,1610612759,16.11,43.2,SAS,499,32.2,24,3,1.14
2015-16,219,Ray McCallum,203492,1610612763,16.16,39.5,MEM,420,34.9,24,3,1.19
2015-16,95,Sasha Kaun,201619,1610612739,15.276,3.0,CLE,203,5.8,31,0,4.65
2015-16,50,Andrew Goudelock,202726,1610612745,12.352,7.2,HOU,105,33.3,27,2,1.01
2014-15,29,Russ Smith,203893,1610612740,15.133,5.3,NOP,60,35.0,23,0,1.0
2014-15,36,Russ Smith,203893,1610612763,14.013,7.7,MEM,76,43.4,23,0,1.0
2015-16,66,Russ Smith,203893,1610612763,13.66,16.4,MEM,144,50.0,24,1,1.0
2014-15,1107,Donald Sloan,202388,1610612754,16.418,270.8,IND,2132,46.4,27,3,1.04
2013-14,392,Donald Sloan,202388,1610612754,16.291,80.4,IND,756,39.2,26,2,1.06
2015-16,1318,Donald Sloan,202388,1610612751,15.155,274.6,BKN,2608,41.7,28,4,1.06
2014-15,795,Kostas Papanikolaou,203123,1610612745,14.961,46.2,HOU,1584,11.7,24,0,3.76
2015-16,294,Kostas Papanikolaou,203123,1610612743,15.662,16.6,DEN,557,11.4,25,1,3.43
2014-15,98,Kevin Garnett,708,1610612750,13.82,4.7,MIN,200,10.2,39,19,4.04
2014-15,854,Kevin Garnett,708,1610612751,15.929,41.2,BKN,1613,9.6,39,19,4.18
2013-14,1109,Kevin Garnett,708,1610612751,15.769,53.5,BKN,2072,9.8,38,18,4.7
2015-16,556,Kevin Garnett,708,1610612750,14.812,27.3,MIN,1079,10.2,40,20,4.01
2014-15,1303,Kevin Martin,2755,1610612750,15.099,70.0,MIN,2585,10.8,32,10,2.08
2013-14,2177,Kevin Martin,2755,1610612750,14.56,136.5,MIN,4496,12.5,31,9,2.02
2015-16,834,Kevin Martin,2755,1610612750,15.183,44.7,MIN,1675,10.5,33,11,2.05
2015-16,261,Kevin Martin,2755,1610612759,15.756,13.4,SAS,517,9.9,33,11,2.66
2014-15,1133,Robert Sacre,203135,1610612747,15.742,50.8,LAL,2201,8.8,26,2,5.0
2013-14,1089,Robert Sacre,203135,1610612747,13.897,47.4,LAL,2241,9.1,25,1,5.0
2015-16,320,Robert Sacre,203135,1610612747,14.971,12.5,LAL,650,7.7,27,3,5.0
2014-15,417,Kendall Marshall,203088,1610612749,15.016,65.2,MIL,795,32.8,23,2,1.97
2013-14,1564,Kendall Marshall,203088,1610612747,13.83,290.0,LAL,3233,38.9,22,1,1.11
2015-16,400,Kendall Marshall,203088,1610612755,14.237,61.4,PHI,834,31.0,24,3,1.44
2014-15,441,Ryan Hollins,200797,1610612758,14.798,14.1,SAC,870,6.6,30,8,5.0
2013-14,482,Ryan Hollins,200797,1610612746,14.627,12.1,LAC,950,5.2,29,7,4.84
2015-16,412,Ryan Hollins,200797,1610612763,16.163,11.8,MEM,786,5.6,31,9,5.0
2015-16,48,Ryan Hollins,200797,1610612764,15.848,1.1,WAS,92,4.5,31,9,5.0
2014-15,622,Andre Miller,1889,1610612758,15.141,140.5,SAC,1224,45.5,39,15,1.17
2014-15,631,Andre Miller,1889,1610612764,17.582,143.8,WAS,1134,43.3,39,15,1.0
2013-14,570,Andre Miller,1889,1610612743,15.729,85.5,DEN,1090,29.9,38,14,1.96
2013-14,411,Andre Miller,1889,1610612764,16.209,82.8,WAS,764,40.1,38,14,1.09
2015-16,181,Andre Miller,1889,1610612759,16.828,35.0,SAS,338,36.9,40,16,1.17
2015-16,280,Andre Miller,1889,1610612750,16.124,59.8,MIN,518,43.0,40,16,1.03
2014-15,363,Greg Smith,202962,1610612742,15.185,7.5,DAL,710,4.2,24,3,4.21
2013-14,100,Greg Smith,202962,1610612745,14.211,2.4,HOU,204,5.0,23,2,4.85
2015-16,192,Greg Smith,202962,1610612750,15.505,5.8,MIN,372,6.0,25,4,4.61
2014-15,1207,Kobe Bryant,977,1610612747,15.532,191.0,LAL,2402,30.7,36,18,2.07
2013-14,177,Kobe Bryant,977,1610612747,15.048,35.3,LAL,357,39.4,35,17,1.91
2015-16,1863,Kobe Bryant,977,1610612747,15.458,182.3,LAL,3766,18.8,37,19,2.99
2014-15,159,Bryce Cotton,203955,1610612762,14.81,31.8,UTA,331,38.9,22,0,1.0
2015-16,33,Bryce Cotton,203955,1610612756,14.53,4.7,PHX,66,29.4,23,1,1.0
2015-16,6,Bryce Cotton,203955,1610612763,14.083,0.2,MEM,12,7.1,23,1,1.0
2014-15,1610,Kirk Hinrich,2550,1610612741,15.789,195.0,CHI,3116,23.8,34,11,1.66
2013-14,2116,Kirk Hinrich,2550,1610612741,16.547,416.6,CHI,3967,38.1,33,10,1.27
2015-16,555,Kirk Hinrich,2550,1610612741,15.453,70.9,CHI,1091,25.2,35,12,1.31
2015-16,76,Kirk Hinrich,2550,1610612737,15.546,9.2,ATL,141,25.2,35,12,1.5
2015-16,156,Damien Inglis,203996,1610612749,14.775,7.9,MIL,302,10.6,21,0,3.23
2014-15,785,Andrea Bargnani,200745,1610612752,16.457,44.8,NYK,1510,10.8,29,8,5.0
2013-14,1257,Andrea Bargnani,200745,1610612752,16.607,50.7,NYK,2361,7.8,28,7,5.0
2015-16,634,Andrea Bargnani,200745,1610612751,15.78,26.7,BKN,1243,8.2,30,9,4.67
2014-15,383,Jeff Ayres,201965,1610612759,16.1,17.8,SAS,759,8.7,28,4,4.45
2013-14,952,Jeff Ayres,201965,1610612759,14.905,36.8,SAS,1893,7.8,27,3,4.44
2015-16,107,Jeff Ayres,201965,1610612746,15.744,4.7,LAC,215,8.3,29,5,4.83
2014-15,1991,Jason Thompson,201574,1610612758,15.241,73.6,SAC,3903,7.4,28,6,4.53
2013-14,2007,Jason Thompson,201574,1610612758,15.719,77.0,SAC,3901,7.5,27,5,4.33
2015-16,292,Jason Thompson,201574,1610612761,16.809,11.4,TOR,556,7.3,29,7,4.53
2015-16,179,Jason Thompson,201574,1610612744,14.611,10.6,GSW,383,11.4,29,7,4.81
2014-15,1058,Tyler Hansbrough,201946,1610612761,16.163,25.9,TOR,1999,4.8,29,5,4.83
2013-14,978,Tyler Hansbrough,201946,1610612761,16.287,36.8,TOR,1870,7.2,28,4,4.76
2015-16,343,Tyler Hansbrough,201946,1610612766,15.617,8.6,CHA,682,4.8,30,6,4.14
2014-15,180,DeJuan Blair,201971,1610612764,14.876,8.4,WAS,362,9.4,25,5,4.03
2013-14,1214,DeJuan Blair,201971,1610612742,15.159,38.3,DAL,2410,6.3,24,4,4.35
2015-16,218,DeJuan Blair,201971,1610612764,14.015,8.1,WAS,460,7.5,26,6,4.99
2014-15,187,Chris Johnson,203187,1610612755,14.42,9.5,PHI,383,10.3,25,2,3.0
2014-15,128,Chris Johnson,203187,1610612749,15.036,2.6,MIL,251,4.1,25,2,2.98
2014-15,211,Chris Johnson,203187,1610612762,15.336,9.9,UTA,422,9.2,25,2,2.58
2013-14,789,Chris Johnson,203187,1610612738,15.246,25.7,BOS,1537,6.6,24,1,2.4
2015-16,857,Chris Johnson,203187,1610612762,16.208,33.3,UTA,1629,7.6,26,3,2.31
2013-14,2309,James Anderson,202341,1610612755,13.857,89.7,PHI,4775,8.1,25,3,2.27
2015-16,721,James Anderson,202341,1610612758,14.15,34.4,SAC,1500,9.7,27,4,2.7
2014-15,1556,Chris Bosh,2547,1610612748,16.432,103.3,MIA,2911,13.0,31,11,4.73
2013-14,2531,Chris Bosh,2547,1610612748,15.44,99.3,MIA,4819,8.0,30,10,4.94
2015-16,1778,Chris Bosh,2547,1610612748,15.907,110.9,MIA,3405,12.3,32,12,4.45
2014-15,827,Chris Copeland,203142,1610612754,16.418,41.2,IND,1597,9.4,30,3,2.94
2013-14,265,Chris Copeland,203142,1610612754,15.81,12.0,IND,520,8.8,29,2,3.78
2015-16,156,Chris Copeland,203142,1610612749,15.767,4.8,MIL,301,6.1,31,4,3.67
2014-15,678,Charlie Villanueva,101111,1610612742,14.381,27.5,DAL,1390,8.3,30,9,4.4
2013-14,180,Charlie Villanueva,101111,1610612765,15.607,7.5,DET,349,8.3,29,8,4.16
2015-16,665,Charlie Villanueva,101111,1610612742,14.987,26.4,DAL,1349,7.8,31,10,4.32
2014-15,1286,Chase Budinger,201978,1610612750,14.889,47.3,MIN,2543,7.5,27,5,3.19
2013-14,751,Chase Budinger,201978,1610612750,14.974,21.8,MIN,1477,5.9,26,4,2.5
2015-16,729,Chase Budinger,201978,1610612754,14.912,31.0,IND,1467,8.5,28,6,3.26
2015-16,200,Chase Budinger,201978,1610612756,14.131,7.1,PHX,413,7.3,28,6,3.14
2014-15,89,Jared Cunningham,203099,1610612746,14.461,9.5,LAC,180,21.9,23,3,1.79
2013-14,22,Jared Cunningham,203099,1610612737,14.667,0.9,ATL,45,8.2,22,2,2.0
2013-14,58,Jared Cunningham,203099,1610612758,15.333,7.3,SAC,114,25.1,22,2,1.91
2015-16,55,Jared Cunningham,203099,1610612749,15.369,2.3,MIL,103,8.7,24,4,2.16
2015-16,355,Jared Cunningham,203099,1610612739,15.484,31.8,CLE,705,17.5,24,4,1.71
2014-15,1398,Chris Kaman,2549,1610612757,15.916,62.2,POR,2693,8.7,33,11,4.97
2013-14,736,Chris Kaman,2549,1610612747,14.235,45.5,LAL,1527,12.6,32,10,4.98
2015-16,112,Chris Kaman,2549,1610612757,15.936,5.3,POR,220,9.1,34,12,5.0
2014-15,44,Jorge Gutierrez,203268,1610612751,13.632,8.0,BKN,87,40.5,26,1,1.0
2014-15,131,Jorge Gutierrez,203268,1610612749,15.306,15.1,MIL,255,23.2,26,1,1.15
2013-14,244,Jorge Gutierrez,203268,1610612751,15.934,35.0,BKN,469,28.1,25,0,1.0
2015-16,63,Jorge Gutierrez,203268,1610612766,14.323,14.5,CHA,133,45.7,27,2,1.0
2014-15,63,Cameron Bairstow,203946,1610612741,15.512,2.2,CHI,127,6.7,24,0,3.92
2015-16,103,Cameron Bairstow,203946,1610612741,13.163,,CHI,221,,25,1,4.7
2015-16,36,Cliff Alexander,1626146,1610612757,14.27,1.3,POR,74,7.4,20,0,4.58
2014-15,198,Tayshaun Prince,2419,1610612738,15.489,11.0,BOS,380,11.2,35,12,3.53
2014-15,628,Tayshaun Prince,2419,1610612763,16.242,32.7,MEM,1172,10.3,35,12,3.37
2014-15,571,Tayshaun Prince,2419,1610612765,16.025,36.3,DET,1076,12.6,35,12,3.27
2013-14,1948,Tayshaun Prince,2419,1610612763,17.208,115.7,MEM,3583,11.3,34,11,3.05
2015-16,1461,Tayshaun Prince,2419,1610612750,15.646,49.4,MIN,2796,6.8,36,13,3.16
2014-15,122,Jordan Hamilton,202706,1610612746,15.008,5.0,LAC,245,8.2,24,3,2.89
2013-14,349,Jordan Hamilton,202706,1610612745,13.92,18.5,HOU,714,11.2,23,2,2.83
2013-14,670,Jordan Hamilton,202706,1610612743,14.742,34.5,DEN,1345,10.4,23,2,2.75
2015-16,304,Jordan Hamilton,202706,1610612740,14.964,17.6,NOP,608,11.6,25,4,2.86
2014-15,1399,Henry Sims,203156,1610612755,15.395,79.4,PHI,2765,11.2,25,2,4.99
2013-14,707,Henry Sims,203156,1610612755,14.653,30.6,PHI,1400,8.9,24,1,4.92
2013-14,168,Henry Sims,203156,1610612739,15.015,4.4,CLE,339,5.2,24,1,4.89
2015-16,263,Henry Sims,203156,1610612751,14.851,7.6,BKN,531,5.8,26,3,5.0
2014-15,1529,Steve Blake,2581,1610612757,15.49,285.2,POR,2990,36.9,35,11,1.01
2013-14,607,Steve Blake,2581,1610612744,15.067,112.1,GSW,1212,36.8,34,10,1.29
2013-14,891,Steve Blake,2581,1610612747,14.788,153.3,LAL,1812,34.3,34,10,1.09
2015-16,986,Steve Blake,2581,1610612765,15.566,237.8,DET,1935,47.4,36,12,1.0
2014-15,865,Amar'e Stoudemire,2405,1610612752,16.722,51.8,NYK,1610,11.5,32,12,4.52
2014-15,380,Amar'e Stoudemire,2405,1610612742,14.97,17.4,DAL,763,9.1,32,12,4.21
2013-14,1466,Amar'e Stoudemire,2405,1610612752,16.814,64.4,NYK,2708,8.5,31,11,4.42
2015-16,762,Amar'e Stoudemire,2405,1610612748,15.992,27.8,MIA,1475,7.1,33,13,5.0
2014-15,647,Cleanthony Early,203921,1610612752,15.829,44.7,NYK,1248,13.6,24,0,2.98
2015-16,154,Cleanthony Early,203921,1610612752,15.369,7.3,NYK,295,9.7,25,1,3.28
2014-15,895,Tony Wroten,203100,1610612755,15.041,150.1,PHI,1777,33.7,21,3,1.36
2013-14,1765,Tony Wroten,203100,1610612755,13.775,236.1,PHI,3642,28.2,20,2,1.52
2015-16,144,Tony Wroten,203100,1610612755,14.452,,PHI,299,,22,4,1.04
2014-15,248,Jordan Adams,203919,1610612763,14.605,10.7,MEM,486,9.0,20,0,1.61
2015-16,15,Jordan Adams,203919,1610612763,13.152,0.8,MEM,33,11.1,21,1,2.41
2014-15,1623,Caron Butler,2406,1610612765,16.062,77.1,DET,3095,9.3,35,12,2.88
2013-14,821,Caron Butler,2406,1610612749,16.247,53.0,MIL,1577,12.4,34,11,3.25
2013-14,598,Caron Butler,2406,1610612760,14.893,19.8,OKC,1192,6.7,34,11,2.86
2015-16,176,Caron Butler,2406,1610612758,14.521,7.3,SAC,363,8.3,36,13,3.01
2014-15,255,Chuck Hayes,101236,1610612761,16.014,6.9,TOR,490,5.3,31,9,4.94
2013-14,575,Chuck Hayes,101236,1610612761,16.356,22.2,TOR,1082,7.5,30,8,4.8
2013-14,179,Chuck Hayes,101236,1610612758,15.19,6.1,SAC,353,6.8,30,8,4.93
2015-16,24,Chuck Hayes,101236,1610612745,13.431,,HOU,51,,32,10,5.0
2015-16,82,Tibor Pleiss,202353,1610612762,16.462,4.0,UTA,156,9.3,26,0,5.0
2014-15,2227,Tim Duncan,1495,1610612759,15.64,133.4,SAS,4342,11.8,39,17,5.0
2013-14,2158,Tim Duncan,1495,1610612759,15.315,132.2,SAS,4239,12.2,38,16,5.0
2015-16,1537,Tim Duncan,1495,1610612759,16.148,75.9,SAS,2972,9.5,40,18,4.99
2014-15,1192,Carl Landry,201171,1610612758,15.648,50.3,SAC,2331,8.3,31,7,4.32
2013-14,233,Carl Landry,201171,1610612758,16.019,9.8,SAC,465,7.9,30,6,4.59
2015-16,569,Carl Landry,201171,1610612755,15.142,29.4,PHI,1161,10.0,32,8,4.48
2014-15,1697,O.J. Mayo,201564,1610612749,14.461,89.7,MIL,3363,11.1,27,6,2.2
2013-14,1346,O.J. Mayo,201564,1610612749,15.879,84.2,MIL,2598,12.2,26,5,2.12
2015-16,1090,O.J. Mayo,201564,1610612749,14.734,80.5,MIL,2153,15.2,28,7,2.4
2014-15,126,Nate Robinson,101126,1610612746,15.347,21.3,LAC,248,33.6,30,9,1.0
2014-15,465,Nate Robinson,101126,1610612743,14.538,79.5,DEN,904,36.3,30,9,1.0
2013-14,866,Nate Robinson,101126,1610612743,15.071,131.0,DEN,1701,30.7,29,8,1.0
2015-16,23,Nate Robinson,101126,1610612740,15.787,3.8,NOP,47,30.7,31,10,1.0
2014-15,128,Nazr Mohammed,1737,1610612741,15.761,5.3,CHI,247,8.2,37,16,5.0
2013-14,562,Nazr Mohammed,1737,1610612741,17.31,17.9,CHI,1020,6.1,36,15,4.91
2015-16,19,Nazr Mohammed,1737,1610612760,14.143,0.7,OKC,42,7.1,38,17,5.0
2014-15,864,Drew Gooden,2400,1610612764,15.759,39.6,WAS,1654,9.1,33,12,4.09
2013-14,395,Drew Gooden,2400,1610612764,16.167,19.8,WAS,741,9.9,32,11,4.75
2015-16,305,Drew Gooden,2400,1610612764,14.752,14.1,WAS,626,9.2,34,13,4.3
2015-16,24,Duje Dukan,1626251,1610612758,16.56,1.1,SAC,50,8.0,24,0,3.0
2014-15,485,Mitch McGary,203956,1610612760,14.628,22.7,OKC,990,9.4,23,0,4.64
2015-16,72,Mitch McGary,203956,1610612760,14.581,3.8,OKC,160,9.8,24,1,4.3
2014-15,831,Mo Williams,2590,1610612766,15.351,180.4,CHA,1638,43.0,32,11,1.36
2014-15,1149,Mo Williams,2590,1610612750,15.516,292.1,MIN,2262,49.9,32,11,1.0
2013-14,1833,Mo Williams,2590,1610612757,15.514,343.3,POR,3628,36.6,31,10,1.0
2015-16,748,Mo Williams,2590,1610612739,15.971,151.2,CLE,1462,38.9,33,12,1.0
2014-15,858,Lou Amundson,200811,1610612752,16.394,43.6,NYK,1625,9.8,32,8,4.16
2014-15,79,Lou Amundson,200811,1610612739,15.082,2.7,CLE,159,6.8,32,8,4.07
2013-14,1,Lou Amundson,200811,1610612741,13.333,0.0,CHI,3,0.0,31,7,4.0
2013-14,184,Lou Amundson,200811,1610612740,16.138,7.4,NOP,341,8.1,31,7,4.12
2015-16,204,Lou Amundson,200811,1610612752,15.307,9.0,NYK,391,9.0,33,9,4.35
2014-15,815,Nikola Pekovic,201593,1610612750,15.516,28.4,MIN,1593,6.9,29,4,5.0
2013-14,1664,Nikola Pekovic,201593,1610612750,14.833,60.3,MIN,3391,7.2,28,3,5.0
2015-16,156,Nikola Pekovic,201593,1610612750,16.436,5.1,MIN,289,6.4,30,5,5.0
2014-15,531,Cory Jefferson,203928,1610612751,14.812,22.8,BKN,1047,8.8,24,1,4.01
2015-16,50,Cory Jefferson,203928,1610612756,14.782,2.1,PHX,101,8.4,25,2,4.0
2014-15,486,Elton Brand,1882,1610612737,15.709,18.5,ATL,939,7.5,36,15,4.97
2013-14,1414,Elton Brand,1882,1610612737,15.369,58.0,ATL,2753,8.2,35,14,4.98
2015-16,225,Elton Brand,1882,1610612755,14.895,10.9,PHI,458,9.6,37,16,4.9
2014-15,77,Elliot Williams,202343,1610612740,16.614,4.5,NOP,145,11.2,25,4,2.27
2014-15,42,Elliot Williams,202343,1610612762,15.855,4.9,UTA,83,22.3,25,4,1.93
2013-14,1157,Elliot Williams,202343,1610612755,13.959,62.2,PHI,2386,11.2,24,3,2.17
2015-16,45,Elliot Williams,202343,1610612763,16.383,,MEM,81,,26,5,1.1
2014-15,402,Pablo Prigioni,203143,1610612745,13.883,56.0,HOU,828,29.2,38,2,1.03
2014-15,795,Pablo Prigioni,203143,1610612752,16.604,105.2,NYK,1497,25.4,38,2,1.36
2013-14,1282,Pablo Prigioni,203143,1610612752,16.744,237.4,NYK,2351,36.2,37,1,1.22
2015-16,823,Pablo Prigioni,203143,1610612746,15.756,138.2,LAC,1604,32.8,39,3,1.02
2015-16,29,Branden Dawson,1626183,1610612746,17.088,0.5,LAC,57,3.1,23,0,3.83
2014-15,504,Festus Ezeli,203105,1610612744,14.657,19.6,GSW,1009,8.0,25,1,4.97
2015-16,770,Festus Ezeli,203105,1610612744,13.632,28.1,GSW,1586,7.8,26,2,5.0
2014-15,410,Erick Green,203475,1610612743,15.064,64.9,DEN,818,31.6,23,0,1.23
2015-16,7,Erick Green,203475,1610612743,14.786,1.0,DEN,14,29.0,24,1,1.08
2015-16,35,Erick Green,203475,1610612762,18.185,6.0,UTA,65,30.5,24,1,1.0
2014-15,935,Matt Bonner,2588,1610612759,15.839,35.2,SAS,1834,7.3,35,10,4.19
2013-14,690,Matt Bonner,2588,1610612759,15.233,26.8,SAS,1366,7.7,34,9,4.35
2015-16,206,Matt Bonner,2588,1610612759,16.592,9.0,SAS,395,8.2,36,11,4.52
2014-15,600,Phil Pressey,203515,1610612738,14.599,119.2,BOS,1182,41.4,23,2,1.0
2013-14,1132,Phil Pressey,203515,1610612738,15.469,214.2,BOS,2185,38.0,22,1,1.0
2015-16,170,Phil Pressey,203515,1610612755,13.986,37.0,PHI,359,44.2,24,3,1.0
2015-16,113,Phil Pressey,203515,1610612756,13.47,21.2,PHX,247,38.2,24,3,1.0
2013-14,664,Alexey Shved,203144,1610612750,15.392,64.4,MIN,1307,19.2,25,1,1.94
2014-15,285,Alexey Shved,203144,1610612755,14.547,46.3,PHI,574,33.3,26,2,1.47
