SEASON,MINUTES_ON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HOG%,AGE,EXP,POS_EST
2021-22,810,Wayne Ellington,201961,1610612747,14.72,23.8,LAL,1666,5.8,34,12,2.41
2020-21,93,Nate Hinton,1630207,1610612742,14.808,9.1,DAL,203,18.2,22,0,2.98
2021-22,2,Nate Hinton,1630207,1610612754,11.0,0.1,IND,5,10.9,23,1,2.37
2020-21,27,Jabari Parker,203953,1610612758,15.589,1.6,SAC,56,11.0,25,6,4.18
2020-21,138,Jabari Parker,203953,1610612738,14.978,7.2,BOS,279,10.3,25,6,4.52
2019-20,80,Jabari Parker,203953,1610612758,12.962,4.9,SAC,182,12.5,24,5,4.47
2019-20,837,Jabari Parker,203953,1610612737,13.957,52.2,ATL,1783,12.6,24,5,4.11
2018-19,682,Jabari Parker,203953,1610612764,13.609,51.2,WAS,1449,15.6,23,4,3.64
2018-19,1042,Jabari Parker,203953,1610612741,14.202,92.4,CHI,2169,18.0,23,4,3.94
2017-18,743,Jabari Parker,203953,1610612749,14.54,47.1,MIL,1505,12.9,22,3,3.6
2016-17,1728,Jabari Parker,203953,1610612749,14.556,118.6,MIL,3459,14.1,21,2,3.67
2015-16,2408,Jabari Parker,203953,1610612749,14.964,122.8,MIL,4727,10.4,20,1,3.92
2014-15,739,Jabari Parker,203953,1610612749,14.605,35.5,MIL,1464,10.0,19,0,3.9
2021-22,112,Jabari Parker,203953,1610612738,14.25,4.9,BOS,224,9.2,26,7,4.72
2020-21,216,Rodney Hood,203918,1610612761,15.124,10.5,TOR,434,9.6,28,6,2.58
2020-21,726,Rodney Hood,203918,1610612757,15.49,55.2,POR,1464,14.6,28,6,2.88
2019-20,619,Rodney Hood,203918,1610612757,14.684,32.8,POR,1305,10.3,27,5,3.09
2018-19,659,Rodney Hood,203918,1610612757,15.239,34.8,POR,1341,10.2,26,4,2.87
2018-19,1234,Rodney Hood,203918,1610612739,16.214,83.7,CLE,2434,12.7,26,4,2.79
2017-18,532,Rodney Hood,203918,1610612739,14.294,24.6,CLE,1084,9.5,25,3,2.66
2017-18,1084,Rodney Hood,203918,1610612762,15.637,90.1,UTA,2136,16.2,25,3,2.38
2016-17,1593,Rodney Hood,203918,1610612762,16.574,131.3,UTA,2999,15.8,24,2,2.04
2015-16,2541,Rodney Hood,203918,1610612762,17.001,245.9,UTA,4724,18.4,23,1,2.03
2014-15,1064,Rodney Hood,203918,1610612762,16.703,84.1,UTA,1979,15.3,22,0,2.25
2021-22,128,Rodney Hood,203918,1610612746,14.285,7.0,LAC,263,11.2,29,7,3.07
2021-22,581,Rodney Hood,203918,1610612749,14.568,21.6,MIL,1185,7.5,29,7,3.91
2020-21,45,Robert Woodard II,1630218,1610612758,12.275,2.5,SAC,102,12.0,21,1,4.06
2021-22,42,Robert Woodard II,1630218,1610612758,13.92,,SAC,88,,22,2,3.52
2019-20,107,Justin Anderson,1626147,1610612751,14.513,4.0,BKN,232,7.1,26,5,2.49
2018-19,463,Justin Anderson,1626147,1610612737,13.205,17.6,ATL,999,8.0,25,4,3.45
2017-18,519,Justin Anderson,1626147,1610612755,14.993,24.4,PHI,1052,9.3,24,3,3.03
2016-17,709,Justin Anderson,1626147,1610612742,16.286,47.4,DAL,1369,12.8,23,2,3.02
2016-17,518,Justin Anderson,1626147,1610612755,14.635,27.7,PHI,1057,10.7,23,2,2.82
2015-16,647,Justin Anderson,1626147,1610612742,15.272,33.3,DAL,1288,10.2,22,1,2.89
2021-22,269,Justin Anderson,1626147,1610612754,14.672,11.4,IND,539,8.6,28,6,4.05
2021-22,47,Justin Anderson,1626147,1610612739,14.931,1.8,CLE,101,7.2,28,6,3.13
2020-21,211,Reggie Perry,1629617,1610612751,14.312,9.1,BKN,433,8.8,20,1,4.67
2021-22,177,Reggie Perry,1629617,1610612757,14.882,9.3,POR,356,10.5,21,2,4.98
2021-22,10,Reggie Perry,1629617,1610612754,15.333,0.3,IND,21,5.6,21,2,5.0
2020-21,147,Juwan Morgan,1629752,1610612762,14.981,4.6,UTA,315,5.8,24,1,4.71
2019-20,134,Juwan Morgan,1629752,1610612762,14.478,3.2,UTA,289,4.6,23,0,4.12
2021-22,27,Juwan Morgan,1629752,1610612761,12.754,0.6,TOR,57,5.0,25,2,3.53
2021-22,4,Juwan Morgan,1629752,1610612738,15.0,0.0,BOS,7,0.0,25,2,3.0
2020-21,1560,Josh Jackson,1628367,1610612765,14.807,94.9,DET,3193,12.0,24,3,2.38
2019-20,381,Josh Jackson,1628367,1610612763,13.719,22.2,MEM,811,12.0,23,2,3.07
2018-19,1976,Josh Jackson,1628367,1610612756,14.486,133.4,PHX,4138,13.4,22,1,2.62
2017-18,1960,Josh Jackson,1628367,1610612756,14.132,124.6,PHX,4083,13.0,21,0,2.78
2021-22,707,Josh Jackson,1628367,1610612765,14.809,40.8,DET,1437,11.5,25,4,3.53
2021-22,123,Josh Jackson,1628367,1610612758,14.264,7.2,SAC,250,12.1,25,4,3.03
2020-21,85,Louis King,1629663,1610612758,14.5,8.2,SAC,182,18.6,22,1,3.56
2019-20,62,Louis King,1629663,1610612765,15.187,3.0,DET,123,9.6,21,0,2.95
2021-22,104,Louis King,1629663,1610612758,13.812,7.5,SAC,223,14.6,23,2,3.29
2020-21,918,Lou Williams,101150,1610612746,14.471,138.7,LAC,1913,30.1,34,15,1.0
2020-21,505,Lou Williams,101150,1610612737,14.917,78.4,ATL,1030,30.6,34,15,1.48
2019-20,1864,Lou Williams,101150,1610612746,13.645,323.8,LAC,4014,35.5,33,14,1.0
2018-19,1993,Lou Williams,101150,1610612746,13.589,336.7,LAC,4308,34.5,32,13,2.05
2017-18,2589,Lou Williams,101150,1610612746,14.053,343.2,LAC,5405,27.1,31,12,1.67
2016-17,591,Lou Williams,101150,1610612745,13.002,42.3,HOU,1281,15.2,30,11,1.62
2016-17,1403,Lou Williams,101150,1610612747,14.374,181.6,LAL,2904,26.1,30,11,1.25
2015-16,1907,Lou Williams,101150,1610612747,15.16,173.6,LAL,3830,17.9,29,10,1.44
2014-15,2015,Lou Williams,101150,1610612761,15.643,230.4,TOR,3937,22.4,28,9,1.98
2013-14,1445,Lou Williams,101150,1610612737,14.826,154.7,ATL,2842,22.0,27,8,1.0
2021-22,799,Lou Williams,101150,1610612737,15.055,102.0,ATL,1605,25.3,35,16,1.16
2020-21,1747,Lonzo Ball,1628366,1610612740,14.218,237.8,NOP,3617,27.7,23,3,1.07
2019-20,2025,Lonzo Ball,1628366,1610612740,13.54,288.7,NOP,4360,29.3,22,2,1.16
2018-19,1423,Lonzo Ball,1628366,1610612747,13.458,158.4,LAL,3056,23.1,21,1,1.02
2017-18,1780,Lonzo Ball,1628366,1610612747,13.514,267.8,LAL,3753,31.7,20,0,1.18
2021-22,1212,Lonzo Ball,1628366,1610612741,14.285,147.7,CHI,2485,25.0,24,4,1.18
2020-21,322,Kelan Martin,1629103,1610612754,12.951,15.7,IND,676,10.8,25,2,3.36
2019-20,495,Kelan Martin,1629103,1610612750,13.532,17.8,MIN,1076,7.3,24,1,3.1
2021-22,6,Kelan Martin,1629103,1610612738,16.0,0.5,BOS,12,15.6,26,3,2.49
2021-22,444,Kelan Martin,1629103,1610612754,14.92,18.1,IND,889,8.2,26,3,3.27
2020-21,297,Paul Watson,1628778,1610612761,14.185,11.7,TOR,616,8.0,26,1,3.1
2019-20,70,Paul Watson,1628778,1610612761,14.052,3.7,TOR,154,10.3,25,0,2.12
2019-20,17,Paul Watson,1628778,1610612737,14.632,0.6,ATL,38,6.5,25,0,3.17
2021-22,156,Paul Watson,1628778,1610612760,14.485,4.6,OKC,328,5.8,27,2,3.44
2018-19,1123,Lance Stephenson,202362,1610612747,13.773,124.4,LAL,2419,22.4,28,8,2.77
2017-18,1850,Lance Stephenson,202362,1610612754,15.483,202.9,IND,3647,21.6,27,7,2.62
2016-17,132,Lance Stephenson,202362,1610612754,16.4,23.4,IND,250,34.2,26,6,1.99
2016-17,67,Lance Stephenson,202362,1610612750,16.146,5.3,MIN,130,15.2,26,6,2.28
2016-17,162,Lance Stephenson,202362,1610612740,14.054,23.9,NOP,334,30.5,26,6,2.91
2015-16,680,Lance Stephenson,202362,1610612746,15.005,37.5,LAC,1360,11.0,25,5,3.06
2015-16,692,Lance Stephenson,202362,1610612763,15.752,84.0,MEM,1346,23.8,25,5,2.71
2014-15,1573,Lance Stephenson,202362,1610612766,15.953,176.4,CHA,3042,21.8,24,4,2.59
2013-14,2752,Lance Stephenson,202362,1610612754,16.009,259.9,IND,5258,18.5,23,3,2.03
2021-22,70,Lance Stephenson,202362,1610612737,14.775,5.7,ATL,138,16.8,31,9,2.8
2021-22,744,Lance Stephenson,202362,1610612754,14.515,132.6,IND,1531,35.8,31,9,2.01
2020-21,438,Langston Galloway,204038,1610612756,14.586,13.9,PHX,913,6.3,29,7,2.14
2019-20,1702,Langston Galloway,204038,1610612765,15.037,59.1,DET,3463,6.8,28,6,2.13
2018-19,1745,Langston Galloway,204038,1610612765,15.241,58.1,DET,3549,6.4,27,5,2.02
2017-18,863,Langston Galloway,204038,1610612765,14.911,61.7,DET,1711,14.5,26,4,1.8
2016-17,375,Langston Galloway,204038,1610612758,14.867,46.9,SAC,743,25.5,25,3,1.31
2016-17,1120,Langston Galloway,204038,1610612740,14.336,69.7,NOP,2259,12.9,25,3,1.24
2015-16,2033,Langston Galloway,204038,1610612752,15.6,200.5,NYK,3979,19.4,24,2,1.0
2014-15,1457,Langston Galloway,204038,1610612752,16.244,186.2,NYK,2788,24.7,23,1,1.33
2021-22,48,Langston Galloway,204038,1610612749,14.725,3.7,MIL,102,14.8,30,8,1.0
2021-22,58,Langston Galloway,204038,1610612751,13.615,3.1,BKN,117,11.7,30,8,2.32
2020-21,182,Killian Tillie,1629681,1610612763,14.053,5.8,MEM,379,6.5,23,0,4.72
2021-22,461,Killian Tillie,1629681,1610612763,14.95,12.5,MEM,939,5.3,24,1,4.77
2020-21,1162,Paul Millsap,200794,1610612743,15.39,63.1,DEN,2294,10.7,36,14,4.18
2019-20,1240,Paul Millsap,200794,1610612743,15.152,63.1,DEN,2475,10.1,35,13,4.03
2018-19,1895,Paul Millsap,200794,1610612743,14.95,112.5,DEN,3839,11.8,34,12,3.8
2017-18,1144,Paul Millsap,200794,1610612743,14.992,72.4,DEN,2282,12.7,33,11,4.04
2016-17,2343,Paul Millsap,200794,1610612737,14.499,160.0,ATL,4765,13.9,32,10,4.09
2015-16,2647,Paul Millsap,200794,1610612737,14.475,181.3,ATL,5357,14.0,31,9,4.04
2014-15,2390,Paul Millsap,200794,1610612737,15.144,162.7,ATL,4708,13.7,30,8,4.06
2013-14,2482,Paul Millsap,200794,1610612737,15.027,162.5,ATL,4905,13.2,29,7,4.07
2021-22,106,Paul Millsap,200794,1610612755,16.51,5.5,PHI,210,9.5,37,15,4.96
2021-22,270,Paul Millsap,200794,1610612751,14.359,15.3,BKN,549,11.6,37,15,4.55
2020-21,235,Kyle Guy,1629657,1610612758,13.724,21.5,SAC,503,18.7,23,1,1.0
2019-20,10,Kyle Guy,1629657,1610612758,12.292,0.7,SAC,24,14.2,22,0,2.0
2021-22,186,Kyle Guy,1629657,1610612748,14.841,19.2,MIA,390,19.9,24,2,1.5
2020-21,402,Rajon Rondo,200765,1610612737,15.332,87.0,ATL,806,42.2,35,14,1.14
2020-21,368,Rajon Rondo,200765,1610612746,14.999,78.2,LAC,737,42.4,35,14,1.03
2019-20,984,Rajon Rondo,200765,1610612747,14.566,194.4,LAL,2033,39.4,34,13,1.0
2018-19,1369,Rajon Rondo,200765,1610612747,13.949,251.9,LAL,2922,37.1,33,12,1.0
2017-18,1705,Rajon Rondo,200765,1610612740,13.651,306.2,NOP,3600,37.4,32,11,1.0
2016-17,1843,Rajon Rondo,200765,1610612741,15.251,362.9,CHI,3667,38.9,31,10,1.0
2015-16,2537,Rajon Rondo,200765,1610612758,13.929,573.4,SAC,5321,46.4,30,9,1.42
2014-15,1319,Rajon Rondo,200765,1610612742,14.67,254.4,DAL,2641,39.4,29,8,1.14
2014-15,699,Rajon Rondo,200765,1610612738,13.913,152.9,BOS,1434,46.0,29,8,1.03
2013-14,998,Rajon Rondo,200765,1610612738,15.705,252.9,BOS,1954,49.4,28,7,1.02
2021-22,289,Rajon Rondo,200765,1610612747,14.25,50.2,LAL,621,34.0,36,15,1.13
2021-22,408,Rajon Rondo,200765,1610612739,15.534,82.8,CLE,822,38.9,36,15,1.03
2020-21,68,Rayjon Tucker,1629730,1610612755,13.66,7.1,PHI,153,20.4,23,1,1.0
2019-20,161,Rayjon Tucker,1629730,1610612762,15.103,9.2,UTA,340,10.7,22,0,2.37
2021-22,29,Rayjon Tucker,1629730,1610612743,13.662,0.8,DEN,65,5.4,24,2,1.83
2021-22,42,Rayjon Tucker,1629730,1610612749,14.044,2.0,MIL,91,9.4,24,2,2.4
2020-21,75,Keljin Blevins,1629833,1610612757,13.139,3.6,POR,173,9.5,25,0,1.79
2021-22,349,Keljin Blevins,1629833,1610612757,14.871,16.3,POR,714,9.2,26,1,3.26
2020-21,1334,Kent Bazemore,203145,1610612744,13.777,84.7,GSW,2811,13.1,31,8,2.8
2019-20,1111,Kent Bazemore,203145,1610612757,14.605,62.4,POR,2323,11.0,30,7,2.84
2019-20,577,Kent Bazemore,203145,1610612758,14.449,30.8,SAC,1202,10.6,30,7,3.22
2018-19,1643,Kent Bazemore,203145,1610612737,13.662,102.5,ATL,3546,12.7,29,6,1.97
2017-18,1789,Kent Bazemore,203145,1610612737,14.91,146.4,ATL,3601,16.4,28,5,2.1
2016-17,1963,Kent Bazemore,203145,1610612737,14.42,127.6,ATL,3969,13.4,27,4,2.63
2015-16,2083,Kent Bazemore,203145,1610612737,14.339,134.5,ATL,4212,13.4,26,3,2.77
2014-15,1323,Kent Bazemore,203145,1610612737,15.247,69.2,ATL,2566,10.6,25,2,2.12
2013-14,268,Kent Bazemore,203145,1610612744,14.617,34.8,GSW,548,26.1,24,1,1.94
2013-14,643,Kent Bazemore,203145,1610612747,13.288,57.6,LAL,1360,19.1,24,1,1.77
2021-22,545,Kent Bazemore,203145,1610612747,14.424,21.3,LAL,1145,7.7,32,9,3.01
2021-22,63,RJ Nembhard Jr.,1630612,1610612739,15.935,11.1,CLE,123,34.0,23,0,1.63
2020-21,121,Quinndary Weatherspoon,1629683,1610612759,14.227,8.3,SAS,256,13.7,24,1,1.85
2019-20,78,Quinndary Weatherspoon,1629683,1610612759,13.307,7.2,SAS,176,18.4,23,0,1.77
2021-22,73,Quinndary Weatherspoon,1629683,1610612744,14.216,3.4,GSW,153,9.4,25,2,1.85
2020-21,16,Jared Harper,1629607,1610612752,11.1,2.6,NYK,40,35.1,23,1,1.0
2019-20,8,Jared Harper,1629607,1610612756,14.222,,PHX,18,,22,0,1.0
2021-22,43,Jared Harper,1629607,1610612740,15.12,8.5,NOP,83,40.6,24,2,1.0
2021-22,176,Jamorko Pickett,1630691,1610612765,14.482,5.3,DET,369,6.0,24,0,4.35
2020-21,986,James Ennis III,203516,1610612753,15.179,43.0,ORL,2001,8.5,30,6,2.8
2019-20,489,James Ennis III,203516,1610612753,14.812,20.3,ORL,1015,8.1,29,5,2.54
2019-20,776,James Ennis III,203516,1610612755,14.73,22.1,PHI,1592,5.7,29,5,2.98
2018-19,949,James Ennis III,203516,1610612745,14.577,21.2,HOU,1915,4.6,28,4,3.14
2018-19,281,James Ennis III,203516,1610612755,14.221,9.6,PHI,589,6.9,28,4,2.66
2017-18,1053,James Ennis III,203516,1610612763,15.858,38.0,MEM,2053,7.0,27,3,2.8
2017-18,551,James Ennis III,203516,1610612765,15.239,18.9,DET,1078,6.9,27,3,2.95
2016-17,1501,James Ennis III,203516,1610612763,16.381,53.3,MEM,2895,6.7,26,2,2.63
2015-16,40,James Ennis III,203516,1610612763,14.988,1.8,MEM,80,9.0,25,1,2.74
2015-16,7,James Ennis III,203516,1610612748,17.231,0.2,MIA,13,5.4,25,1,3.0
2015-16,282,James Ennis III,203516,1610612740,15.144,11.1,NOP,557,7.9,25,1,2.25
2014-15,1051,James Ennis III,203516,1610612748,16.393,34.9,MIA,1967,6.5,24,0,2.87
2021-22,14,James Ennis III,203516,1610612751,11.097,0.5,BKN,31,8.7,31,7,3.89
2021-22,28,James Ennis III,203516,1610612746,13.207,0.9,LAC,58,7.0,31,7,3.58
2021-22,14,James Ennis III,203516,1610612743,16.519,0.6,DEN,27,8.1,31,7,3.69
2020-21,11,Malik Fitts,1630238,1610612746,17.045,0.4,LAC,22,6.4,23,0,3.36
2021-22,35,Malik Fitts,1630238,1610612762,14.467,1.4,UTA,75,7.7,24,1,4.33
2021-22,28,Malik Fitts,1630238,1610612738,14.279,1.7,BOS,61,11.7,24,1,4.06
2021-22,160,Javonte Smart,1630606,1610612749,15.382,16.3,MIL,322,19.7,23,0,1.54
2021-22,40,Javonte Smart,1630606,1610612748,13.774,4.1,MIA,84,21.3,23,0,2.06
2020-21,28,Norvel Pelle,203658,1610612751,15.571,1.2,BKN,56,8.3,27,2,5.0
2020-21,4,Norvel Pelle,203658,1610612758,11.125,0.2,SAC,8,13.5,27,2,5.0
2020-21,52,Norvel Pelle,203658,1610612752,13.944,1.0,NYK,108,4.0,27,2,5.0
2019-20,232,Norvel Pelle,203658,1610612755,15.04,7.7,PHI,475,6.5,26,1,5.0
2021-22,19,Norvel Pelle,203658,1610612762,17.286,0.3,UTA,35,3.0,28,3,4.95
2020-21,627,Jake Layman,1627774,1610612750,14.009,21.6,MIN,1329,7.0,27,4,3.36
2019-20,505,Jake Layman,1627774,1610612750,13.312,18.6,MIN,1126,7.4,26,3,3.66
2018-19,1327,Jake Layman,1627774,1610612757,15.03,45.5,POR,2734,6.6,25,2,3.21
2017-18,160,Jake Layman,1627774,1610612757,15.663,5.4,POR,329,6.3,24,1,3.09
2016-17,249,Jake Layman,1627774,1610612757,14.891,9.3,POR,512,7.3,23,0,3.35
2021-22,231,Jake Layman,1627774,1610612750,13.491,9.5,MIN,503,8.4,28,5,3.43
2020-21,94,Jahmi'us Ramsey,1630186,1610612758,13.652,4.3,SAC,207,9.1,19,1,1.72
2021-22,134,Jahmi'us Ramsey,1630186,1610612758,14.226,9.0,SAC,279,13.6,20,2,1.8
2020-21,544,LaMarcus Aldridge,200746,1610612759,14.948,27.6,SAS,1126,9.8,35,14,5.0
2020-21,130,LaMarcus Aldridge,200746,1610612751,15.138,7.2,BKN,260,11.0,35,14,5.0
2019-20,1754,LaMarcus Aldridge,200746,1610612759,14.885,91.9,SAS,3596,10.3,34,13,4.94
2018-19,2687,LaMarcus Aldridge,200746,1610612759,15.227,153.4,SAS,5416,11.2,33,12,4.95
2017-18,2509,LaMarcus Aldridge,200746,1610612759,16.158,162.0,SAS,4860,12.4,32,11,4.62
2016-17,2335,LaMarcus Aldridge,200746,1610612759,16.193,127.8,SAS,4468,10.6,31,10,4.31
2015-16,2261,LaMarcus Aldridge,200746,1610612759,16.034,123.1,SAS,4375,10.5,30,9,4.46
2014-15,2512,LaMarcus Aldridge,200746,1610612757,15.65,160.4,POR,4918,12.5,29,8,4.09
2013-14,2499,LaMarcus Aldridge,200746,1610612757,15.457,153.5,POR,4928,12.1,28,7,4.11
2021-22,1050,LaMarcus Aldridge,200746,1610612751,14.68,46.4,BKN,2153,8.8,36,15,5.0
2018-19,673,Nik Stauskas,203917,1610612757,15.372,37.6,POR,1394,10.5,25,4,2.92
2018-19,342,Nik Stauskas,203917,1610612739,15.409,17.4,CLE,690,9.8,25,4,3.39
2017-18,478,Nik Stauskas,203917,1610612751,15.015,38.1,BKN,963,15.8,24,3,1.93
2017-18,45,Nik Stauskas,203917,1610612755,14.118,1.2,PHI,93,5.5,24,3,2.75
2016-17,2188,Nik Stauskas,203917,1610612755,14.793,145.6,PHI,4442,13.3,23,2,2.12
2015-16,1809,Nik Stauskas,203917,1610612755,15.022,100.2,PHI,3699,10.8,22,1,2.25
2014-15,1126,Nik Stauskas,203917,1610612758,15.31,47.7,SAC,2233,8.4,21,0,2.26
2021-22,24,Nik Stauskas,203917,1610612748,12.904,1.0,MIA,52,8.9,28,5,2.91
2021-22,15,Nik Stauskas,203917,1610612738,16.375,1.0,BOS,32,11.5,28,5,2.16
2020-21,136,Tacko Fall,1629605,1610612738,14.633,5.1,BOS,281,7.4,25,1,5.0
2019-20,33,Tacko Fall,1629605,1610612738,14.382,1.4,BOS,68,8.6,24,0,5.0
2021-22,59,Tacko Fall,1629605,1610612739,16.914,3.3,CLE,116,10.1,26,2,5.0
2020-21,1513,Solomon Hill,203524,1610612737,15.144,48.3,ATL,3048,6.3,29,7,3.45
2019-20,901,Solomon Hill,203524,1610612763,14.09,41.1,MEM,1911,9.2,28,6,3.97
2019-20,187,Solomon Hill,203524,1610612748,14.604,9.0,MIA,386,9.6,28,6,3.57
2018-19,878,Solomon Hill,203524,1610612740,13.899,41.0,NOP,1863,9.5,27,5,2.95
2017-18,187,Solomon Hill,203524,1610612740,13.256,9.1,NOP,407,10.1,26,4,3.51
2016-17,2374,Solomon Hill,203524,1610612740,14.142,101.3,NOP,4846,8.9,25,3,3.13
2015-16,866,Solomon Hill,203524,1610612754,14.805,42.3,IND,1727,9.9,24,2,3.14
2014-15,2381,Solomon Hill,203524,1610612754,16.349,145.9,IND,4556,11.8,23,1,2.72
2013-14,226,Solomon Hill,203524,1610612754,16.499,10.5,IND,423,9.0,22,0,2.75
2021-22,139,Solomon Hill,203524,1610612737,14.823,4.8,ATL,277,7.0,30,8,2.98
2017-18,8,Scotty Hopson,203816,1610612742,13.95,0.3,DAL,20,6.5,28,2,2.08
2013-14,7,Scotty Hopson,203816,1610612739,12.533,0.4,CLE,15,12.8,24,1,2.0
2021-22,18,Scotty Hopson,203816,1610612760,15.417,0.7,OKC,36,7.6,32,3,3.08
2021-22,7,Scottie Lewis,1630575,1610612766,14.333,0.3,CHA,15,8.4,22,0,1.67
2020-21,869,Sekou Doumbouya,1629635,1610612765,15.245,36.0,DET,1737,8.2,20,2,4.02
2019-20,754,Sekou Doumbouya,1629635,1610612765,15.461,32.5,DET,1502,8.4,19,1,3.89
2021-22,16,Sekou Doumbouya,1629635,1610612747,11.722,1.0,LAL,36,14.2,21,3,4.0
2020-21,950,Semi Ojeleye,1628400,1610612738,15.17,32.2,BOS,1908,6.7,26,3,4.0
2019-20,1011,Semi Ojeleye,1628400,1610612738,14.896,34.4,BOS,2048,6.8,25,2,3.69
2018-19,594,Semi Ojeleye,1628400,1610612738,14.131,22.2,BOS,1224,7.7,24,1,3.36
2017-18,1150,Semi Ojeleye,1628400,1610612738,15.548,37.7,BOS,2260,6.4,23,0,3.59
2021-22,98,Semi Ojeleye,1628400,1610612746,15.025,4.3,LAC,199,8.6,27,4,4.0
2021-22,308,Semi Ojeleye,1628400,1610612749,15.043,9.1,MIL,625,5.8,27,4,3.83
2020-21,15,Jordan Bell,1628395,1610612744,15.793,0.9,GSW,29,11.8,25,3,5.0
2020-21,67,Jordan Bell,1628395,1610612764,15.515,3.6,WAS,136,10.2,25,3,4.37
2019-20,235,Jordan Bell,1628395,1610612750,13.779,11.9,MIN,502,10.3,24,2,4.3
2019-20,21,Jordan Bell,1628395,1610612763,13.255,1.2,MEM,47,11.6,24,2,4.28
2018-19,788,Jordan Bell,1628395,1610612744,14.308,42.4,GSW,1625,10.9,23,1,4.86
2017-18,809,Jordan Bell,1628395,1610612744,14.087,45.1,GSW,1662,11.6,22,0,4.45
2021-22,2,Jordan Bell,1628395,1610612741,17.25,0.1,CHI,4,8.7,26,4,5.0
2018-19,169,Sam Dekker,1626155,1610612739,15.662,8.1,CLE,343,9.0,24,3,4.0
2018-19,619,Sam Dekker,1626155,1610612764,14.18,25.1,WAS,1283,8.3,24,3,3.88
2017-18,883,Sam Dekker,1626155,1610612746,13.993,37.5,LAC,1816,8.9,23,2,3.87
2016-17,1419,Sam Dekker,1626155,1610612745,13.751,49.3,HOU,2920,7.4,22,1,3.87
2015-16,6,Sam Dekker,1626155,1610612745,9.357,0.3,HOU,14,13.7,21,0,4.76
2021-22,1,Sam Dekker,1626155,1610612761,18.0,0.0,TOR,2,0.0,27,4,5.0
2017-18,505,Joe Johnson,2207,1610612745,14.874,30.6,HOU,1020,12.1,36,16,3.08
2017-18,700,Joe Johnson,2207,1610612762,15.822,49.5,UTA,1382,13.6,36,16,3.52
2016-17,1843,Joe Johnson,2207,1610612762,16.421,129.2,UTA,3485,13.5,35,15,3.07
2015-16,1934,Joe Johnson,2207,1610612751,15.307,153.0,BKN,3823,15.7,34,14,3.09
2015-16,769,Joe Johnson,2207,1610612748,15.882,60.7,MIA,1503,15.3,34,14,3.35
2014-15,2791,Joe Johnson,2207,1610612751,15.764,238.4,BKN,5349,17.0,33,13,2.78
2013-14,2575,Joe Johnson,2207,1610612751,15.869,192.3,BKN,4876,14.9,32,12,2.41
2021-22,2,Joe Johnson,2207,1610612738,13.6,0.5,BOS,5,44.1,40,17,3.0
2018-19,143,Jemerrio Jones,1629203,1610612747,14.302,7.1,LAL,295,10.1,23,0,3.02
2021-22,15,Jemerrio Jones,1629203,1610612747,13.3,0.3,LAL,30,4.5,26,1,3.81
2021-22,39,Sharife Cooper,1630536,1610612737,15.317,8.5,ATL,82,40.6,21,0,1.01
2018-19,28,Jaylen Morris,1628537,1610612749,13.415,1.1,MIL,65,7.6,23,1,1.98
2017-18,98,Jaylen Morris,1628537,1610612737,14.337,4.1,ATL,208,8.2,22,0,2.94
2021-22,16,Jaylen Morris,1628537,1610612759,12.971,1.7,SAS,35,22.5,26,2,1.41
2020-21,320,Jaylen Hoard,1629658,1610612760,14.059,15.4,OKC,675,9.7,21,1,3.15
2019-20,103,Jaylen Hoard,1629658,1610612757,13.918,4.7,POR,219,9.3,20,0,3.51
2021-22,240,Jaylen Hoard,1629658,1610612760,15.789,15.7,OKC,483,12.4,22,2,4.0
2020-21,765,Jeremy Lamb,203087,1610612754,14.274,57.2,IND,1593,15.1,29,8,2.83
2019-20,1291,Jeremy Lamb,203087,1610612754,14.979,99.3,IND,2621,15.2,28,7,2.05
2018-19,2250,Jeremy Lamb,203087,1610612766,14.947,169.8,CHA,4583,14.9,27,6,2.23
2017-18,1967,Jeremy Lamb,203087,1610612766,15.053,162.3,CHA,3967,16.3,26,5,2.13
2016-17,1143,Jeremy Lamb,203087,1610612766,15.946,96.7,CHA,2217,16.4,25,4,2.03
2015-16,1227,Jeremy Lamb,203087,1610612766,15.242,88.8,CHA,2442,14.3,24,3,2.27
2014-15,633,Jeremy Lamb,203087,1610612760,15.597,47.6,OKC,1218,15.0,23,2,2.13
2013-14,1538,Jeremy Lamb,203087,1610612760,15.063,94.9,OKC,3011,12.6,22,1,2.25
2021-22,613,Jeremy Lamb,203087,1610612754,14.855,54.5,IND,1254,17.6,30,9,2.74
2021-22,322,Jeremy Lamb,203087,1610612758,14.477,25.9,SAC,654,16.4,30,9,1.92
2019-20,51,Zylan Cheatham,1629597,1610612740,13.642,1.6,NOP,109,6.5,24,1,3.72
2021-22,5,Zylan Cheatham,1629597,1610612762,13.273,0.1,UTA,11,4.1,26,2,4.0
2020-21,258,Alfonzo McKinnie,1628035,1610612747,14.58,9.0,LAL,548,6.8,28,3,3.08
2019-20,593,Alfonzo McKinnie,1628035,1610612739,15.033,20.3,CLE,1218,6.7,27,2,3.25
2018-19,1003,Alfonzo McKinnie,1628035,1610612744,13.784,34.8,GSW,2112,7.2,26,1,2.87
2017-18,53,Alfonzo McKinnie,1628035,1610612761,13.85,2.0,TOR,113,7.7,25,0,3.08
